,code,display_name,date,weight
0,601318.XSHG,中国平安,2011-09-26,2.37
1,601328.XSHG,交通银行,2011-09-26,2.09
2,601333.XSHG,广深铁路,2011-09-26,0.19
3,601390.XSHG,中国中铁,2011-09-26,0.32
4,601398.XSHG,工商银行,2011-09-26,1.24
5,601600.XSHG,中国铝业,2011-09-26,0.49
6,601601.XSHG,中国太保,2011-09-26,1.21
7,601628.XSHG,中国人寿,2011-09-26,0.46
8,601666.XSHG,平煤股份,2011-09-26,0.33
9,601699.XSHG,潞安环能,2011-09-26,0.54
10,601727.XSHG,上海电气,2011-09-26,0.24
11,601766.XSHG,中国南车,2011-09-26,0.37
12,601808.XSHG,中海油服,2011-09-26,0.18
13,601857.XSHG,中国石油,2011-09-26,0.74
14,601866.XSHG,中海集运,2011-09-26,0.14
15,601898.XSHG,中煤能源,2011-09-26,0.33
16,601899.XSHG,紫金矿业,2011-09-26,0.73
17,601918.XSHG,国投新集,2011-09-26,0.13
18,601919.XSHG,中国远洋,2011-09-26,0.3
19,601939.XSHG,建设银行,2011-09-26,0.86
20,601958.XSHG,金钼股份,2011-09-26,0.31
21,601988.XSHG,中国银行,2011-09-26,0.41
22,601998.XSHG,中信银行,2011-09-26,0.25
23,601668.XSHG,中国建筑,2011-09-26,1.04
24,601107.XSHG,四川成渝,2011-09-26,0.06
25,000001.XSHE,深发展A,2011-09-26,0.85
26,000002.XSHE,万科A,2011-09-26,1.42
27,000009.XSHE,中国宝安,2011-09-26,0.39
28,000012.XSHE,南玻A,2011-09-26,0.38
29,000021.XSHE,长城开发,2011-09-26,0.09
30,000024.XSHE,招商地产,2011-09-26,0.23
31,000027.XSHE,深圳能源,2011-09-26,0.1
32,000031.XSHE,中粮地产,2011-09-26,0.09
33,000039.XSHE,中集集团,2011-09-26,0.28
34,000059.XSHE,辽通化工,2011-09-26,0.12
35,000060.XSHG,中金岭南,2011-09-26,0.33
36,000061.XSHE,农产品,2011-09-26,0.16
37,000063.XSHE,中兴通讯,2011-09-26,0.64
38,000069.XSHE,华侨城A,2011-09-26,0.39
39,000100.XSHE,TCL集团,2011-09-26,0.23
40,000157.XSHE,中联重科,2011-09-26,0.74
41,000338.XSHE,潍柴动力,2011-09-26,0.59
42,000401.XSHE,冀东水泥,2011-09-26,0.2
43,000402.XSHE,金融街,2011-09-26,0.31
44,000422.XSHE,湖北宜化,2011-09-26,0.23
45,000423.XSHE,东阿阿胶,2011-09-26,0.45
46,000425.XSHE,徐工机械,2011-09-26,0.34
47,000527.XSHE,美的电器,2011-09-26,0.6
48,000528.XSHE,柳工,2011-09-26,0.24
49,000538.XSHE,云南白药,2011-09-26,0.33
50,000562.XSHE,宏源证券,2011-09-26,0.18
51,000568.XSHE,泸州老窖,2011-09-26,0.56
52,000612.XSHE,焦作万方,2011-09-26,0.11
53,000623.XSHE,吉林敖东,2011-09-26,0.31
54,000625.XSHE,长安汽车,2011-09-26,0.16
55,000630.XSHE,铜陵有色,2011-09-26,0.29
56,000651.XSHE,格力电器,2011-09-26,0.78
57,000680.XSHE,山推股份,2011-09-26,0.16
58,000685.XSHE,中山公用,2011-09-26,0.06
59,000686.XSHE,东北证券,2011-09-26,0.09
60,000690.XSHE,宝新能源,2011-09-26,0.1
61,000709.XSHE,河北钢铁,2011-09-26,0.3
62,000718.XSHE,苏宁环球,2011-09-26,0.12
63,000728.XSHE,国元证券,2011-09-26,0.16
64,000729.XSHE,燕京啤酒,2011-09-26,0.18
65,000758.XSHE,中色股份,2011-09-26,0.23
66,000768.XSHE,西飞国际,2011-09-26,0.24
67,000778.XSHE,新兴铸管,2011-09-26,0.19
68,000780.XSHE,平庄能源,2011-09-26,0.12
69,000783.XSHE,长江证券,2011-09-26,0.26
70,000792.XSHE,盐湖股份,2011-09-26,0.63
71,000800.XSHE,一汽轿车,2011-09-26,0.19
72,000807.XSHE,云铝股份,2011-09-26,0.15
73,000825.XSHE,太钢不锈,2011-09-26,0.26
74,000839.XSHE,中信国安,2011-09-26,0.18
75,000858.XSHE,五粮液,2011-09-26,1.4
76,000876.XSHE,新希望,2011-09-26,0.17
77,000878.XSHE,云南铜业,2011-09-26,0.26
78,000895.XSHE,双汇发展,2011-09-26,0.41
79,000898.XSHE,鞍钢股份,2011-09-26,0.2
80,000927.XSHE,一汽夏利,2011-09-26,0.08
81,000933.XSHE,神火股份,2011-09-26,0.3
82,000937.XSHE,冀中能源,2011-09-26,0.34
83,000951.XSHE,中国重汽,2011-09-26,0.09
84,000960.XSHE,锡业股份,2011-09-26,0.22
85,000968.XSHE,煤气化,2011-09-26,0.1
86,000969.XSHE,安泰科技,2011-09-26,0.2
87,000983.XSHE,西山煤电,2011-09-26,0.67
88,000999.XSHE,华润三九,2011-09-26,0.16
89,002001.XSHE,新和成,2011-09-26,0.19
90,002007.XSHE,华兰生物,2011-09-26,0.14
91,002024.XSHE,苏宁电器,2011-09-26,0.87
92,002028.XSHE,思源电气,2011-09-26,0.07
93,002122.XSHE,天马股份,2011-09-26,0.11
94,002128.XSHE,露天煤业,2011-09-26,0.14
95,002142.XSHE,宁波银行,2011-09-26,0.22
96,002155.XSHE,辰州矿业,2011-09-26,0.18
97,002202.XSHE,金风科技,2011-09-26,0.28
98,002244.XSHE,滨江集团,2011-09-26,0.07
99,601618.XSHG,中国中冶,2011-09-26,0.31
100,601688.XSHG,华泰证券,2011-09-26,0.34
101,600999.XSHG,招商证券,2011-09-26,0.56
102,601788.XSHG,光大证券,2011-09-26,0.34
103,002304.XSHE,洋河股份,2011-09-26,0.74
104,601989.XSHG,中国重工,2011-09-26,0.64
105,601299.XSHG,中国北车,2011-09-26,0.32
106,601179.XSHG,中国西电,2011-09-26,0.18
107,000725.XSHE,京东方A,2011-09-26,0.27
108,601117.XSHG,中国化学,2011-09-26,0.22
109,601888.XSHG,中国国旅,2011-09-26,0.14
110,600863.XSHG,内蒙华电,2011-09-26,0.09
111,601607.XSHG,上海医药,2011-09-26,0.29
112,000961.XSHE,中南建设,2011-09-26,0.06
113,600300.XSHG,维维股份,2011-09-26,0.09
114,601288.XSHG,农业银行,2011-09-26,0.78
115,000776.XSHE,广发证券,2011-09-26,0.55
116,002092.XSHE,中泰化学,2011-09-26,0.12
117,002146.XSHE,荣盛发展,2011-09-26,0.08
118,002294.XSHE,信立泰,2011-09-26,0.07
119,002385.XSHE,大北农,2011-09-26,0.06
120,002399.XSHE,海普瑞,2011-09-26,0.1
121,002405.XSHE,四维图新,2011-09-26,0.05
122,002415.XSHE,海康威视,2011-09-26,0.09
123,002422.XSHE,科伦药业,2011-09-26,0.17
124,600115.XSHG,东方航空,2011-09-26,0.24
125,600276.XSHG,恒瑞医药,2011-09-26,0.33
126,600406.XSHG,国电南瑞,2011-09-26,0.44
127,600481.XSHG,双良节能,2011-09-26,0.09
128,600535.XSHG,天士力,2011-09-26,0.21
129,600546.XSHG,山煤国际,2011-09-26,0.13
130,600582.XSHG,天地科技,2011-09-26,0.15
131,600703.XSHG,三安光电,2011-09-26,0.15
132,600823.XSHG,世茂股份,2011-09-26,0.09
133,600887.XSHG,伊利股份,2011-09-26,0.6
134,600893.XSHG,航空动力,2011-09-26,0.17
135,601101.XSHG,昊华能源,2011-09-26,0.2
136,601106.XSHG,中国一重,2011-09-26,0.21
137,601158.XSHG,重庆水务,2011-09-26,0.14
138,601268.XSHG,二重重装,2011-09-26,0.06
139,601369.XSHG,陕鼓动力,2011-09-26,0.08
140,601818.XSHG,光大银行,2011-09-26,0.25
141,000559.XSHE,万向钱潮,2011-09-26,0.12
142,000869.XSHE,张裕A,2011-09-26,0.22
143,002069.XSHE,獐子岛,2011-09-26,0.12
144,002106.XSHE,莱宝高科,2011-09-26,0.2
145,600267.XSHG,海正药业,2011-09-26,0.19
146,600859.XSHG,王府井,2011-09-26,0.2
147,000536.XSHE,华映科技,2011-09-26,0.06
148,002073.XSHE,软控股份,2011-09-26,0.29
149,002310.XSHE,东方园林,2011-09-26,0.11
150,002493.XSHE,荣盛石化,2011-09-26,0.11
151,002498.XSHE,汉缆股份,2011-09-26,0.05
152,002500.XSHE,山西证券,2011-09-26,0.09
153,600971.XSHG,恒源煤电,2011-09-26,0.12
154,600998.XSHG,九州通,2011-09-26,0.06
155,601018.XSHG,宁波港,2011-09-26,0.15
156,601098.XSHG,中南传媒,2011-09-26,0.1
157,601118.XSHG,海南橡胶,2011-09-26,0.15
158,601377.XSHG,兴业证券,2011-09-26,0.13
159,601519.XSHG,大智慧,2011-09-26,0.04
160,601558.XSHG,华锐风电,2011-09-26,0.08
161,601717.XSHG,郑煤机,2011-09-26,0.07
162,601718.XSHG,际华集团,2011-09-26,0.1
163,601933.XSHG,永辉超市,2011-09-26,0.09
164,600827.XSHG,友谊股份,2011-09-26,0.25
165,600000.XSHG,浦发银行,2011-09-26,1.94
166,600004.XSHG,白云机场,2011-09-26,0.07
167,600005.XSHG,武钢股份,2011-09-26,0.27
168,600008.XSHG,首创股份,2011-09-26,0.11
169,600009.XSHG,上海机场,2011-09-26,0.24
170,600010.XSHG,包钢股份,2011-09-26,0.32
171,600015.XSHG,华夏银行,2011-09-26,0.56
172,600016.XSHG,民生银行,2011-09-26,2.58
173,600018.XSHG,上港集团,2011-09-26,0.14
174,600019.XSHG,宝钢股份,2011-09-26,0.54
175,600026.XSHG,中海发展,2011-09-26,0.09
176,600028.XSHG,中国石化,2011-09-26,0.59
177,600029.XSHG,南方航空,2011-09-26,0.29
178,600030.XSHG,中信证券,2011-09-26,1.67
179,600031.XSHG,三一重工,2011-09-26,0.93
180,600036.XSHG,招商银行,2011-09-26,2.77
181,600037.XSHG,歌华有线,2011-09-26,0.12
182,600048.XSHG,保利地产,2011-09-26,0.67
183,600050.XSHG,中国联通,2011-09-26,0.9
184,600058.XSHG,五矿发展,2011-09-26,0.22
185,600062.XSHG,双鹤药业,2011-09-26,0.16
186,600066.XSHG,宇通客车,2011-09-26,0.15
187,600068.XSHG,葛洲坝,2011-09-26,0.37
188,600085.XSHG,同仁堂,2011-09-26,0.2
189,600089.XSHG,特变电工,2011-09-26,0.53
190,600096.XSHG,云天化,2011-09-26,0.11
191,600100.XSHG,同方股份,2011-09-26,0.23
192,600104.XSHG,上海汽车,2011-09-26,0.58
193,600108.XSHG,亚盛集团,2011-09-26,0.16
194,600109.XSHG,国金证券,2011-09-26,0.07
195,600111.XSHG,包钢稀土,2011-09-26,0.83
196,600118.XSHG,中国卫星,2011-09-26,0.16
197,600123.XSHG,兰花科创,2011-09-26,0.31
198,600125.XSHG,铁龙物流,2011-09-26,0.19
199,600132.XSHG,重庆啤酒,2011-09-26,0.39
200,600143.XSHG,金发科技,2011-09-26,0.27
201,600150.XSHG,中国船舶,2011-09-26,0.28
202,600151.XSHG,航天机电,2011-09-26,0.1
203,600153.XSHG,建发股份,2011-09-26,0.21
204,600161.XSHG,天坛生物,2011-09-26,0.09
205,600166.XSHG,福田汽车,2011-09-26,0.19
206,600169.XSHG,太原重工,2011-09-26,0.14
207,600170.XSHG,上海建工,2011-09-26,0.08
208,600177.XSHG,雅戈尔,2011-09-26,0.27
209,600183.XSHG,生益科技,2011-09-26,0.1
210,600188.XSHG,兖州煤业,2011-09-26,0.35
211,600196.XSHG,复星医药,2011-09-26,0.19
212,600208.XSHG,新湖中宝,2011-09-26,0.15
213,600216.XSHG,浙江医药,2011-09-26,0.15
214,600219.XSHG,南山铝业,2011-09-26,0.19
215,600220.XSHG,江苏阳光,2011-09-26,0.11
216,600221.XSHG,海南航空,2011-09-26,0.15
217,600239.XSHG,云南城投,2011-09-26,0.09
218,600256.XSHG,广汇股份,2011-09-26,0.53
219,600266.XSHG,北京城建,2011-09-26,0.11
220,600269.XSHG,赣粤高速,2011-09-26,0.1
221,600271.XSHG,航天信息,2011-09-26,0.32
222,600307.XSHG,酒钢宏兴,2011-09-26,0.08
223,600309.XSHG,烟台万华,2011-09-26,0.36
224,600312.XSHG,平高电气,2011-09-26,0.1
225,600316.XSHG,洪都航空,2011-09-26,0.14
226,600320.XSHG,振华重工,2011-09-26,0.2
227,600331.XSHG,宏达股份,2011-09-26,0.2
228,600348.XSHG,阳泉煤业,2011-09-26,0.58
229,600352.XSHG,浙江龙盛,2011-09-26,0.17
230,600362.XSHG,江西铜业,2011-09-26,0.46
231,600369.XSHG,西南证券,2011-09-26,0.1
232,600376.XSHG,首开股份,2011-09-26,0.14
233,600380.XSHG,健康元,2011-09-26,0.08
234,600383.XSHG,金地集团,2011-09-26,0.47
235,600395.XSHG,盘江股份,2011-09-26,0.2
236,600415.XSHG,小商品城,2011-09-26,0.27
237,600418.XSHG,江淮汽车,2011-09-26,0.15
238,600428.XSHG,中远航运,2011-09-26,0.1
239,600432.XSHG,吉恩镍业,2011-09-26,0.12
240,600456.XSHG,宝钛股份,2011-09-26,0.13
241,600489.XSHG,中金黄金,2011-09-26,0.45
242,600497.XSHG,驰宏锌锗,2011-09-26,0.25
243,600500.XSHG,中化国际,2011-09-26,0.13
244,600508.XSHG,上海能源,2011-09-26,0.13
245,600516.XSHG,方大炭素,2011-09-26,0.21
246,600517.XSHG,置信电气,2011-09-26,0.09
247,600518.XSHG,康美药业,2011-09-26,0.44
248,600519.XSHG,贵州茅台,2011-09-26,1.61
249,600528.XSHG,中铁二局,2011-09-26,0.09
250,600547.XSHG,山东黄金,2011-09-26,0.58
251,600549.XSHG,厦门钨业,2011-09-26,0.23
252,600550.XSHG,天威保变,2011-09-26,0.2
253,600583.XSHG,海油工程,2011-09-26,0.23
254,600585.XSHG,海螺水泥,2011-09-26,0.75
255,600588.XSHG,用友软件,2011-09-26,0.19
256,600595.XSHG,中孚实业,2011-09-26,0.13
257,600598.XSHG,北大荒,2011-09-26,0.17
258,600600.XSHG,青岛啤酒,2011-09-26,0.23
259,600635.XSHG,大众公用,2011-09-26,0.14
260,600642.XSHG,申能股份,2011-09-26,0.25
261,600649.XSHG,城投控股,2011-09-26,0.15
262,600655.XSHG,豫园商城,2011-09-26,0.23
263,600660.XSHG,福耀玻璃,2011-09-26,0.26
264,600664.XSHG,哈药股份,2011-09-26,0.18
265,600674.XSHG,川投能源,2011-09-26,0.09
266,600675.XSHG,中华企业,2011-09-26,0.1
267,600690.XSHG,青岛海尔,2011-09-26,0.31
268,600694.XSHG,大商股份,2011-09-26,0.25
269,600717.XSHG,天津港,2011-09-26,0.12
270,600718.XSHG,东软集团,2011-09-26,0.14
271,600737.XSHG,中粮屯河,2011-09-26,0.09
272,600739.XSHG,辽宁成大,2011-09-26,0.43
273,600741.XSHG,华域汽车,2011-09-26,0.21
274,600779.XSHG,水井坊,2011-09-26,0.15
275,600795.XSHG,国电电力,2011-09-26,0.38
276,600804.XSHG,鹏博士,2011-09-26,0.2
277,600808.XSHG,马钢股份,2011-09-26,0.14
278,600809.XSHG,山西汾酒,2011-09-26,0.2
279,600811.XSHG,东方集团,2011-09-26,0.17
