,open,close,high,low,volume,money
IF1512,3652.8,3695.0,3698.8,3628.0,14873.0,16335751560.0
IF1601,3565.8,3616.2,3616.2,3548.6,265.0,284097300.0
IF1603,3465.0,3522.6,3522.6,3458.2,570.0,595699680.0
IF1606,3429.0,3429.0,3434.4,3375.8,91.0,93034680.0
