,id,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,shareholders_plan_pub_date,shareholders_plan_bonusnote,distributed_share_base_shareholders,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,dividend_ratio,transfer_ratio,bonus_ratio_rmb,bonus_ratio_usd,bonus_ratio_hkd,at_bonus_ratio_rmb,exchange_rate,dividend_number,transfer_number,bonus_amount_rmb,a_registration_date,b_registration_date,a_xr_date,b_xr_baseday,b_final_trade_date,a_bonus_date,b_bonus_date,dividend_arrival_date,a_increment_listing_date,b_increment_listing_date,total_capital_before_transfer,total_capital_after_transfer,float_capital_before_transfer,float_capital_after_transfer,note,a_transfer_arrival_date,b_transfer_arrival_date,b_dividend_arrival_date,note_of_no_dividend,plan_progress_code,plan_progress,bonus_cancel_pub_date
0,163684,430002050,浙江三花智能控制股份有限公司,002050.XSHE,2010-06-30,,2010-08-03,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
1,163685,430002050,浙江三花智能控制股份有限公司,002050.XSHE,2010-12-31,年度分红,2011-04-12,10派5元(含税),29736.8666,2011-05-07,10派5元(含税),29736.8666,2011-05-20,10派5元(含税),29736.8666,,,5.0,,,,,,,14868.4333,2011-05-26,,2011-05-27,,,2011-05-27,,,,,29736.8666,,,,,,,,,313002,实施方案,
2,163686,430002050,浙江三花智能控制股份有限公司,002050.XSHE,2011-06-30,中期分红,2011-08-02,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
3,163687,430002050,浙江三花智能控制股份有限公司,002050.XSHE,2011-12-31,年度分红,2012-03-06,10转增10股派5元(含税),29736.8666,2012-03-27,10转增10股派5元(含税),29736.8666,2012-03-29,10转增10股派5元(含税),29736.8666,,10.0,5.0,,,,,,29736.8666,14868.4333,2012-04-06,,2012-04-09,,,2012-04-09,,,2012-04-09,,29736.8666,59473.7332,28848.18,57696.36,,2012-04-09,,,,313002,实施方案,
4,163688,430002050,浙江三花智能控制股份有限公司,002050.XSHE,2012-06-30,中期分红,2012-08-28,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
5,163689,430002050,浙江三花智能控制股份有限公司,002050.XSHE,2012-12-31,年度分红,2013-03-22,10派1元(含税),59473.7332,2013-04-26,10派1元(含税),59473.7332,2013-05-08,10派1元(含税),59473.7332,,,1.0,,,0.95,,,,5947.3733,2013-05-14,,2013-05-15,,,2013-05-15,,,,,59473.7332,,,,,,,,,313002,实施方案,
6,163690,430002050,浙江三花智能控制股份有限公司,002050.XSHE,2013-06-30,中期分红,2013-08-13,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
7,163691,430002050,浙江三花智能控制股份有限公司,002050.XSHE,2013-12-31,年度分红,2014-04-09,10转增3股派2元(含税),59473.7332,2014-04-30,10转增3股派2元(含税),59473.7332,2014-05-27,10转增3股派2元(含税),59473.7332,,3.0,2.0,,,1.9,,,17842.1199,11894.7466,2014-06-03,,2014-06-04,,,2014-06-04,,,2014-06-04,,59473.7332,77315.8531,58363.0207,75871.9269,,2014-06-04,,,,313002,实施方案,
8,163692,430002050,浙江三花智能控制股份有限公司,002050.XSHE,2014-06-30,中期分红,2014-08-05,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
9,163693,430002050,浙江三花智能控制股份有限公司,002050.XSHE,2014-12-31,年度分红,2015-03-13,10转增10股派1元(含税),77315.8531,2015-04-03,10转增10股派1元(含税),77315.8531,2015-04-14,10转增10股派1元(含税),77315.8531,,10.0,1.0,,,0.95,,,77315.8531,7731.5853,2015-04-20,,2015-04-21,,,2015-04-21,,,2015-04-21,,77315.8531,154631.7062,75871.9269,151743.8538,,2015-04-21,,,,313002,实施方案,
10,163694,430002050,浙江三花智能控制股份有限公司,002050.XSHE,2015-06-30,中期分红,2015-08-11,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
11,163695,430002050,浙江三花智能控制股份有限公司,002050.XSHE,2015-12-31,年度分红,2016-04-15,10派1元(含税),180147.614,2016-05-06,10派1元(含税),180147.614,2016-05-19,10派1元(含税),180147.614,,,1.0,,,1.0,,,,18014.7614,2016-05-26,,2016-05-27,,,2016-05-27,,,,,180147.614,,,,,,,,,313002,实施方案,
12,163696,430002050,浙江三花智能控制股份有限公司,002050.XSHE,2016-06-30,中期分红,2016-08-09,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
