,id,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,shareholders_plan_pub_date,shareholders_plan_bonusnote,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,bonus_ratio_rmb,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,total_capital_before_transfer,note,plan_progress_code,plan_progress
601717,11453,300013667,郑州煤矿机械集团股份有限公司,601717.XSHG,2011-06-30,中期分红,2011-08-13,10派4.5元(含税),2011-09-29,10派4.5元(含税),2011-10-13,10派4.5元(含税),70000.0,4.5,31500.0,2011-10-18,2011-10-19,2011-10-24,70000.0,2011-9-10:本公司为实施H股发行上市方案，用截止2011年6月30日的滚存未分配利润对公司A股股东进行10派4.5元的现金分配。原分配方案为不分配不转增。,313002,实施方案
