,id,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,shareholders_plan_pub_date,shareholders_plan_bonusnote,distributed_share_base_shareholders,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,transfer_ratio,bonus_ratio_rmb,transfer_number,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,a_increment_listing_date,total_capital_before_transfer,total_capital_after_transfer,float_capital_before_transfer,float_capital_after_transfer,a_transfer_arrival_date,plan_progress_code,plan_progress
600685,132551,420600685,中船海洋与防务装备股份有限公司,600685.XSHG,2010-12-31,年度分红,2011-03-30,10转增3股派1元(含税),49467.758,2011-06-01,10转增3股派1元(含税),49467.758,2011-07-14,10转增3股派1元(含税),49467.758,3.0,1.0,14840.3274,4946.7758,2011-07-19,2011-07-20,2011-07-26,2011-07-21,49467.758,64308.0854,49467.758,64308.0854,2011-07-21,313002,实施方案
