,id,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,shareholders_plan_pub_date,shareholders_plan_bonusnote,distributed_share_base_shareholders,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,dividend_ratio,transfer_ratio,bonus_ratio_rmb,bonus_ratio_usd,bonus_ratio_hkd,at_bonus_ratio_rmb,exchange_rate,dividend_number,transfer_number,bonus_amount_rmb,a_registration_date,b_registration_date,a_xr_date,b_xr_baseday,b_final_trade_date,a_bonus_date,b_bonus_date,dividend_arrival_date,a_increment_listing_date,b_increment_listing_date,total_capital_before_transfer,total_capital_after_transfer,float_capital_before_transfer,float_capital_after_transfer,note,a_transfer_arrival_date,b_transfer_arrival_date,b_dividend_arrival_date,note_of_no_dividend,plan_progress_code,plan_progress,bonus_cancel_pub_date
0,39268,420600570,恒生电子股份有限公司,600570.XSHG,2010-06-30,中期分红,2010-08-28,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
1,39269,420600570,恒生电子股份有限公司,600570.XSHG,2010-12-31,年度分红,2011-03-22,10派0.5元(含税),62375.04,2011-04-13,10派0.5元(含税),62375.04,2011-05-11,10派0.5元(含税),62375.04,,,0.5,,,,,,,3118.752,2011-05-16,,2011-05-17,,,2011-05-23,,,,,62375.04,,,,,,,,,313002,实施方案,
2,39270,420600570,恒生电子股份有限公司,600570.XSHG,2011-06-30,中期分红,2011-08-29,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
3,39271,420600570,恒生电子股份有限公司,600570.XSHG,2011-12-31,年度分红,2012-03-29,10派0.8元(含税),62375.04,2012-04-25,10派0.8元(含税),62375.04,2012-06-12,10派0.8元(含税),62375.04,,,0.8,,,,,,,4990.0032,2012-06-15,,2012-06-18,,,2012-06-21,,,,,62375.04,,,,,,,,,313002,实施方案,
4,39272,420600570,恒生电子股份有限公司,600570.XSHG,2012-06-30,中期分红,2012-08-30,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
5,39273,420600570,恒生电子股份有限公司,600570.XSHG,2012-12-31,年度分红,2013-03-26,10派1元(含税),62375.04,2013-04-17,10派1元(含税),62375.04,2013-05-08,10派1元(含税),62375.04,,,1.0,,,0.95,,,,6237.504,2013-05-13,,2013-05-14,,,2013-05-17,,,,,62375.04,,,,,,,,,313002,实施方案,
6,39274,420600570,恒生电子股份有限公司,600570.XSHG,2013-06-30,中期分红,2013-08-20,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
7,39275,420600570,恒生电子股份有限公司,600570.XSHG,2013-12-31,年度分红,2014-04-15,10派1.6元(含税),61780.518,2014-05-08,10派1.6元(含税),61780.518,2014-05-19,10派1.6元(含税),61780.518,,,1.6,,,1.52,,,,9884.8829,2014-05-22,,2014-05-23,,,2014-05-28,,,,,61780.518,,,,,,,,,313002,实施方案,
8,39276,420600570,恒生电子股份有限公司,600570.XSHG,2014-06-30,中期分红,2014-08-28,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
9,39277,420600570,恒生电子股份有限公司,600570.XSHG,2014-12-31,年度分红,2015-04-10,10派1.8元(含税),61780.518,2015-05-07,10派1.8元(含税),61780.518,2015-05-22,10派1.8元(含税),61780.518,,,1.8,,,1.71,,,,11120.4932,2015-05-28,,2015-05-29,,,2015-05-29,,,,,61780.518,,,,,,,,,313002,实施方案,
