,id,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,shareholders_plan_pub_date,shareholders_plan_bonusnote,distributed_share_base_shareholders,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,dividend_ratio,transfer_ratio,bonus_ratio_rmb,bonus_ratio_usd,bonus_ratio_hkd,at_bonus_ratio_rmb,exchange_rate,dividend_number,transfer_number,bonus_amount_rmb,a_registration_date,b_registration_date,a_xr_date,b_xr_baseday,b_final_trade_date,a_bonus_date,b_bonus_date,dividend_arrival_date,a_increment_listing_date,b_increment_listing_date,total_capital_before_transfer,total_capital_after_transfer,float_capital_before_transfer,float_capital_after_transfer,note,a_transfer_arrival_date,b_transfer_arrival_date,b_dividend_arrival_date,note_of_no_dividend,plan_progress_code,plan_progress,bonus_cancel_pub_date
0,32874,420600317,营口港务股份有限公司,600317.XSHG,2010-06-30,,2010-07-30,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
1,32875,420600317,营口港务股份有限公司,600317.XSHG,2010-12-31,年度分红,2011-03-29,不分配不转增,,2011-06-22,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313003,股东大会预案,
2,32876,420600317,营口港务股份有限公司,600317.XSHG,2011-06-30,中期分红,2011-08-02,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
3,32877,420600317,营口港务股份有限公司,600317.XSHG,2011-12-31,年度分红,2012-01-20,10派0.5元(含税),109757.1626,2012-02-25,10派0.5元(含税),109757.1626,2012-04-13,10派0.5元(含税),109757.1626,,,0.5,,,,,,,5487.8581,2012-04-18,,2012-04-19,,,2012-04-24,,,,,109757.1626,,,,,,,,,313002,实施方案,
4,32878,420600317,营口港务股份有限公司,600317.XSHG,2012-06-30,中期分红,2012-08-31,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
5,32879,420600317,营口港务股份有限公司,600317.XSHG,2012-12-31,年度分红,2013-04-02,10派0.24元(含税),215766.1001,2013-04-26,10派0.24元(含税),215766.1001,2013-06-14,10派0.24元(含税),215766.1001,,,0.24,,,0.228,,,,5178.3864,2013-06-19,,2013-06-20,,,2013-06-25,,,,,215766.1001,,,,,,,,,313002,实施方案,
6,32880,420600317,营口港务股份有限公司,600317.XSHG,2013-06-30,中期分红,2013-08-30,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
7,32881,420600317,营口港务股份有限公司,600317.XSHG,2013-12-31,年度分红,2014-04-25,10转增20股派2元(含税),215766.1001,2014-05-16,10转增20股派2元(含税),215766.1001,2014-06-10,10转增20股派5.29元(含税),215766.1001,,20.0,5.29,,,5.0255,,,431532.2002,79263.3265,2014-06-13,,2014-06-16,,,2014-06-16,,,2014-06-17,,215766.1001,647298.3003,109757.1626,329271.4878,"2014-06-10：营口港务集团有限公司在重大资产重组之前的股份634,715,751股,享有每10股派发现金红利5.29元（含税），转增20股，而重组新增的1,060,089,375股，享有每10股派发现金红利2元（含税），转增20股。",2014-06-17,,,,313002,实施方案,
8,32882,420600317,营口港务股份有限公司,600317.XSHG,2014-06-30,中期分红,2014-08-28,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
9,32883,420600317,营口港务股份有限公司,600317.XSHG,2014-12-31,年度分红,2015-04-22,10派0.1元(含税),647298.3003,2015-05-20,10派0.1元(含税),647298.3003,2015-07-08,10派0.1元(含税),647298.3003,,,0.1,,,0.095,,,,6472.983,2015-07-14,,2015-07-15,,,2015-07-15,,,,,647298.3003,,,,,,,,,313002,实施方案,
10,32884,420600317,营口港务股份有限公司,600317.XSHG,2015-06-30,中期分红,2015-08-26,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
11,32885,420600317,营口港务股份有限公司,600317.XSHG,2015-12-31,年度分红,2016-03-23,10派0.1元(含税),647298.3003,2016-06-29,10派0.1元(含税),647298.3003,2016-08-05,10派0.1元(含税),647298.3003,,,0.1,,,0.1,,,,6472.983,2016-08-10,,2016-08-11,,,2016-08-11,,,,,647298.3003,,,,,,,,,313002,实施方案,
12,32886,420600317,营口港务股份有限公司,600317.XSHG,2016-06-30,中期分红,2016-08-23,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
13,32887,420600317,营口港务股份有限公司,600317.XSHG,2016-12-31,年度分红,2017-04-26,10派0.23元(含税),647298.3003,2017-05-19,10派0.23元(含税),647298.3003,2017-06-06,10派0.23元(含税),647298.3003,,,0.23,,,0.23,,,,14887.8609,2017-06-12,,2017-06-13,,,2017-06-13,,,,,647298.3003,,,,,,,,,313002,实施方案,
14,32888,420600317,营口港务股份有限公司,600317.XSHG,2017-06-30,中期分红,2017-08-25,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
15,32889,420600317,营口港务股份有限公司,600317.XSHG,2017-12-31,年度分红,2018-04-27,10派0.25元(含税),647298.3003,2018-06-27,10派0.25元(含税),647298.3003,2018-07-12,10派0.25元(含税),647298.3003,,,0.25,,,0.25,,,,16182.4575,2018-07-17,,2018-07-18,,,2018-07-18,,,,,647298.3003,,,,,,,,,313002,实施方案,
16,167370,420600317,营口港务股份有限公司,600317.XSHG,2018-06-30,中期分红,2018-08-29,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
17,169533,420600317,营口港务股份有限公司,600317.XSHG,2018-12-31,年度分红,2019-03-27,10派0.47元(含税),647298.3003,,,,,,,,,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
