,id,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,shareholders_plan_pub_date,shareholders_plan_bonusnote,distributed_share_base_shareholders,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,bonus_ratio_rmb,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,total_capital_before_transfer,plan_progress_code,plan_progress
000651,152222,430000651,珠海格力电器股份有限公司,000651.XSHE,2011-12-31,年度分红,2012-04-25,10派5元(含税),300786.5439,2012-05-26,10派5元(含税),300786.5439,2012-06-29,10派5元(含税),300786.5439,5.0,150393.272,2012-07-05,2012-07-06,2012-07-06,300786.5439,313002,实施方案
600096,25459,420600096,云南云天化股份有限公司,600096.XSHG,2011-12-31,年度分红,2012-03-27,10派2元(含税),69363.451,2012-06-01,10派2元(含税),69363.451,2012-06-27,10派2元(含税),69363.451,2.0,13872.6902,2012-07-02,2012-07-03,2012-07-06,69363.451,313002,实施方案
600549,38665,420600549,厦门钨业股份有限公司,600549.XSHG,2011-12-31,年度分红,2012-03-29,10派2元(含税),68198.0,2012-05-09,10派2元(含税),68198.0,2012-06-26,10派2元(含税),68198.0,2.0,13639.6,2012-06-29,2012-07-02,2012-07-06,68198.0,313002,实施方案
600660,131532,420600660,福耀玻璃工业集团股份有限公司,600660.XSHG,2011-12-31,年度分红,2012-04-25,10派4元(含税),200298.6332,2012-05-18,10派4元(含税),200298.6332,2012-06-21,10派4元(含税),200298.6332,4.0,80119.4533,2012-06-27,2012-06-28,2012-07-06,200298.6332,313002,实施方案
600682,132420,420600682,南京新街口百货商店股份有限公司,600682.XSHG,2011-12-31,年度分红,2012-04-06,10派1元(含税),35832.1685,2012-05-19,10派1元(含税),35832.1685,2012-06-25,10派1元(含税),35832.1685,1.0,3583.2169,2012-06-28,2012-06-29,2012-07-06,35832.1685,313002,实施方案
601988,164317,450000028,中国银行股份有限公司,601988.XSHG,2011-12-31,年度分红,2012-03-30,10派1.55元(含税),27914733.3579,2012-05-31,10派1.55元(含税),27914733.3579,2012-06-06,10派1.55元(含税),27914733.8034,1.55,4326783.7395,2012-06-12,2012-06-13,2012-07-06,27914733.8034,313002,实施方案
