,id,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,shareholders_plan_pub_date,shareholders_plan_bonusnote,distributed_share_base_shareholders,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,dividend_ratio,transfer_ratio,bonus_ratio_rmb,at_bonus_ratio_rmb,dividend_number,transfer_number,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,dividend_arrival_date,a_increment_listing_date,total_capital_before_transfer,total_capital_after_transfer,float_capital_before_transfer,float_capital_after_transfer,a_transfer_arrival_date,plan_progress_code,plan_progress
002498,12553,300015674,青岛汉缆股份有限公司,002498.XSHE,2015-06-30,中期分红,2015-08-26,10送11转增10股派3元(含税),107316.0,2015-09-12,10送11转增10股派3元(含税),107316.0,2015-10-10,10送11转增10股派3元(含税),107316.0,11.0,10.0,3.0,3.0,118047.6,107316.0,32194.8,2015-10-15,2015-10-16,2015-10-16,2015-10-16,2015-10-16,107316.0,332679.6,107257.275,332497.5525,2015-10-16,313002,实施方案
