,id,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,shareholders_plan_pub_date,shareholders_plan_bonusnote,distributed_share_base_shareholders,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,dividend_ratio,transfer_ratio,bonus_ratio_rmb,bonus_ratio_usd,bonus_ratio_hkd,at_bonus_ratio_rmb,exchange_rate,dividend_number,transfer_number,bonus_amount_rmb,a_registration_date,b_registration_date,a_xr_date,b_xr_baseday,b_final_trade_date,a_bonus_date,b_bonus_date,dividend_arrival_date,a_increment_listing_date,b_increment_listing_date,total_capital_before_transfer,total_capital_after_transfer,float_capital_before_transfer,float_capital_after_transfer,note,a_transfer_arrival_date,b_transfer_arrival_date,b_dividend_arrival_date,note_of_no_dividend,plan_progress_code,plan_progress,bonus_cancel_pub_date
0,10005,300012289,广东省广告集团股份有限公司,002400.XSHE,2010-06-30,,2010-08-18,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
1,10006,300012289,广东省广告集团股份有限公司,002400.XSHE,2010-12-31,年度分红,2011-02-28,10转增8股派1.6元(含税),8237.1755,2011-03-22,10转增8股派1.6元(含税),8237.1755,2011-04-29,10转增8股派1.6元(含税),8237.1755,,8.0,1.6,,,,,,6589.7404,1317.9481,2011-05-09,,2011-05-10,,,2011-05-10,,,2011-05-10,,8237.1755,14826.9159,4534.075,8161.335,,2011-05-10,,,,313002,实施方案,
2,10007,300012289,广东省广告集团股份有限公司,002400.XSHE,2011-06-30,中期分红,2011-07-28,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
3,10008,300012289,广东省广告集团股份有限公司,002400.XSHE,2011-12-31,年度分红,2012-03-28,10转增3股派2元(含税),14826.9159,2012-04-19,10转增3股派2元(含税),14826.9159,2012-05-02,10转增3股派2元(含税),14826.9159,,3.0,2.0,,,,,,4448.0747,2965.3832,2012-05-07,,2012-05-08,,,2012-05-08,,,2012-05-08,,14826.9159,19274.9906,8161.335,10609.7355,,2012-05-08,,,,313002,实施方案,
4,10009,300012289,广东省广告集团股份有限公司,002400.XSHE,2012-06-30,中期分红,2012-07-28,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
5,10010,300012289,广东省广告集团股份有限公司,002400.XSHE,2012-12-31,年度分红,2013-03-28,10转增10股派2.3元(含税),19274.9906,2013-04-19,10转增10股派2.3元(含税),19274.9906,2013-05-07,10转增10股派2.3元(含税),19274.9906,,10.0,2.3,,,2.185,,,19274.9906,4433.2478,2013-05-13,,2013-05-14,,,2013-05-14,,,2013-05-14,,19274.9906,38549.9812,16467.7291,32935.4582,,2013-05-14,,,,313002,实施方案,
6,10011,300012289,广东省广告集团股份有限公司,002400.XSHE,2013-06-30,中期分红,2013-07-26,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
7,10012,300012289,广东省广告集团股份有限公司,002400.XSHE,2013-12-31,年度分红,2014-03-25,10转增5股派1.5元(含税),38549.9812,2014-04-19,10转增5股派1.5元(含税),38549.9812,2014-05-09,10转增5股派1.5元(含税),38549.9812,,5.0,1.5,,,1.425,,,19274.9906,5782.4972,2014-05-15,,2014-05-16,,,2014-05-16,,,2014-05-16,,38549.9812,57824.9718,34442.4957,51663.7436,,2014-05-16,,,,313002,实施方案,
8,10013,300012289,广东省广告集团股份有限公司,002400.XSHE,2014-06-30,中期分红,2014-07-28,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
9,10014,300012289,广东省广告集团股份有限公司,002400.XSHE,2014-12-31,年度分红,2015-03-31,10转增5股派1.1元(含税),60314.5949,2015-04-22,10转增5股派1.1元(含税),60314.5949,2015-05-07,10转增5股派1.1元(含税),60314.5949,,5.0,1.1,,,1.045,,,30157.2974,6634.6054,2015-05-14,,2015-05-15,,,2015-05-15,,,2015-05-15,,60314.5949,90471.8923,53744.6374,80616.9561,,2015-05-15,,,,313002,实施方案,
