,id,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,shareholders_plan_pub_date,shareholders_plan_bonusnote,distributed_share_base_shareholders,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,dividend_ratio,transfer_ratio,bonus_ratio_rmb,bonus_ratio_usd,bonus_ratio_hkd,at_bonus_ratio_rmb,exchange_rate,dividend_number,transfer_number,bonus_amount_rmb,a_registration_date,b_registration_date,a_xr_date,b_xr_baseday,b_final_trade_date,a_bonus_date,b_bonus_date,dividend_arrival_date,a_increment_listing_date,b_increment_listing_date,total_capital_before_transfer,total_capital_after_transfer,float_capital_before_transfer,float_capital_after_transfer,note,a_transfer_arrival_date,b_transfer_arrival_date,b_dividend_arrival_date,note_of_no_dividend,plan_progress_code,plan_progress,bonus_cancel_pub_date
0,22578,410003993,洛阳栾川钼业集团股份有限公司,603993.XSHG,2012-09-30,季度分红,2012-10-25,10派0.9元(含税),507617.0525,2012-12-22,10派0.9元(含税),507617.0525,2012-12-24,10派0.9元(含税),507617.0525,,,0.9,,,0.81,,,,45685.5347,2012-12-27,,2012-12-28,,,2013-01-07,,,,,507617.0525,,,,,,,,,313002,实施方案,
1,22579,410003993,洛阳栾川钼业集团股份有限公司,603993.XSHG,2012-12-31,年度分红,2013-03-15,10派1.2元(含税),507617.0525,2013-06-08,10派1.2元(含税),507617.0525,2013-06-19,10派1.2元(含税),507617.0525,,,1.2,,,1.14,,,,60914.0463,2013-06-24,,2013-06-25,,,2013-06-28,,,,,507617.0525,,,,,,,,,313002,实施方案,
2,22580,410003993,洛阳栾川钼业集团股份有限公司,603993.XSHG,2013-06-30,中期分红,2013-08-23,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
3,22581,410003993,洛阳栾川钼业集团股份有限公司,603993.XSHG,2013-12-31,年度分红,2014-02-27,10派1.4元(含税),507617.0525,2014-05-10,10派1.4元(含税),507617.0525,2014-05-16,10派1.4元(含税),507617.0525,,,1.4,,,1.33,,,,71066.3874,2014-05-21,,2014-05-22,,,2014-05-28,,,,,507617.0525,,,,,,,,,313002,实施方案,
4,22582,410003993,洛阳栾川钼业集团股份有限公司,603993.XSHG,2014-06-30,中期分红,2014-08-12,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
5,22583,410003993,洛阳栾川钼业集团股份有限公司,603993.XSHG,2014-12-31,年度分红,2015-03-24,10派1.8元(含税),507617.0525,2015-06-29,10派1.8元(含税),562906.6233,2015-07-17,10派1.8元(含税),562906.6233,,,1.8,,,1.71,,,,101323.1922,2015-07-22,,2015-07-23,,,2015-07-23,,,,,562906.6233,,,,,,,,,313002,实施方案,
6,22584,410003993,洛阳栾川钼业集团股份有限公司,603993.XSHG,2015-06-30,中期分红,2015-08-31,10转增20股,562906.6233,2015-10-31,10转增20股,562906.6233,2015-11-09,10转增20股,562906.6233,,20.0,,,,,,,1125813.2466,,2015-11-12,,2015-11-13,,,,,,2015-11-16,,562906.6233,1688719.8699,562906.6233,1688719.8699,,,,,,313002,实施方案,
7,22585,410003993,洛阳栾川钼业集团股份有限公司,603993.XSHG,2015-12-31,年度分红,2016-03-25,10派0.25元(含税),1688719.8699,2016-06-30,10派0.25元(含税),1688719.8699,2016-07-08,10派0.25元(含税),1688719.8699,,,0.25,,,0.25,,,,42217.9967,2016-07-13,,2016-07-14,,,2016-07-14,,,,,1688719.8699,,,,,,,,,313002,实施方案,
8,22586,410003993,洛阳栾川钼业集团股份有限公司,603993.XSHG,2016-06-30,中期分红,2016-08-29,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
9,22587,410003993,洛阳栾川钼业集团股份有限公司,603993.XSHG,2016-12-31,年度分红,2017-03-31,10派0.35元(含税),1688719.8699,2017-04-15,10派0.35元(含税),1688719.8699,2017-04-26,10派0.35元(含税),1688719.8699,,,0.35,,,0.35,,,,59105.1954,2017-05-02,,2017-05-03,,,2017-05-03,,,,,1688719.8699,,,,,,,,,313002,实施方案,
10,22588,410003993,洛阳栾川钼业集团股份有限公司,603993.XSHG,2017-06-30,中期分红,2017-08-28,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
11,22589,410003993,洛阳栾川钼业集团股份有限公司,603993.XSHG,2017-12-31,年度分红,2018-03-30,10派0.76元(含税),2159924.0583,2018-05-28,10派0.76元(含税),2159924.0583,2018-06-20,10派0.76元(含税,2159924.0583,,,0.76,,,0.76,,,,164154.2284,2018-06-25,,2018-06-26,,,2018-06-26,,,,,2159924.0583,,,,,,,,,313002,实施方案,
12,166939,410003993,洛阳栾川钼业集团股份有限公司,603993.XSHG,2018-06-30,中期分红,2018-08-28,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
13,169798,410003993,洛阳栾川钼业集团股份有限公司,603993.XSHG,2018-12-31,年度分红,2019-03-29,10派1.1元(含税),2159924.0583,,,,,,,,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
