,id,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,shareholders_plan_pub_date,shareholders_plan_bonusnote,distributed_share_base_shareholders,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,bonus_ratio_rmb,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,total_capital_before_transfer,plan_progress_code,plan_progress
000061,144784,430000061,深圳市农产品股份有限公司,000061.XSHE,2011-12-31,年度分红,2012-04-07,10送2转增6股派1元(含税),76850.7851,2012-05-03,10送2转增6股派1元(含税),76850.7851,2012-05-04,10送2转增6股派1元(含税),76850.7851,1.0,7685.0785,2012-05-09,2012-05-10,2012-05-10,76850.7851,313002,实施方案
002242,5164,300004732,九阳股份有限公司,002242.XSHE,2011-12-31,年度分红,2012-03-31,10派1.3元(含税),76095.0,2012-04-28,10派1.3元(含税),76095.0,2012-05-03,10派1.3元(含税),76095.0,1.3,9892.35,2012-05-09,2012-05-10,2012-05-10,76095.0,313002,实施方案
002244,5124,300004730,杭州滨江房产集团股份有限公司,002244.XSHE,2011-12-31,年度分红,2012-03-31,10派0.58元(含税),135200.0,2012-04-27,10派0.58元(含税),135200.0,2012-05-04,10派0.58元(含税),135200.0,0.58,7841.6,2012-05-09,2012-05-10,2012-05-10,135200.0,313002,实施方案
