,id,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,shareholders_plan_pub_date,shareholders_plan_bonusnote,distributed_share_base_shareholders,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,dividend_ratio,transfer_ratio,bonus_ratio_rmb,bonus_ratio_usd,bonus_ratio_hkd,at_bonus_ratio_rmb,exchange_rate,dividend_number,transfer_number,bonus_amount_rmb,a_registration_date,b_registration_date,a_xr_date,b_xr_baseday,b_final_trade_date,a_bonus_date,b_bonus_date,dividend_arrival_date,a_increment_listing_date,b_increment_listing_date,total_capital_before_transfer,total_capital_after_transfer,float_capital_before_transfer,float_capital_after_transfer,note,a_transfer_arrival_date,b_transfer_arrival_date,b_dividend_arrival_date,note_of_no_dividend,plan_progress_code,plan_progress,bonus_cancel_pub_date
0,146575,430000425,徐工集团工程机械股份有限公司,000425.XSHE,2010-06-30,,2010-08-05,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
1,146576,430000425,徐工集团工程机械股份有限公司,000425.XSHE,2010-12-31,年度分红,2011-03-10,不分配不转增,,2011-04-02,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313003,股东大会预案,
2,146577,430000425,徐工集团工程机械股份有限公司,000425.XSHE,2011-01-05,特别分红,2011-01-05,10送10股派1.2元(含税),103137.9077,2011-01-27,10送10股派1.2元(含税),103137.9077,2011-03-10,10送10股派1.2元(含税),103137.9077,10.0,,1.2,,,,,103137.9077,,12376.5489,2011-03-15,,2011-03-16,,,2011-03-16,,2011-03-16,2011-03-16,,103137.9077,206275.8154,35271.7388,70543.4776,,,,,,313002,实施方案,
3,146578,430000425,徐工集团工程机械股份有限公司,000425.XSHE,2011-06-30,中期分红,2011-08-12,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
4,146579,430000425,徐工集团工程机械股份有限公司,000425.XSHE,2011-12-31,年度分红,2012-04-11,10派2.5元(含税),206275.8154,2012-05-16,10派2.5元(含税),206275.8154,2012-07-05,10派2.5元(含税),206275.8154,,,2.5,,,,,,,51568.9539,2012-07-10,,2012-07-11,,,2012-07-11,,,,,206275.8154,,,,,,,,,313002,实施方案,
5,146580,430000425,徐工集团工程机械股份有限公司,000425.XSHE,2012-06-30,中期分红,2012-08-15,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
6,146581,430000425,徐工集团工程机械股份有限公司,000425.XSHE,2012-12-31,年度分红,2013-03-26,10派1.3元(含税),206275.8154,2013-04-19,10派1.3元(含税),206275.8154,2013-05-31,10派1.3元(含税),206275.8154,,,1.3,,,1.235,,,,26815.856,2013-06-06,,2013-06-07,,,2013-06-07,,,,,206275.8154,,,,,,,,,313002,实施方案,
7,146582,430000425,徐工集团工程机械股份有限公司,000425.XSHE,2013-06-30,中期分红,2013-08-30,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
8,146583,430000425,徐工集团工程机械股份有限公司,000425.XSHE,2013-12-31,年度分红,2014-04-08,10派1元(含税),206275.8154,2014-05-14,10派1元(含税),206275.8154,2014-06-27,10派1元(含税),206275.8154,,,1.0,,,0.95,,,,20627.5815,2014-07-03,,2014-07-04,,,2014-07-04,,,,,206275.8154,,,,分配股本基数为分红派息股权登记日登记在册的总股本,,,,,313002,实施方案,
9,146584,430000425,徐工集团工程机械股份有限公司,000425.XSHE,2014-06-30,中期分红,2014-08-29,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
10,146585,430000425,徐工集团工程机械股份有限公司,000425.XSHE,2014-12-31,年度分红,2015-03-30,10派0.6元(含税),236142.9234,2015-04-22,10派0.6元(含税),236142.9234,2015-06-11,10派0.6元(含税),236142.9234,,,0.6,,,0.57,,,,14168.5754,2015-06-16,,2015-06-17,,,2015-06-17,,,,,236142.9234,,,,,,,,,313002,实施方案,
11,146586,430000425,徐工集团工程机械股份有限公司,000425.XSHE,2015-06-30,中期分红,2015-08-29,10转增20股,236142.9234,2015-09-16,10转增20股,236142.9234,2015-09-17,10转增20股,236142.9234,,20.0,,,,,,,472285.8468,,2015-09-22,,2015-09-23,,,,,,2015-09-23,,236142.9234,708428.7702,235650.1987,706950.5961,,2015-09-23,,,,313002,实施方案,
12,146587,430000425,徐工集团工程机械股份有限公司,000425.XSHE,2015-12-31,年度分红,2016-03-31,不分配不转增,,2016-04-23,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313003,股东大会预案,
13,146588,430000425,徐工集团工程机械股份有限公司,000425.XSHE,2016-06-30,中期分红,2016-08-12,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
14,146589,430000425,徐工集团工程机械股份有限公司,000425.XSHE,2016-12-31,年度分红,2017-03-25,10派0.15元(含税),700772.7655,2017-04-19,10派0.15元(含税),700772.7655,2017-05-31,10派0.15元(含税),700772.7655,,,0.15,,,0.15,,,,10511.5915,2017-06-06,,2017-06-07,,,2017-06-07,,,,,700772.7655,,,,,,,,,313002,实施方案,
15,146590,430000425,徐工集团工程机械股份有限公司,000425.XSHE,2017-06-30,中期分红,2017-08-31,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
16,44147,430000425,徐工集团工程机械股份有限公司,000425.XSHE,2017-12-31,年度分红,2018-04-28,10派0.4元(含税),700772.7655,2018-05-19,10派0.4元(含税),700772.7655,2018-05-23,10派0.4元(含税),700772.7655,,,0.4,,,0.4,,,,28030.9106,2018-05-29,,2018-05-30,,,2018-05-30,,,,,700772.7655,,,,,,,,,313002,实施方案,
17,168280,430000425,徐工集团工程机械股份有限公司,000425.XSHE,2018-06-30,中期分红,2018-08-31,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
