,id,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,shareholders_plan_pub_date,shareholders_plan_bonusnote,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,bonus_ratio_rmb,at_bonus_ratio_rmb,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,total_capital_before_transfer,plan_progress_code,plan_progress
002153,2924,300003424,北京中长石基信息技术股份有限公司,002153.XSHE,2017-12-31,年度分红,2018-04-20,10派1元(含税),2018-05-16,10派1元(含税),2018-05-25,10派1元(含税),106678.8753,1.0,1.0,10667.8875,2018-06-01,2018-06-04,2018-06-04,106678.8753,313002,实施方案
601021,19127,300023129,春秋航空股份有限公司,601021.XSHG,2017-12-31,年度分红,2018-04-28,10派1.87元(含税),2018-05-22,10派1.87元(含税),2018-05-29,10派1.87元(含税),91689.7713,1.87,1.87,17145.9872,2018-06-01,2018-06-04,2018-06-04,91689.7713,313002,实施方案
