,id,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,shareholders_plan_pub_date,shareholders_plan_bonusnote,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,bonus_ratio_rmb,at_bonus_ratio_rmb,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,total_capital_before_transfer,plan_progress_code,plan_progress
000826,157682,430000826,启迪桑德环境资源股份有限公司,000826.XSHE,2016-12-31,年度分红,2017-04-19,10派2元(含税),2017-05-13,10派2元(含税),2017-05-18,10派2元(含税),85429.758,2.0,2.0,17085.9516,2017-05-23,2017-05-24,2017-05-24,85429.758,313002,实施方案
000963,161254,430000963,华东医药股份有限公司,000963.XSHE,2016-12-31,年度分红,2017-03-09,10转增10股派13.5元(含税),2017-04-28,10转增10股派13.5元(含税),2017-05-17,10转增10股派13.5元(含税),48605.8208,13.5,13.5,65617.8581,2017-05-23,2017-05-24,2017-05-24,48605.8208,313002,实施方案
002555,14390,300018279,芜湖顺荣三七互娱网络科技股份有限公司,002555.XSHE,2016-12-31,年度分红,2017-03-15,10派1元(含税),2017-04-08,10派1元(含税),2017-05-17,10派1元(含税),208479.4788,1.0,1.0,20847.9479,2017-05-23,2017-05-24,2017-05-24,208479.4788,313002,实施方案
300408,19008,300023108,潮州三环(集团)股份有限公司,300408.XSHE,2016-12-31,年度分红,2017-04-20,10派2元(含税),2017-05-10,10派2元(含税),2017-05-17,10派2元(含税),172795.0422,2.0,2.0,34559.0084,2017-05-23,2017-05-24,2017-05-24,172795.0422,313002,实施方案
600823,138171,420600823,上海世茂股份有限公司,600823.XSHG,2016-12-31,年度分红,2017-03-25,10转增4股派0.8元(含税),2017-05-10,10转增4股派0.8元(含税),2017-05-18,10转增4股派0.8元(含税),267940.5901,0.8,0.8,21435.2472,2017-05-23,2017-05-24,2017-05-24,267940.5901,313002,实施方案
