,id,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,shareholders_plan_pub_date,shareholders_plan_bonusnote,distributed_share_base_shareholders,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,dividend_ratio,transfer_ratio,bonus_ratio_rmb,bonus_ratio_usd,bonus_ratio_hkd,at_bonus_ratio_rmb,exchange_rate,dividend_number,transfer_number,bonus_amount_rmb,a_registration_date,b_registration_date,a_xr_date,b_xr_baseday,b_final_trade_date,a_bonus_date,b_bonus_date,dividend_arrival_date,a_increment_listing_date,b_increment_listing_date,total_capital_before_transfer,total_capital_after_transfer,float_capital_before_transfer,float_capital_after_transfer,note,a_transfer_arrival_date,b_transfer_arrival_date,b_dividend_arrival_date,note_of_no_dividend,plan_progress_code,plan_progress,bonus_cancel_pub_date
0,40191,420600600,青岛啤酒股份有限公司,600600.XSHG,2010-06-30,,2010-08-16,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
1,40192,420600600,青岛啤酒股份有限公司,600600.XSHG,2010-12-31,年度分红,2011-03-31,10派1.8元(含税),135098.2795,2011-06-17,10派1.8元(含税),135098.2795,2011-07-20,10派1.8元(含税),135098.2795,,,1.8,,,,,,,24317.6903,2011-07-25,,2011-07-26,,,2011-08-02,,,,,135098.2795,,,,,,,,,313002,实施方案,
2,40193,420600600,青岛啤酒股份有限公司,600600.XSHG,2011-06-30,中期分红,2011-08-15,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
3,40194,420600600,青岛啤酒股份有限公司,600600.XSHG,2011-12-31,年度分红,2012-03-30,10派2.6元(含税),135098.2795,2012-06-28,10派2.6元(含税),135098.2795,2012-07-20,10派2.6元(含税),135098.2795,,,2.6,,,,,,,35125.5527,2012-07-25,,2012-07-26,,,2012-08-01,,,,,135098.2795,,,,,,,,,313002,实施方案,
4,40195,420600600,青岛啤酒股份有限公司,600600.XSHG,2012-06-30,中期分红,2012-08-16,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
5,40196,420600600,青岛啤酒股份有限公司,600600.XSHG,2012-12-31,年度分红,2013-03-28,10派4元(含税),135098.2795,2013-06-26,10派4元(含税),135098.2795,2013-07-22,10派4元(含税),135098.2795,,,4.0,,,3.8,,,,54039.3118,2013-07-25,,2013-07-26,,,2013-08-01,,,,,135098.2795,,,,,,,,,313002,实施方案,
6,40197,420600600,青岛啤酒股份有限公司,600600.XSHG,2013-06-30,中期分红,2013-08-30,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
7,40198,420600600,青岛啤酒股份有限公司,600600.XSHG,2013-12-31,年度分红,2014-03-26,10派4.5元(含税),135098.2795,2014-06-17,10派4.5元(含税),135098.2795,2014-07-28,10派4.5元(含税),135098.2795,,,4.5,,,4.275,,,,60794.2258,2014-07-31,,2014-08-01,,,2014-08-01,,,,,135098.2795,,,,,,,,,313002,实施方案,
8,40199,420600600,青岛啤酒股份有限公司,600600.XSHG,2014-06-30,中期分红,2014-08-29,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
9,40200,420600600,青岛啤酒股份有限公司,600600.XSHG,2014-12-31,年度分红,2015-03-31,10派4.5元(含税),135098.2795,2015-06-17,10派4.5元(含税),135098.2795,2015-07-24,10派4.5元(含税),135098.2795,,,4.5,,,4.275,,,,60794.2258,2015-07-30,,2015-07-31,,,2015-07-31,,,,,135098.2795,,,,,,,,,313002,实施方案,
10,40201,420600600,青岛啤酒股份有限公司,600600.XSHG,2015-06-30,中期分红,2015-08-31,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
11,40202,420600600,青岛啤酒股份有限公司,600600.XSHG,2015-12-31,年度分红,2016-03-29,10派3.9元(含税),135098.2795,2016-06-17,10派3.9元(含税),135098.2795,2016-07-05,10派3.9元(含税),135098.2795,,,3.9,,,3.9,,,,52688.329,2016-07-11,,2016-07-12,,,2016-07-12,,,,,135098.2795,,,,,,,,,313002,实施方案,
