,id,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,shareholders_plan_pub_date,shareholders_plan_bonusnote,distributed_share_base_shareholders,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,bonus_ratio_rmb,bonus_ratio_usd,at_bonus_ratio_rmb,exchange_rate,bonus_amount_rmb,a_registration_date,b_registration_date,a_xr_date,b_xr_baseday,b_final_trade_date,a_bonus_date,b_bonus_date,total_capital_before_transfer,plan_progress_code,plan_progress
600827,138341,420600827,上海百联集团股份有限公司,600827.XSHG,2016-12-31,年度分红,2017-04-28,10派1.8元(含税),178416.8117,2017-06-21,10派1.8元(含税),178416.8117,2017-07-28,10派1.8元(含税),178416.8117,1.8,0.264,1.8,6.8193,32115.0261,2017-08-02,2017-08-07,2017-08-03,2017-08-03,2017-08-02,2017-08-03,2017-08-18,178416.8117,313002,实施方案
