,id,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,shareholders_plan_pub_date,shareholders_plan_bonusnote,distributed_share_base_shareholders,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,dividend_ratio,transfer_ratio,bonus_ratio_rmb,bonus_ratio_usd,bonus_ratio_hkd,at_bonus_ratio_rmb,exchange_rate,dividend_number,transfer_number,bonus_amount_rmb,a_registration_date,b_registration_date,a_xr_date,b_xr_baseday,b_final_trade_date,a_bonus_date,b_bonus_date,dividend_arrival_date,a_increment_listing_date,b_increment_listing_date,total_capital_before_transfer,total_capital_after_transfer,float_capital_before_transfer,float_capital_after_transfer,note,a_transfer_arrival_date,b_transfer_arrival_date,b_dividend_arrival_date,note_of_no_dividend,plan_progress_code,plan_progress,bonus_cancel_pub_date
0,132686,420600688,中国石化上海石油化工股份有限公司,600688.XSHG,2010-06-30,中期分红,2010-08-30,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
1,132687,420600688,中国石化上海石油化工股份有限公司,600688.XSHG,2010-12-31,年度分红,2011-03-28,10派1元(含税),720000.0,2011-06-30,10派1元(含税),720000.0,2011-07-15,10派1元(含税),720000.0,,,1.0,,,,,,,72000.0,2011-07-20,,2011-07-21,,,2011-07-27,,,,,720000.0,,,,,,,,,313002,实施方案,
2,132688,420600688,中国石化上海石油化工股份有限公司,600688.XSHG,2011-06-30,中期分红,2011-08-29,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
3,132689,420600688,中国石化上海石油化工股份有限公司,600688.XSHG,2011-12-31,年度分红,2012-03-30,10派0.5元(含税),720000.0,2012-06-28,10派0.5元(含税),720000.0,2012-07-17,10派0.5元(含税),720000.0,,,0.5,,,,,,,36000.0,2012-07-20,,2012-07-23,,,2012-07-27,,,,,720000.0,,,,,,,,,313002,实施方案,
4,132690,420600688,中国石化上海石油化工股份有限公司,600688.XSHG,2012-06-30,中期分红,2012-08-27,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
5,132691,420600688,中国石化上海石油化工股份有限公司,600688.XSHG,2012-12-31,年度分红,2013-03-28,不分配不转增,,2013-06-07,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313003,股东大会预案,
6,132692,420600688,中国石化上海石油化工股份有限公司,600688.XSHG,2013-06-30,中期分红,2013-08-29,10送1.64转增3.36股派0.5元(含税),720000.0,2013-10-23,10送1.64转增3.36股派0.5元(含税),720000.0,2013-11-26,10送1.64转增3.36股派0.5元(含税),720000.0,1.64,3.36,0.5,,,0.393,,118080.0,241920.0,36000.0,2013-12-03,,2013-12-04,,,2013-12-10,,2013-12-04,2013-12-05,,720000.0,1080000.0,341000.0,511500.0,,2013-12-04,,,,313002,实施方案,
7,132693,420600688,中国石化上海石油化工股份有限公司,600688.XSHG,2013-12-31,年度分红,2014-03-28,10派0.5元(含税),1080000.0,2014-06-19,10派0.5元(含税),1080000.0,2014-07-11,10派0.5元(含税),1080000.0,,,0.5,,,0.475,,,,54000.0,2014-07-17,,2014-07-18,,,2014-07-18,,,,,1080000.0,,,,,,,,,313002,实施方案,
8,132694,420600688,中国石化上海石油化工股份有限公司,600688.XSHG,2014-06-30,中期分红,2014-08-29,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
9,132695,420600688,中国石化上海石油化工股份有限公司,600688.XSHG,2014-12-31,年度分红,2015-03-23,不分配不转增,,2015-06-19,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313003,股东大会预案,
10,132696,420600688,中国石化上海石油化工股份有限公司,600688.XSHG,2015-06-30,中期分红,2015-08-28,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
11,132697,420600688,中国石化上海石油化工股份有限公司,600688.XSHG,2015-12-31,年度分红,2016-03-17,10派1元(含税),1080000.0,2016-06-16,10派1元(含税),1080000.0,2016-07-08,10派1元(含税),1080000.0,,,1.0,,,1.0,,,,108000.0,2016-07-14,,2016-07-15,,,2016-07-15,,,,,1080000.0,,,,,,,,,313002,实施方案,
12,132698,420600688,中国石化上海石油化工股份有限公司,600688.XSHG,2016-06-30,中期分红,2016-08-24,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
13,132699,420600688,中国石化上海石油化工股份有限公司,600688.XSHG,2016-12-31,年度分红,2017-03-16,10派2.5元(含税),,2017-06-16,10派2.5元(含税),,2017-07-06,10派2.5元(含税),1080000.0,,,2.5,,,2.5,,,,270000.0,2017-07-12,,2017-07-13,,,2017-07-13,,,,,1080000.0,,,,以分红派息股权登记日公司的总股数为基准,,,,,313002,实施方案,
14,132700,420600688,中国石化上海石油化工股份有限公司,600688.XSHG,2017-06-30,中期分红,2017-08-24,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
15,43755,420600688,中国石化上海石油化工股份有限公司,600688.XSHG,2017-12-31,年度分红,2018-03-21,10派3元(含税),,2018-06-14,10派3元(含税),,2018-07-11,10派3元(含税),1082381.35,,,3.0,,,3.0,,,,324714.405,2018-07-16,,2018-07-17,,,2018-07-17,,,,,1082381.35,,,,以分红派息股权登记日公司的总股数为基准,,,,,313002,实施方案,
16,166110,420600688,中国石化上海石油化工股份有限公司,600688.XSHG,2018-06-30,中期分红,2018-08-22,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
17,169159,420600688,中国石化上海石油化工股份有限公司,600688.XSHG,2018-12-31,年度分红,2019-03-20,10派2.5元(含税),1082381.35,,,,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
