,id,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,shareholders_plan_pub_date,shareholders_plan_bonusnote,distributed_share_base_shareholders,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,transfer_ratio,bonus_ratio_rmb,transfer_number,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,a_increment_listing_date,total_capital_before_transfer,total_capital_after_transfer,float_capital_before_transfer,float_capital_after_transfer,a_transfer_arrival_date,plan_progress_code,plan_progress
601717,11454,300013667,郑州煤矿机械集团股份有限公司,601717.XSHG,2011-12-31,年度分红,2012-02-08,10转增10股派1.2元(含税),70000.0,2012-02-29,10转增10股派1.2元(含税),70000.0,2012-03-07,10转增10股派1.2元(含税),70000.0,10.0,1.2,70000.0,8400.0,2012-03-12,2012-03-13,2012-03-16,2012-03-14,70000.0,140000.0,41440.0,82880.0,2012-03-14,313002,实施方案
