,id,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,shareholders_plan_pub_date,shareholders_plan_bonusnote,distributed_share_base_shareholders,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,dividend_ratio,transfer_ratio,bonus_ratio_rmb,bonus_ratio_usd,bonus_ratio_hkd,at_bonus_ratio_rmb,exchange_rate,dividend_number,transfer_number,bonus_amount_rmb,a_registration_date,b_registration_date,a_xr_date,b_xr_baseday,b_final_trade_date,a_bonus_date,b_bonus_date,dividend_arrival_date,a_increment_listing_date,b_increment_listing_date,total_capital_before_transfer,total_capital_after_transfer,float_capital_before_transfer,float_capital_after_transfer,note,a_transfer_arrival_date,b_transfer_arrival_date,b_dividend_arrival_date,note_of_no_dividend,plan_progress_code,plan_progress,bonus_cancel_pub_date
0,33761,420600350,山东高速股份有限公司,600350.XSHG,2010-06-30,,2010-08-14,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
1,33762,420600350,山东高速股份有限公司,600350.XSHG,2010-12-31,年度分红,2011-02-26,10派1.04元(含税),336380.0,2011-03-19,10派1.04元(含税),336380.0,2011-05-05,10派1.04元(含税),336380.0,,,1.04,,,,,,,34983.52,2011-05-10,,2011-05-11,,,2011-05-16,,,,,336380.0,,,,,,,,,313002,实施方案,
2,33763,420600350,山东高速股份有限公司,600350.XSHG,2011-06-30,中期分红,2011-08-24,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
3,33764,420600350,山东高速股份有限公司,600350.XSHG,2011-12-31,年度分红,2012-03-27,10派1.55元(含税),481116.5857,2012-06-09,10派1.55元(含税),481116.5857,2012-07-24,10派1.55元(含税),481116.5857,,,1.55,,,,,,,74573.0708,2012-07-27,,2012-07-30,,,2012-08-03,,,,,481116.5857,,,,,,,,,313002,实施方案,
4,33765,420600350,山东高速股份有限公司,600350.XSHG,2012-06-30,中期分红,2012-08-25,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
5,33766,420600350,山东高速股份有限公司,600350.XSHG,2012-12-31,年度分红,2013-03-30,10派1.26元(含税),481116.5857,2013-06-05,10派1.26元(含税),481116.5857,2013-07-17,10派1.26元(含税),481116.5857,,,1.26,,,1.197,,,,60620.6898,2013-07-22,,2013-07-23,,,2013-07-29,,,,,481116.5857,,,,,,,,,313002,实施方案,
6,33767,420600350,山东高速股份有限公司,600350.XSHG,2013-06-30,中期分红,2013-08-24,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
7,33768,420600350,山东高速股份有限公司,600350.XSHG,2013-12-31,年度分红,2014-03-29,10派1.51元(含税),481116.5857,2014-06-21,10派1.51元(含税),481116.5857,2014-06-30,10派1.51元(含税),481116.5857,,,1.51,,,1.4345,,,,72648.6044,2014-07-03,,2014-07-04,,,2014-07-04,,,,,481116.5857,,,,,,,,,313002,实施方案,
8,33769,420600350,山东高速股份有限公司,600350.XSHG,2014-06-30,中期分红,2014-08-30,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
9,33770,420600350,山东高速股份有限公司,600350.XSHG,2014-12-31,年度分红,2015-03-28,10派1.94元(含税),481116.5857,2015-05-16,10派1.94元(含税),481116.5857,2015-07-08,10派1.94元(含税),481116.5857,,,1.94,,,1.843,,,,93336.6176,2015-07-13,,2015-07-14,,,2015-07-14,,,,,481116.5857,,,,,,,,,313002,实施方案,
10,33771,420600350,山东高速股份有限公司,600350.XSHG,2015-06-30,中期分红,2015-08-29,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
11,33772,420600350,山东高速股份有限公司,600350.XSHG,2015-12-31,年度分红,2016-03-26,10派1.79元(含税),481116.5857,2016-05-21,10派1.79元(含税),481116.5857,2016-07-07,10派1.79元(含税),481116.5857,,,1.79,,,1.79,,,,86119.8688,2016-07-13,,2016-07-14,,,2016-07-14,,,,,481116.5857,,,,,,,,,313002,实施方案,
12,33773,420600350,山东高速股份有限公司,600350.XSHG,2016-06-30,中期分红,2016-08-05,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
13,33774,420600350,山东高速股份有限公司,600350.XSHG,2016-12-31,年度分红,2017-03-31,10派1.96元(含税),481116.5857,2017-05-20,10派1.96元(含税),481116.5857,2017-07-07,10派1.96元(含税),481116.5857,,,1.96,,,1.96,,,,94298.8508,2017-07-13,,2017-07-14,,,2017-07-14,,,,,481116.5857,,,,,,,,,313002,实施方案,
14,33775,420600350,山东高速股份有限公司,600350.XSHG,2017-06-30,中期分红,2017-08-31,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
15,33776,420600350,山东高速股份有限公司,600350.XSHG,2017-12-31,年度分红,2018-03-31,10派1.78元(含税),481116.5857,2018-04-21,10派1.78元(含税),481116.5857,2018-06-08,10派1.78元(含税),481116.5857,,,1.78,,,1.78,,,,85638.7523,2018-06-14,,2018-06-15,,,2018-06-15,,,,,481116.5857,,,,,,,,,313002,实施方案,
16,168186,420600350,山东高速股份有限公司,600350.XSHG,2018-06-30,中期分红,2018-08-31,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
17,169693,420600350,山东高速股份有限公司,600350.XSHG,2018-12-31,年度分红,2019-03-29,10派2.21元(含税),481116.5857,,,,,,,,,2.21,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
