,id,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,shareholders_plan_pub_date,shareholders_plan_bonusnote,distributed_share_base_shareholders,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,dividend_ratio,transfer_ratio,bonus_ratio_rmb,bonus_ratio_usd,bonus_ratio_hkd,at_bonus_ratio_rmb,exchange_rate,dividend_number,transfer_number,bonus_amount_rmb,a_registration_date,b_registration_date,a_xr_date,b_xr_baseday,b_final_trade_date,a_bonus_date,b_bonus_date,dividend_arrival_date,a_increment_listing_date,b_increment_listing_date,total_capital_before_transfer,total_capital_after_transfer,float_capital_before_transfer,float_capital_after_transfer,note,a_transfer_arrival_date,b_transfer_arrival_date,b_dividend_arrival_date,note_of_no_dividend,plan_progress_code,plan_progress,bonus_cancel_pub_date
0,160864,430000951,中国重汽集团济南卡车股份有限公司,000951.XSHE,2010-06-30,中期分红,2010-08-28,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
1,160865,430000951,中国重汽集团济南卡车股份有限公司,000951.XSHE,2010-12-31,年度分红,2011-03-26,10派2.5元(含税),41942.55,2011-04-23,10派2.5元(含税),41942.55,2011-06-16,10派2.5元(含税),41942.55,,,2.5,,,,,,,10485.6375,2011-06-21,,2011-06-22,,,2011-06-22,,,,,41942.55,,,,,,,,,313002,实施方案,
2,160866,430000951,中国重汽集团济南卡车股份有限公司,000951.XSHE,2011-06-30,中期分红,2011-08-27,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
3,160867,430000951,中国重汽集团济南卡车股份有限公司,000951.XSHE,2011-12-31,年度分红,2012-03-28,10派1.7元(含税),41942.55,2012-04-20,10派1.7元(含税),41942.55,2012-05-31,10派1.7元(含税),41942.55,,,1.7,,,,,,,7130.2335,2012-06-05,,2012-06-06,,,2012-06-06,,,,,41942.55,,,,,,,,,313002,实施方案,
4,160868,430000951,中国重汽集团济南卡车股份有限公司,000951.XSHE,2012-06-30,中期分红,2012-08-29,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
5,160869,430000951,中国重汽集团济南卡车股份有限公司,000951.XSHE,2012-12-31,年度分红,2013-03-27,10派0.3元(含税),41942.55,2013-04-26,10派0.3元(含税),41942.55,2013-05-22,10派0.3元(含税),41942.55,,,0.3,,,0.285,,,,1258.2765,2013-05-27,,2013-05-28,,,2013-05-28,,,,,41942.55,,,,,,,,,313002,实施方案,
6,160870,430000951,中国重汽集团济南卡车股份有限公司,000951.XSHE,2013-06-30,中期分红,2013-08-28,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
7,160871,430000951,中国重汽集团济南卡车股份有限公司,000951.XSHE,2013-12-31,年度分红,2014-03-28,10派2.7元(含税),41942.55,2014-05-07,10派2.7元(含税),41942.55,2014-05-31,10派2.7元(含税),41942.55,,,2.7,,,2.565,,,,11324.4885,2014-06-09,,2014-06-10,,,2014-06-10,,,,,41942.55,,,,,,,,,313002,实施方案,
8,160872,430000951,中国重汽集团济南卡车股份有限公司,000951.XSHE,2014-06-30,中期分红,2014-08-27,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
9,160873,430000951,中国重汽集团济南卡车股份有限公司,000951.XSHE,2014-12-31,年度分红,2015-03-27,10派3元(含税),41942.55,2015-04-24,10派3元(含税),41942.55,2015-06-03,10派3元(含税),41942.55,,,3.0,,,2.85,,,,12582.765,2015-06-09,,2015-06-10,,,2015-06-10,,,,,41942.55,,,,,,,,,313002,实施方案,
10,160874,430000951,中国重汽集团济南卡车股份有限公司,000951.XSHE,2015-06-30,中期分红,2015-08-26,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
11,160875,430000951,中国重汽集团济南卡车股份有限公司,000951.XSHE,2015-12-31,年度分红,2016-04-01,10转增6股派2元(含税),41942.55,2016-04-27,10转增6股派2元(含税),41942.55,2016-05-06,10转增6股派2元(含税),41942.55,,6.0,2.0,,,2.0,,,25165.53,8388.51,2016-05-12,,2016-05-13,,,2016-05-13,,,2016-05-13,,41942.55,67108.08,41927.68,67084.288,,2016-05-13,,,,313002,实施方案,
12,160876,430000951,中国重汽集团济南卡车股份有限公司,000951.XSHE,2016-06-30,中期分红,2016-08-31,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
13,160877,430000951,中国重汽集团济南卡车股份有限公司,000951.XSHE,2016-12-31,年度分红,2017-03-30,10派2.3元(含税),67108.08,2017-04-28,10派2.3元(含税),67108.08,2017-05-19,10派2.3元(含税),67108.08,,,2.3,,,2.3,,,,15434.8584,2017-05-25,,2017-05-26,,,2017-05-26,,,,,67108.08,,,,,,,,,313002,实施方案,
14,160878,430000951,中国重汽集团济南卡车股份有限公司,000951.XSHE,2017-06-30,中期分红,2017-08-31,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
15,160879,430000951,中国重汽集团济南卡车股份有限公司,000951.XSHE,2017-12-31,年度分红,2018-03-24,10派6.8元(含税),67108.08,2018-04-27,10派6.8元(含税),67108.08,2018-05-11,10派6.8元(含税),67108.08,,,6.8,,,6.8,,,,45633.4944,2018-05-17,,2018-05-18,,,2018-05-18,,,,,67108.08,,,,,,,,,313002,实施方案,
16,168337,430000951,中国重汽集团济南卡车股份有限公司,000951.XSHE,2018-06-30,中期分红,2018-08-31,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
17,169661,430000951,中国重汽集团济南卡车股份有限公司,000951.XSHE,2018-12-31,年度分红,2019-03-28,10派4.6元(含税),67108.08,,,,,,,,,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
