,id,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,shareholders_plan_pub_date,shareholders_plan_bonusnote,distributed_share_base_shareholders,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,bonus_ratio_rmb,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,total_capital_before_transfer,plan_progress_code,plan_progress
002352,8507,300010448,顺丰控股股份有限公司,002352.XSHE,2012-06-30,中期分红,2012-08-15,10派2.5元(含税),7783.078,2012-09-01,10派2.5元(含税),7783.078,2012-09-21,10派2.5元(含税),7783.078,2.5,1945.7695,2012-09-26,2012-09-27,2012-09-27,7783.078,313002,实施方案
002568,14663,300018893,上海百润投资控股集团股份有限公司,002568.XSHE,2012-06-30,中期分红,2012-08-02,10转增10股派6元(含税),8000.0,2012-08-22,10转增10股派6元(含税),8000.0,2012-09-19,10转增10股派6元(含税),8000.0,6.0,4800.0,2012-09-26,2012-09-27,2012-09-27,8000.0,313002,实施方案
600578,39490,420600578,北京京能电力股份有限公司,600578.XSHG,2012-06-30,中期分红,2012-08-08,10派2.5元（含税）,78722.5548,2012-08-24,10派2.5元（含税）,78722.5548,2012-09-17,10派2.5元（含税）,78722.5548,2.5,19680.6387,2012-09-20,2012-09-21,2012-09-27,78722.5548,313002,实施方案
