,id,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,shareholders_plan_pub_date,shareholders_plan_bonusnote,distributed_share_base_shareholders,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,bonus_ratio_rmb,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,total_capital_before_transfer,plan_progress_code,plan_progress
600009,22917,420600009,上海国际机场股份有限公司,600009.XSHG,2010-12-31,年度分红,2011-02-26,10派1元(含税),192695.8448,2011-07-01,10派1元(含税),192695.8448,2011-08-08,10派1元(含税),192695.8448,1.0,19269.5845,2011-08-11,2011-08-12,2011-08-18,192695.8448,313002,实施方案
600582,39618,420600582,天地科技股份有限公司,600582.XSHG,2010-12-31,年度分红,2011-03-18,10派1元(含税),101160.0,2011-06-28,10派1元(含税),101160.0,2011-08-08,10派1元(含税),101160.0,1.0,10116.0,2011-08-11,2011-08-12,2011-08-18,101160.0,313002,实施方案
601328,2393,300002841,交通银行股份有限公司,601328.XSHG,2010-12-31,年度分红,2011-03-31,10送1股派0.2元(含税),5625964.1398,2011-06-29,10送1股派0.2元(含税),5625964.1398,2011-07-12,10送1股派0.2元(含税),5625964.1398,0.2,112519.2828,2011-07-18,2011-07-19,2011-08-18,5625964.1398,313002,实施方案
