,id,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,shareholders_plan_pub_date,shareholders_plan_bonusnote,distributed_share_base_shareholders,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,dividend_ratio,transfer_ratio,bonus_ratio_rmb,bonus_ratio_usd,bonus_ratio_hkd,at_bonus_ratio_rmb,exchange_rate,dividend_number,transfer_number,bonus_amount_rmb,a_registration_date,b_registration_date,a_xr_date,b_xr_baseday,b_final_trade_date,a_bonus_date,b_bonus_date,dividend_arrival_date,a_increment_listing_date,b_increment_listing_date,total_capital_before_transfer,total_capital_after_transfer,float_capital_before_transfer,float_capital_after_transfer,note,a_transfer_arrival_date,b_transfer_arrival_date,b_dividend_arrival_date,note_of_no_dividend,plan_progress_code,plan_progress,bonus_cancel_pub_date
0,35232,420600398,海澜之家股份有限公司,600398.XSHG,2010-06-30,中期分红,2010-08-28,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
1,35233,420600398,海澜之家股份有限公司,600398.XSHG,2010-12-31,年度分红,2011-03-10,10派1元(含税),64660.4078,2011-04-07,10派1元(含税),64660.4078,2011-04-21,10派1元(含税),64660.4078,,,1.0,,,,,,,6466.0408,2011-04-26,,2011-04-27,,,2011-05-05,,,,,64660.4078,,,,"2011-4-7：否决10送10。
2011-3-24:10送10股派1元(含税)",,,,,313002,实施方案,
2,35234,420600398,海澜之家股份有限公司,600398.XSHG,2011-06-30,中期分红,2011-08-26,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
3,35235,420600398,海澜之家股份有限公司,600398.XSHG,2011-12-31,年度分红,2012-04-21,10派0.5元(含税),64660.4078,2012-05-15,10派0.5元(含税),64660.4078,2012-05-25,10派0.5元(含税),64660.4078,,,0.5,,,,,,,3233.0204,2012-05-31,,2012-06-01,,,2012-06-08,,,,,64660.4078,,,,,,,,,313002,实施方案,
4,35236,420600398,海澜之家股份有限公司,600398.XSHG,2012-06-30,中期分红,2012-08-31,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
5,35237,420600398,海澜之家股份有限公司,600398.XSHG,2012-12-31,年度分红,2013-04-23,10派0.5元(含税),64660.4078,2013-05-15,10派0.5元(含税),64660.4078,2013-06-25,10派0.5元(含税),64660.4078,,,0.5,,,0.475,,,,3233.0204,2013-06-28,,2013-07-01,,,2013-07-05,,,,,64660.4078,,,,,,,,,313002,实施方案,
6,35238,420600398,海澜之家股份有限公司,600398.XSHG,2013-06-30,中期分红,2013-08-31,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
7,35239,420600398,海澜之家股份有限公司,600398.XSHG,2013-12-31,年度分红,2014-03-26,10派1.9元(含税),449275.7924,2014-04-17,10派1.9元(含税),449275.7924,2014-05-15,10派1.9元(含税),449275.7924,,,1.9,,,1.805,,,,85362.4006,2014-05-20,,2014-05-21,,,2014-05-26,,,,,449275.7924,,,,,,,,,313002,实施方案,
8,35240,420600398,海澜之家股份有限公司,600398.XSHG,2014-06-30,中期分红,2014-08-19,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
9,35241,420600398,海澜之家股份有限公司,600398.XSHG,2014-12-31,年度分红,2015-03-03,10派3.8元(含税),449275.7924,2015-03-26,10派3.8元(含税),449275.7924,2015-04-24,10派3.8元(含税),449275.7924,,,3.8,,,3.61,,,,170724.8011,2015-04-29,,2015-04-30,,,2015-04-30,,,,,449275.7924,,,,,,,,,313002,实施方案,
