,id,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,shareholders_plan_pub_date,shareholders_plan_bonusnote,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,bonus_ratio_rmb,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,total_capital_before_transfer,note,plan_progress_code,plan_progress
600061,24085,420600061,国投资本股份有限公司,600061.XSHG,2016-06-30,中期分红,2016-08-26,10派2.13元(含税),2016-09-13,10派2.13元(含税),2016-11-02,10派2.13元(含税),369415.1713,2.13,78685.4315,2016-11-07,2016-11-08,2016-11-08,369415.1713,以本次分红派息的股权登记日的公司总股本为基数,313002,实施方案
