,id,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,shareholders_plan_pub_date,shareholders_plan_bonusnote,distributed_share_base_shareholders,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,dividend_ratio,transfer_ratio,bonus_ratio_rmb,bonus_ratio_usd,bonus_ratio_hkd,at_bonus_ratio_rmb,exchange_rate,dividend_number,transfer_number,bonus_amount_rmb,a_registration_date,b_registration_date,a_xr_date,b_xr_baseday,b_final_trade_date,a_bonus_date,b_bonus_date,dividend_arrival_date,a_increment_listing_date,b_increment_listing_date,total_capital_before_transfer,total_capital_after_transfer,float_capital_before_transfer,float_capital_after_transfer,note,a_transfer_arrival_date,b_transfer_arrival_date,b_dividend_arrival_date,note_of_no_dividend,plan_progress_code,plan_progress,bonus_cancel_pub_date
0,32557,420600307,甘肃酒钢集团宏兴钢铁股份有限公司,600307.XSHG,2010-06-30,,2010-08-23,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
1,32558,420600307,甘肃酒钢集团宏兴钢铁股份有限公司,600307.XSHG,2010-12-31,年度分红,2011-01-25,10转增10股派1元(含税),204567.8712,2011-04-20,10转增10股派1元(含税),204567.8712,2011-05-09,10转增10股派1元(含税),204567.8712,,10.0,1.0,,,,,,204567.8712,20456.7871,2011-05-13,,2011-05-16,,,2011-05-20,,,2011-05-17,,204567.8712,409135.7424,87360.0,174720.0,,2011-05-17,,,,313002,实施方案,
2,32559,420600307,甘肃酒钢集团宏兴钢铁股份有限公司,600307.XSHG,2011-06-30,中期分红,2011-07-22,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
3,32560,420600307,甘肃酒钢集团宏兴钢铁股份有限公司,600307.XSHG,2011-12-31,年度分红,2012-03-27,10派1.2元(含税),409135.7424,2012-05-19,10派1.2元(含税),409135.7424,2012-07-03,10派1.2元(含税),409135.7424,,,1.2,,,,,,,49096.2891,2012-07-06,,2012-07-09,,,2012-07-13,,,,,409135.7424,,,,,,,,,313002,实施方案,
4,32561,420600307,甘肃酒钢集团宏兴钢铁股份有限公司,600307.XSHG,2012-06-30,中期分红,2012-08-31,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
5,32562,420600307,甘肃酒钢集团宏兴钢铁股份有限公司,600307.XSHG,2012-12-31,年度分红,2013-04-02,10派0.3元(含税),626335.7424,2013-05-28,10派0.3元(含税),626335.7424,2013-07-06,10派0.3元(含税),626335.7424,,,0.3,,,0.285,,,,18790.0723,2013-07-12,,2013-07-15,,,2013-07-19,,,,,626335.7424,,,,,,,,,313002,实施方案,
6,32563,420600307,甘肃酒钢集团宏兴钢铁股份有限公司,600307.XSHG,2013-06-30,中期分红,2013-08-31,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
7,32564,420600307,甘肃酒钢集团宏兴钢铁股份有限公司,600307.XSHG,2013-12-31,年度分红,2014-04-01,不分配不转增,,2014-04-23,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313003,股东大会预案,
8,32565,420600307,甘肃酒钢集团宏兴钢铁股份有限公司,600307.XSHG,2014-06-30,中期分红,2014-08-30,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
9,32566,420600307,甘肃酒钢集团宏兴钢铁股份有限公司,600307.XSHG,2014-12-31,年度分红,2015-03-31,不分配不转增,,2015-04-24,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313003,股东大会预案,
10,32567,420600307,甘肃酒钢集团宏兴钢铁股份有限公司,600307.XSHG,2015-06-30,中期分红,2015-08-27,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
11,32568,420600307,甘肃酒钢集团宏兴钢铁股份有限公司,600307.XSHG,2015-12-31,年度分红,2016-04-29,不分配不转增,,2016-05-24,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313003,股东大会预案,
12,32569,420600307,甘肃酒钢集团宏兴钢铁股份有限公司,600307.XSHG,2016-06-30,中期分红,2016-08-17,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
13,32570,420600307,甘肃酒钢集团宏兴钢铁股份有限公司,600307.XSHG,2016-12-31,年度分红,2017-03-28,不分配不转增,,2017-04-21,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313003,股东大会预案,
14,32571,420600307,甘肃酒钢集团宏兴钢铁股份有限公司,600307.XSHG,2017-06-30,中期分红,2017-08-05,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
15,32572,420600307,甘肃酒钢集团宏兴钢铁股份有限公司,600307.XSHG,2017-12-31,年度分红,2018-04-27,不分配不转增,,2018-05-19,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313003,股东大会预案,
16,165472,420600307,甘肃酒钢集团宏兴钢铁股份有限公司,600307.XSHG,2018-06-30,中期分红,2018-08-17,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
