,id,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,bonus_ratio_rmb,at_bonus_ratio_rmb,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,total_capital_before_transfer,note,plan_progress_code,plan_progress
600028,23311,420600028,中国石油化工股份有限公司,600028.XSHG,2017-06-30,中期分红,2017-08-28,10派1元(含税),2017-09-13,10派1元(含税),12107120.9646,1.0,1.0,1210712.0965,2017-09-19,2017-09-20,2017-09-20,12107120.9646,按2017年9月19日（登记日）总股数计算,313002,实施方案
