,id,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,shareholders_plan_pub_date,shareholders_plan_bonusnote,distributed_share_base_shareholders,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,transfer_ratio,bonus_ratio_rmb,transfer_number,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,a_increment_listing_date,total_capital_before_transfer,total_capital_after_transfer,float_capital_before_transfer,float_capital_after_transfer,a_transfer_arrival_date,plan_progress_code,plan_progress
002468,11768,300014251,申通快递股份有限公司,002468.XSHE,2010-12-31,年度分红,2011-03-08,10转增2股派3元(含税),16000.0,2011-03-29,10转增2股派3元(含税),16000.0,2011-03-30,10转增2股派3元(含税),16000.0,2.0,3.0,3200.0,4800.0,2011-04-06,2011-04-07,2011-04-07,2011-04-07,16000.0,19200.0,4000.0,4800.0,2011-04-07,313002,实施方案
