,id,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,shareholders_plan_pub_date,shareholders_plan_bonusnote,distributed_share_base_shareholders,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,bonus_ratio_rmb,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,total_capital_before_transfer,plan_progress_code,plan_progress
002601,15862,300020849,龙蟒佰利联集团股份有限公司,002601.XSHE,2011-12-31,年度分红,2012-04-25,10转增10股派7元(含税),9400.0,2012-05-31,10转增10股派7元(含税),9400.0,2012-07-17,10转增10股派7元(含税),9400.0,7.0,6580.0,2012-07-20,2012-07-23,2012-07-23,9400.0,313002,实施方案
600582,39620,420600582,天地科技股份有限公司,600582.XSHG,2011-12-31,年度分红,2012-03-20,10送2股派1.5元(含税),101160.0,2012-06-09,10送2股派1.5元(含税),101160.0,2012-07-10,10送2股派1.5元(含税),101160.0,1.5,15174.0,2012-07-13,2012-07-16,2012-07-23,101160.0,313002,实施方案
601111,364,300000441,中国国际航空股份有限公司,601111.XSHG,2011-12-31,年度分红,2012-03-28,10派1.18元(含税),1289195.4673,2012-05-25,10派1.18元(含税),1289195.4673,2012-07-11,10派1.18元(含税),1289195.4673,1.18,152125.0651,2012-07-16,2012-07-17,2012-07-23,1289195.4673,313002,实施方案
601992,5962,300006630,北京金隅集团股份有限公司,601992.XSHG,2011-12-31,年度分红,2012-03-29,10派0.72元(含税),428373.706,2012-05-25,10派0.72元(含税),428373.706,2012-07-10,10派0.72元(含税),428373.706,0.72,30842.9068,2012-07-13,2012-07-16,2012-07-23,428373.706,313002,实施方案
