,id,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,shareholders_plan_pub_date,shareholders_plan_bonusnote,distributed_share_base_shareholders,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,bonus_ratio_rmb,at_bonus_ratio_rmb,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,total_capital_before_transfer,plan_progress_code,plan_progress
000415,146200,430000415,渤海金控投资股份有限公司,000415.XSHE,2013-12-31,年度分红,2014-04-29,10派1.5元(含税),177430.3476,2014-05-21,10派1.5元(含税),177430.3476,2014-06-13,10派1.5元(含税),177430.3476,1.5,1.425,26614.5521,2014-06-19,2014-06-20,2014-06-20,177430.3476,313002,实施方案
000938,160689,430000938,紫光股份有限公司,000938.XSHE,2013-12-31,年度分红,2014-04-02,10派0.5元(含税),20608.0,2014-05-17,10派0.5元(含税),20608.0,2014-06-13,10派0.5元(含税),20608.0,0.5,0.475,1030.4,2014-06-19,2014-06-20,2014-06-20,20608.0,313002,实施方案
000970,161459,430000970,北京中科三环高技术股份有限公司,000970.XSHE,2013-12-31,年度分红,2014-03-29,10派1元(含税),106520.0,2014-04-24,10派1元(含税),106520.0,2014-06-12,10派1元(含税),106520.0,1.0,0.95,10652.0,2014-06-19,2014-06-20,2014-06-20,106520.0,313002,实施方案
002007,162544,430002007,华兰生物工程股份有限公司,002007.XSHE,2013-12-31,年度分红,2014-03-26,10派4元(含税),58091.48,2014-04-29,10派4元(含税),58091.48,2014-06-13,10派4元(含税),58091.48,4.0,3.8,23236.592,2014-06-19,2014-06-20,2014-06-20,58091.48,313002,实施方案
600006,22807,420600006,东风汽车股份有限公司,600006.XSHG,2013-12-31,年度分红,2014-03-28,10派0.076元(含税),200000.0,2014-04-24,10派0.076元(含税),200000.0,2014-06-14,10派0.076元(含税),200000.0,0.076,0.0722,1520.0,2014-06-19,2014-06-20,2014-06-20,200000.0,313002,实施方案
600033,23430,420600033,福建发展高速公路股份有限公司,600033.XSHG,2013-12-31,年度分红,2014-04-12,10派1元(含税),274440.0,2014-05-09,10派1元(含税),274440.0,2014-06-13,10派1元(含税),274440.0,1.0,0.95,27444.0,2014-06-19,2014-06-20,2014-06-20,274440.0,313002,实施方案
600058,23958,420600058,五矿发展股份有限公司,600058.XSHG,2013-12-31,年度分红,2014-03-29,10派1.05元(含税),107191.0711,2014-04-30,10派1.05元(含税),107191.0711,2014-06-14,10派1.05元(含税),107191.0711,1.05,0.9975,11255.0625,2014-06-19,2014-06-20,2014-06-20,107191.0711,313002,实施方案
600118,26335,420600118,中国东方红卫星股份有限公司,600118.XSHG,2013-12-31,年度分红,2014-03-12,10派0.8元(含税),118248.9135,2014-05-22,10派0.8元(含税),118248.9135,2014-06-16,10派0.8元(含税),118248.9135,0.8,0.76,9459.9131,2014-06-19,2014-06-20,2014-06-20,118248.9135,313002,实施方案
600132,26852,420600132,重庆啤酒股份有限公司,600132.XSHG,2013-12-31,年度分红,2014-04-09,10派2元(含税),48397.1198,2014-04-30,10派2元(含税),48397.1198,2014-06-16,10派2元(含税),48397.1198,2.0,1.9,9679.424,2014-06-19,2014-06-20,2014-06-20,48397.1198,313002,实施方案
600143,27162,420600143,金发科技股份有限公司,600143.XSHG,2013-12-31,年度分红,2014-04-29,10派1元(含税),256000.0,2014-05-23,10派1元(含税),256000.0,2014-06-16,10派1元(含税),256000.0,1.0,0.95,25600.0,2014-06-19,2014-06-20,2014-06-20,256000.0,313002,实施方案
600528,38133,420600528,中铁高新工业股份有限公司,600528.XSHG,2013-12-31,年度分红,2014-03-21,10派1元(含税),145920.0,2014-04-24,10派1元(含税),145920.0,2014-06-16,10派1元(含税),145920.0,1.0,0.95,14592.0,2014-06-19,2014-06-20,2014-06-20,145920.0,313002,实施方案
600704,133363,420600704,物产中大集团股份有限公司,600704.XSHG,2013-12-31,年度分红,2014-04-22,10派1元(含税),79051.5734,2014-05-17,10派1元(含税),79051.5734,2014-06-16,10派1元(含税),79051.5734,1.0,0.95,7905.1573,2014-06-19,2014-06-20,2014-06-20,79051.5734,313002,实施方案
600873,140262,420600873,梅花生物科技集团股份有限公司,600873.XSHG,2013-12-31,年度分红,2014-03-08,10派1元(含税),310822.6603,2014-04-24,10派1元(含税),310822.6603,2014-06-13,10派1元(含税),310822.6603,1.0,0.95,31082.266,2014-06-19,2014-06-20,2014-06-20,310822.6603,313002,实施方案
600997,142144,420600997,开滦能源化工股份有限公司,600997.XSHG,2013-12-31,年度分红,2014-04-25,10派0.62元(含税),123464.0,2014-05-17,10派0.62元(含税),123464.0,2014-06-14,10派0.62元(含税),123464.0,0.62,0.589,7654.768,2014-06-19,2014-06-20,2014-06-20,123464.0,313002,实施方案
601179,8425,300010350,中国西电电气股份有限公司,601179.XSHG,2013-12-31,年度分红,2014-03-31,10派0.8元(含税),512588.2352,2014-04-24,10派0.8元(含税),512588.2352,2014-06-13,10派0.8元(含税),512588.2352,0.8,0.76,41007.0588,2014-06-19,2014-06-20,2014-06-20,512588.2352,313002,实施方案
601231,17497,300022058,环旭电子股份有限公司,601231.XSHG,2013-12-31,年度分红,2014-03-27,10派1.68元(含税),101172.3801,2014-04-25,10派1.68元(含税),101172.3801,2014-06-16,10派1.68元(含税),101172.3801,1.68,1.5959999999999999,16996.9599,2014-06-19,2014-06-20,2014-06-20,101172.3801,313002,实施方案
601398,164282,450000019,中国工商银行股份有限公司,601398.XSHG,2013-12-31,年度分红,2014-03-28,10派2.617元(含税),35139334.0036,2014-06-07,10派2.617元(含税),35139334.0036,2014-06-13,10派2.617元(含税),35139334.0036,2.617,2.4862,9195963.7087,2014-06-19,2014-06-20,2014-06-20,35139334.0036,313002,实施方案
