,id,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,shareholders_plan_pub_date,shareholders_plan_bonusnote,distributed_share_base_shareholders,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,dividend_ratio,transfer_ratio,bonus_ratio_rmb,bonus_ratio_usd,bonus_ratio_hkd,at_bonus_ratio_rmb,exchange_rate,dividend_number,transfer_number,bonus_amount_rmb,a_registration_date,b_registration_date,a_xr_date,b_xr_baseday,b_final_trade_date,a_bonus_date,b_bonus_date,dividend_arrival_date,a_increment_listing_date,b_increment_listing_date,total_capital_before_transfer,total_capital_after_transfer,float_capital_before_transfer,float_capital_after_transfer,note,a_transfer_arrival_date,b_transfer_arrival_date,b_dividend_arrival_date,note_of_no_dividend,plan_progress_code,plan_progress,bonus_cancel_pub_date
0,9142,300011168,北京碧水源科技股份有限公司,300070.XSHE,2010-06-30,,2010-07-29,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
1,9143,300011168,北京碧水源科技股份有限公司,300070.XSHE,2010-12-31,年度分红,2011-02-28,10转增12股派3元(含税),14700.0,2011-03-23,10转增12股派3元(含税),14700.0,2011-05-11,10转增12股派3元(含税),14700.0,,12.0,3.0,,,,,,17640.0,4410.0,2011-05-17,,2011-05-18,,,2011-05-18,,,2011-05-18,,14700.0,32340.0,5410.5,11903.1,2011-01-15：10转增10至12股，现金分配方案未定,2011-05-18,,,,313002,实施方案,
2,9144,300011168,北京碧水源科技股份有限公司,300070.XSHE,2011-06-30,中期分红,2011-08-11,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
3,9145,300011168,北京碧水源科技股份有限公司,300070.XSHE,2011-12-31,年度分红,2012-03-09,10转增7股派1元(含税),32340.0,2012-04-20,10转增7股派1元(含税),32340.0,2012-05-04,10转增7股派1元(含税),32340.0,,7.0,1.0,,,,,,22638.0,3234.0,2012-05-10,,2012-05-11,,,2012-05-11,,,2012-05-11,,32340.0,54978.0,17941.0,30499.7,,2012-05-11,,,,313002,实施方案,
4,9146,300011168,北京碧水源科技股份有限公司,300070.XSHE,2012-06-30,中期分红,2012-07-26,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
5,9147,300011168,北京碧水源科技股份有限公司,300070.XSHE,2012-12-31,年度分红,2013-03-22,10转增6股派0.6元(含税),55285.9034,2013-04-18,10转增6股派0.6元(含税),55285.9034,2013-05-08,10转增5.987064股派0.598706元(含税),55405.3494,,5.9871,0.5987,,,0.5688,,,33171.5372,3317.1515,2013-05-13,,2013-05-14,,,2013-05-14,,,2013-05-14,,55405.3494,88576.8866,32083.7094,51292.4315,"2013-05-08:截至2013年5月7日公司总股本增至
554,053,494股，公司按最新股本计算的2012年年度权益分派方案为：以公司现有总股本
554,053,494股为基数，向全体股东每10股转增5.987064股派0.598706元人民币现金（含税）。",2013-05-14,,,,313002,实施方案,
6,9148,300011168,北京碧水源科技股份有限公司,300070.XSHE,2013-06-30,中期分红,2013-07-30,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
7,9149,300011168,北京碧水源科技股份有限公司,300070.XSHE,2013-12-31,年度分红,2014-03-28,10转增2股派0.71元(含税),89144.8317,2014-04-24,10转增2股派0.71元(含税),89144.8317,2014-06-10,10转增1.998590股派0.709499元(含税),89207.687,,1.9986,0.7095,,,0.674,,,17828.9591,6329.2765,2014-06-16,,2014-06-17,,,2014-06-17,,,2014-06-17,,89207.687,107036.6461,53917.4525,64693.3406,2014-06-10：因股权激励行权，2013年年度权益分派方案做相应调整。,2014-06-17,,,,313002,实施方案,
8,9150,300011168,北京碧水源科技股份有限公司,300070.XSHE,2014-06-30,中期分红,2014-08-07,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
9,9151,300011168,北京碧水源科技股份有限公司,300070.XSHE,2014-12-31,年度分红,2015-04-25,10派1.34元(含税),107693.848,2015-05-18,10派1.34元(含税),107693.848,2015-06-15,10派1.334187元(含税),108163.0083,,,1.3342,,,1.2675,,,,14430.968,2015-06-23,,2015-06-24,,,2015-06-24,,,,,108163.0083,,,,2015-06-15：股本分配基数由107693.8480万股变更为108163.0083万股；分红方案由10派1.34元(含税)变更为10派1.334187元(含税)。,,,,,313002,实施方案,
