,id,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,shareholders_plan_pub_date,shareholders_plan_bonusnote,distributed_share_base_shareholders,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,dividend_ratio,transfer_ratio,bonus_ratio_rmb,bonus_ratio_usd,bonus_ratio_hkd,at_bonus_ratio_rmb,exchange_rate,dividend_number,transfer_number,bonus_amount_rmb,a_registration_date,b_registration_date,a_xr_date,b_xr_baseday,b_final_trade_date,a_bonus_date,b_bonus_date,dividend_arrival_date,a_increment_listing_date,b_increment_listing_date,total_capital_before_transfer,total_capital_after_transfer,float_capital_before_transfer,float_capital_after_transfer,note,a_transfer_arrival_date,b_transfer_arrival_date,b_dividend_arrival_date,note_of_no_dividend,plan_progress_code,plan_progress,bonus_cancel_pub_date
0,13623,300016769,北京捷成世纪科技股份有限公司,300182.XSHE,2010-12-31,年度分红,2011-03-29,10转增10股派5元(含税),5600.0,2011-04-19,10转增10股派5元(含税),5600.0,2011-04-29,10转增10股派5元(含税),5600.0,,10.0,5.0,,,,,,5600.0,2800.0,2011-05-06,,2011-05-09,,,2011-05-09,,,2011-05-09,,5600.0,11200.0,1120.0,2240.0,,2011-05-09,,,,313002,实施方案,
1,13624,300016769,北京捷成世纪科技股份有限公司,300182.XSHE,2011-06-30,中期分红,2011-07-27,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
2,13625,300016769,北京捷成世纪科技股份有限公司,300182.XSHE,2011-12-31,年度分红,2012-01-17,10转增5股派4元(含税),11200.0,2012-02-28,10转增5股派4元(含税),11200.0,2012-03-21,10转增5股派4元(含税),11200.0,,5.0,4.0,,,,,,5600.0,4480.0,2012-03-26,,2012-03-27,,,2012-03-27,,,2012-03-27,,11200.0,16800.0,2800.0,4200.0,,2012-03-27,,,,313002,实施方案,
3,13626,300016769,北京捷成世纪科技股份有限公司,300182.XSHE,2012-06-30,中期分红,2012-08-18,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
4,13627,300016769,北京捷成世纪科技股份有限公司,300182.XSHE,2012-12-31,年度分红,2013-03-12,10转增3股派3.5元(含税),17102.45,2013-04-02,10转增3股派3.5元(含税),17102.45,2013-04-13,10转增3股派3.5元(含税),17102.45,,3.0,3.5,,,3.325,,,5130.735,5985.8575,2013-04-18,,2013-04-19,,,2013-04-19,,,2013-04-19,,17102.45,22233.185,4200.0,5460.0,,2013-04-19,,,,313002,实施方案,
5,13628,300016769,北京捷成世纪科技股份有限公司,300182.XSHE,2013-06-30,中期分红,2013-07-26,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
6,13629,300016769,北京捷成世纪科技股份有限公司,300182.XSHE,2013-12-31,年度分红,2014-04-18,10转增10股派2.25元(含税),23248.9711,2014-05-09,10转增10股派2.25元(含税),23248.9711,2014-05-14,10转增10股派2.25元(含税),23248.9711,,10.0,2.25,,,2.1375,,,23248.9711,5231.0185,2014-05-19,,2014-05-20,,,2014-05-20,,,2014-05-20,,23248.9711,46497.9422,11287.3881,22574.7762,,2014-05-20,,,,313002,实施方案,
7,13630,300016769,北京捷成世纪科技股份有限公司,300182.XSHE,2014-06-30,中期分红,2014-08-20,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
8,13631,300016769,北京捷成世纪科技股份有限公司,300182.XSHE,2014-12-31,年度分红,2015-04-25,10派1.6元(含税),47170.197,2015-05-15,10派1.6元(含税),47170.197,2015-06-01,10派1.598732元(含税),47207.6072,,,1.5987,,,1.5188,,,,7547.2312,2015-06-05,,2015-06-08,,,2015-06-08,,,,,47207.6072,,,,2015-06-01：分配股本基数由47170.1970万股，变更为47207.6072万股；分配方案由10派1.6元(含税)变更为10派1.598732元(含税),,,,,313002,实施方案,
9,13632,300016769,北京捷成世纪科技股份有限公司,300182.XSHE,2015-06-30,中期分红,2015-08-26,10转增15股,56623.3882,2015-09-22,10转增15股,56623.3882,2015-09-28,10转增15股,56623.3882,,15.0,,,,,,,84935.0823,,2015-10-08,,2015-10-09,,,,,,2015-10-09,,56623.3882,141558.4705,23333.4408,58333.602,,2015-10-09,,,,313002,实施方案,
