,id,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,shareholders_plan_pub_date,shareholders_plan_bonusnote,distributed_share_base_shareholders,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,dividend_ratio,transfer_ratio,bonus_ratio_rmb,bonus_ratio_usd,bonus_ratio_hkd,at_bonus_ratio_rmb,exchange_rate,dividend_number,transfer_number,bonus_amount_rmb,a_registration_date,b_registration_date,a_xr_date,b_xr_baseday,b_final_trade_date,a_bonus_date,b_bonus_date,dividend_arrival_date,a_increment_listing_date,b_increment_listing_date,total_capital_before_transfer,total_capital_after_transfer,float_capital_before_transfer,float_capital_after_transfer,note,a_transfer_arrival_date,b_transfer_arrival_date,b_dividend_arrival_date,note_of_no_dividend,plan_progress_code,plan_progress,bonus_cancel_pub_date
0,10697,300012873,深圳市兆驰股份有限公司,002429.XSHE,2010-06-30,,2010-08-27,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
1,10698,300012873,深圳市兆驰股份有限公司,002429.XSHE,2010-12-31,年度分红,2011-04-28,10转增5股派3元(含税),47254.25,2011-06-28,10转增5股派3元(含税),47254.25,2011-07-01,10转增5股派3元(含税),47254.25,,5.0,3.0,,,,,,23627.125,14176.275,2011-07-06,,2011-07-07,,,2011-07-07,,,2011-07-07,,47254.25,70881.375,15535.5,23303.25,,2011-07-07,,,,313002,实施方案,
2,10699,300012873,深圳市兆驰股份有限公司,002429.XSHE,2011-06-30,中期分红,2011-08-16,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
3,10700,300012873,深圳市兆驰股份有限公司,002429.XSHE,2011-12-31,年度分红,2012-03-22,10派2元(含税),70881.375,2012-04-13,10派2元(含税),70881.375,2012-04-27,10派2元(含税),70881.375,,,2.0,,,,,,,14176.275,2012-05-07,,2012-05-08,,,2012-05-08,,,,,70881.375,,,,,,,,,313002,实施方案,
4,10701,300012873,深圳市兆驰股份有限公司,002429.XSHE,2012-06-30,中期分红,2012-07-31,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
5,10702,300012873,深圳市兆驰股份有限公司,002429.XSHE,2012-12-31,年度分红,2013-04-02,10转增5股派2元(含税),71195.1871,2013-04-24,10转增5股派2元(含税),71195.1871,2013-06-15,10转增5股派2元(含税),71195.1871,,5.0,2.0,,,1.9,,,35597.5935,14239.0374,2013-06-20,,2013-06-21,,,2013-06-21,,,2013-06-21,,71195.1871,106792.7806,69971.249,104956.8735,,2013-06-21,,,,313002,实施方案,
6,10703,300012873,深圳市兆驰股份有限公司,002429.XSHE,2013-06-30,中期分红,2013-08-13,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
7,10704,300012873,深圳市兆驰股份有限公司,002429.XSHE,2013-12-31,年度分红,2014-04-15,10转增5股,106803.6806,2014-05-09,10转增5股,106803.6806,2014-06-04,10转增5股,106803.6806,,5.0,,,,,,,53401.8403,,2014-06-10,,2014-06-11,,,,,,2014-06-11,,106803.6806,160205.5209,105456.0531,158184.0796,,2014-06-11,,,,313002,实施方案,
8,10705,300012873,深圳市兆驰股份有限公司,002429.XSHE,2014-06-30,中期分红,2014-08-12,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
9,10706,300012873,深圳市兆驰股份有限公司,002429.XSHE,2014-12-31,年度分红,2015-04-18,10派0.26元(含税),160178.7759,2015-05-14,10派0.26元(含税),160178.7759,2015-06-03,10派0.26元(含税),160178.7759,,,0.26,,,0.247,,,,4164.6482,2015-06-09,,2015-06-10,,,2015-06-10,,,,,160178.7759,,,,,,,,,313002,实施方案,
