,id,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,shareholders_plan_pub_date,shareholders_plan_bonusnote,distributed_share_base_shareholders,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,dividend_ratio,transfer_ratio,bonus_ratio_rmb,bonus_ratio_usd,bonus_ratio_hkd,at_bonus_ratio_rmb,exchange_rate,dividend_number,transfer_number,bonus_amount_rmb,a_registration_date,b_registration_date,a_xr_date,b_xr_baseday,b_final_trade_date,a_bonus_date,b_bonus_date,dividend_arrival_date,a_increment_listing_date,b_increment_listing_date,total_capital_before_transfer,total_capital_after_transfer,float_capital_before_transfer,float_capital_after_transfer,note,a_transfer_arrival_date,b_transfer_arrival_date,b_dividend_arrival_date,note_of_no_dividend,plan_progress_code,plan_progress,bonus_cancel_pub_date
0,34481,420600373,中文天地出版传媒股份有限公司,600373.XSHG,2010-06-30,中期分红,2010-08-31,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
1,34482,420600373,中文天地出版传媒股份有限公司,600373.XSHG,2010-12-31,年度分红,2011-03-08,不分配不转增,,2011-06-25,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313003,股东大会预案,
2,34483,420600373,中文天地出版传媒股份有限公司,600373.XSHG,2011-06-30,中期分红,2011-08-25,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
3,34484,420600373,中文天地出版传媒股份有限公司,600373.XSHG,2011-12-31,年度分红,2012-03-10,10派8元(含税),56724.5018,2012-04-11,10派8元(含税),56724.5018,2012-05-03,10派8元(含税),56724.5018,,,8.0,,,,,,,45379.6014,2012-05-10,,2012-05-11,,,2012-05-16,,,,,56724.5018,,,,,,,,,313002,实施方案,
4,34485,420600373,中文天地出版传媒股份有限公司,600373.XSHG,2012-06-30,中期分红,2012-08-25,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
5,34486,420600373,中文天地出版传媒股份有限公司,600373.XSHG,2012-12-31,年度分红,2013-04-03,10派1元(含税),,2013-05-08,10派1元(含税),,2013-06-13,10派1元(含税),65871.1953,,,1.0,,,0.95,,,,6587.1195,2013-06-18,,2013-06-19,,,2013-06-24,,,,,65871.1953,,,,以利润分配方案实施股权登记日的总股本为基数,,,,,313002,实施方案,
6,34487,420600373,中文天地出版传媒股份有限公司,600373.XSHG,2013-06-30,中期分红,2013-08-15,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
7,34488,420600373,中文天地出版传媒股份有限公司,600373.XSHG,2013-12-31,年度分红,2014-03-28,10转增8股派2元(含税),65871.1953,2014-04-26,10转增8股派2元(含税),65871.1953,2014-06-13,10转增8股派2元(含税),65871.1953,,8.0,2.0,,,1.9,,,52696.9562,13174.2391,2014-06-20,,2014-06-23,,,2014-06-23,,,2014-06-24,,65871.1953,118568.1515,65871.1953,118568.1515,,2014-06-23,,,,313002,实施方案,
8,34489,420600373,中文天地出版传媒股份有限公司,600373.XSHG,2014-06-30,中期分红,2014-08-28,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
9,34490,420600373,中文天地出版传媒股份有限公司,600373.XSHG,2014-12-31,年度分红,2015-03-27,10派1.5元（含税）,137794.0025,2015-05-09,10派1.5元（含税）,137794.0025,2015-06-29,10派1.5元（含税）,137794.0025,,,1.5,,,1.425,,,,20669.1004,2015-07-03,,2015-07-06,,,2015-07-06,,,,,137794.0025,,,,,,,,,313002,实施方案,
