,id,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,shareholders_plan_pub_date,shareholders_plan_bonusnote,distributed_share_base_shareholders,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,dividend_ratio,transfer_ratio,bonus_ratio_rmb,bonus_ratio_usd,bonus_ratio_hkd,at_bonus_ratio_rmb,exchange_rate,dividend_number,transfer_number,bonus_amount_rmb,a_registration_date,b_registration_date,a_xr_date,b_xr_baseday,b_final_trade_date,a_bonus_date,b_bonus_date,dividend_arrival_date,a_increment_listing_date,b_increment_listing_date,total_capital_before_transfer,total_capital_after_transfer,float_capital_before_transfer,float_capital_after_transfer,note,a_transfer_arrival_date,b_transfer_arrival_date,b_dividend_arrival_date,note_of_no_dividend,plan_progress_code,plan_progress,bonus_cancel_pub_date
0,29447,420600210,上海紫江企业集团股份有限公司,600210.XSHG,2010-06-30,,2010-08-07,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
1,29448,420600210,上海紫江企业集团股份有限公司,600210.XSHG,2010-12-31,年度分红,2011-04-15,10派2元(含税),143673.6158,2011-05-11,10派2元(含税),143673.6158,2011-06-27,10派2元(含税),143673.6158,,,2.0,,,,,,,28734.7232,2011-06-30,,2011-07-01,,,2011-07-08,,,,,143673.6158,,,,,,,,,313002,实施方案,
2,29449,420600210,上海紫江企业集团股份有限公司,600210.XSHG,2011-06-30,中期分红,2011-08-12,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
3,29450,420600210,上海紫江企业集团股份有限公司,600210.XSHG,2011-12-31,年度分红,2012-04-26,10派2元(含税),143673.6158,2012-06-01,10派2元(含税),143673.6158,2012-07-17,10派2元(含税),143673.6158,,,2.0,,,,,,,28734.7232,2012-07-20,,2012-07-23,,,2012-07-27,,,,,143673.6158,,,,,,,,,313002,实施方案,
4,29451,420600210,上海紫江企业集团股份有限公司,600210.XSHG,2012-06-30,中期分红,2012-08-28,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
5,29452,420600210,上海紫江企业集团股份有限公司,600210.XSHG,2012-12-31,年度分红,2013-04-26,10派1元(含税),143673.6158,2013-05-31,10派1元(含税),143673.6158,2013-07-17,10派1元(含税),143673.6158,,,1.0,,,0.95,,,,14367.3616,2013-07-22,,2013-07-23,,,2013-07-30,,,,,143673.6158,,,,,,,,,313002,实施方案,
6,29453,420600210,上海紫江企业集团股份有限公司,600210.XSHG,2013-06-30,中期分红,2013-08-28,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
7,29454,420600210,上海紫江企业集团股份有限公司,600210.XSHG,2013-12-31,年度分红,2014-04-22,10派1元(含税),143673.6158,2014-06-27,10派1元(含税),143673.6158,2014-08-14,10派1元(含税),143673.6158,,,1.0,,,0.95,,,,14367.3616,2014-08-20,,2014-08-21,,,2014-08-21,,,,,143673.6158,,,,,,,,,313002,实施方案,
8,29455,420600210,上海紫江企业集团股份有限公司,600210.XSHG,2014-06-30,中期分红,2014-08-16,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
9,29456,420600210,上海紫江企业集团股份有限公司,600210.XSHG,2014-12-31,年度分红,2015-04-22,10派0.5元(含税),151673.6158,2015-05-21,10派0.5元(含税),151673.6158,2015-07-09,10派0.5元(含税),151673.6158,,,0.5,,,0.475,,,,7583.6808,2015-07-15,,2015-07-16,,,2015-07-16,,,,,151673.6158,,,,,,,,,313002,实施方案,
