,id,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,shareholders_plan_pub_date,shareholders_plan_bonusnote,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,bonus_ratio_rmb,at_bonus_ratio_rmb,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,total_capital_before_transfer,plan_progress_code,plan_progress
000750,44451,430000750,国海证券股份有限公司,000750.XSHE,2017-12-31,年度分红,2018-04-21,10派0.6元(含税),2018-05-15,10派0.6元(含税),2018-05-26,10派0.6元(含税),421554.1972,0.6,0.6,25293.2518,2018-05-31,2018-06-01,2018-06-01,421554.1972,313002,实施方案
002050,44795,430002050,浙江三花智能控制股份有限公司,002050.XSHE,2017-12-31,年度分红,2018-04-16,10派1.5元(含税),2018-05-16,10派1.5元(含税),2018-05-25,10派1.5元(含税),212031.6835,1.5,1.5,31804.7525,2018-05-31,2018-06-01,2018-06-01,212031.6835,313002,实施方案
002426,10633,300012832,苏州胜利精密制造科技股份有限公司,002426.XSHE,2017-12-31,年度分红,2018-03-13,10派0.3元(含税）,2018-04-04,10派0.3元(含税）,2018-05-25,10派0.3元(含税）,344151.7719,0.3,0.3,10324.5532,2018-05-31,2018-06-01,2018-06-01,344151.7719,313002,实施方案
300124,10241,300012527,深圳市汇川技术股份有限公司,300124.XSHE,2017-12-31,年度分红,2018-04-25,10派3元(含税),2018-05-17,10派3元(含税),2018-05-25,10派3元(含税),166416.471,3.0,3.0,49924.9413,2018-05-31,2018-06-01,2018-06-01,166416.471,313002,实施方案
600239,30477,420600239,云南城投置业股份有限公司,600239.XSHG,2017-12-31,年度分红,2018-03-20,10派0.5元(含税),2018-04-10,10派0.5元(含税),2018-05-24,10派0.5元(含税),160568.6909,0.5,0.5,8028.4345,2018-05-31,2018-06-01,2018-06-01,160568.6909,313002,实施方案
600297,32254,420600297,广汇汽车服务股份公司,600297.XSHG,2017-12-31,年度分红,2018-04-24,10派1.5元(含税),2018-05-15,10派1.5元(含税),2018-05-26,10派1.5元(含税),814430.9682,1.5,1.5,122164.6452,2018-05-31,2018-06-01,2018-06-01,814430.9682,313002,实施方案
601375,44859,460000802,中原证券股份有限公司,601375.XSHG,2017-12-31,年度分红,2018-03-30,10派0.35元(含税),2018-05-18,10派0.35元(含税),2018-05-28,10派0.35元(含税),386907.07,0.35,0.35,13541.7475,2018-05-31,2018-06-01,2018-06-01,392373.47,313002,实施方案
601566,15422,300019841,九牧王股份有限公司,601566.XSHG,2017-12-31,年度分红,2018-04-25,10派10元(含税),2018-05-19,10派10元(含税),2018-05-25,10派10元(含税),57463.715,10.0,10.0,57463.715,2018-05-31,2018-06-01,2018-06-01,57463.715,313002,实施方案
