,id,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,shareholders_plan_pub_date,shareholders_plan_bonusnote,distributed_share_base_shareholders,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,dividend_ratio,transfer_ratio,bonus_ratio_rmb,bonus_ratio_usd,bonus_ratio_hkd,at_bonus_ratio_rmb,exchange_rate,dividend_number,transfer_number,bonus_amount_rmb,a_registration_date,b_registration_date,a_xr_date,b_xr_baseday,b_final_trade_date,a_bonus_date,b_bonus_date,dividend_arrival_date,a_increment_listing_date,b_increment_listing_date,total_capital_before_transfer,total_capital_after_transfer,float_capital_before_transfer,float_capital_after_transfer,note,a_transfer_arrival_date,b_transfer_arrival_date,b_dividend_arrival_date,note_of_no_dividend,plan_progress_code,plan_progress,bonus_cancel_pub_date
0,25456,420600096,云南云天化股份有限公司,600096.XSHG,2010-06-30,中期分红,2010-08-31,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
1,25457,420600096,云南云天化股份有限公司,600096.XSHG,2010-12-31,年度分红,2011-03-22,10派2元(含税),69363.451,2011-06-09,10派2元(含税),69363.451,2011-06-24,10派2元(含税),69363.451,,,2.0,,,,,,,13872.6902,2011-07-01,,2011-07-04,,,2011-07-08,,,,,69363.451,,,,"2011-05-26：提交新的利润分配方案10派2元(含税)。
2011-05-20:取消原分红预案。
2011-03-22：以59012.1281万股为基数，10派2元(含税)",,,,,313002,实施方案,
2,25458,420600096,云南云天化股份有限公司,600096.XSHG,2011-06-30,中期分红,2011-08-30,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
3,25459,420600096,云南云天化股份有限公司,600096.XSHG,2011-12-31,年度分红,2012-03-27,10派2元(含税),69363.451,2012-06-01,10派2元(含税),69363.451,2012-06-27,10派2元(含税),69363.451,,,2.0,,,,,,,13872.6902,2012-07-02,,2012-07-03,,,2012-07-06,,,,,69363.451,,,,,,,,,313002,实施方案,
4,25460,420600096,云南云天化股份有限公司,600096.XSHG,2012-06-30,中期分红,2012-08-31,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
5,25461,420600096,云南云天化股份有限公司,600096.XSHG,2012-12-31,年度分红,2013-03-26,不分配不转增,,2013-06-19,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313003,股东大会预案,
6,25462,420600096,云南云天化股份有限公司,600096.XSHG,2013-06-30,中期分红,2013-08-31,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
7,25463,420600096,云南云天化股份有限公司,600096.XSHG,2013-12-31,年度分红,2014-03-31,10派1元(含税),112907.8166,2014-06-27,10派1元(含税),112907.8166,2014-08-15,10派1元(含税),112907.8166,,,1.0,,,0.95,,,,11290.7817,2014-08-21,,2014-08-22,,,2014-08-22,,,,,112907.8166,,,,,,,,,313002,实施方案,
8,25464,420600096,云南云天化股份有限公司,600096.XSHG,2014-06-30,中期分红,2014-08-23,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
9,25465,420600096,云南云天化股份有限公司,600096.XSHG,2014-12-31,年度分红,2015-03-31,不分配不转增,,2015-05-16,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313003,股东大会预案,
10,25466,420600096,云南云天化股份有限公司,600096.XSHG,2015-06-30,中期分红,2015-08-18,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
11,25467,420600096,云南云天化股份有限公司,600096.XSHG,2015-12-31,年度分红,2016-03-15,不分配不转增,,2016-05-18,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313003,股东大会预案,
12,25468,420600096,云南云天化股份有限公司,600096.XSHG,2016-06-30,中期分红,2016-08-26,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
13,25469,420600096,云南云天化股份有限公司,600096.XSHG,2016-12-31,年度分红,2017-03-30,不分配不转增,,2017-05-20,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313003,股东大会预案,
14,25470,420600096,云南云天化股份有限公司,600096.XSHG,2017-06-30,中期分红,2017-08-31,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
15,25471,420600096,云南云天化股份有限公司,600096.XSHG,2017-12-31,年度分红,2018-03-23,不分配不转增,,2018-06-09,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313003,股东大会预案,
16,165209,420600096,云南云天化股份有限公司,600096.XSHG,2018-06-30,中期分红,2018-08-14,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
17,169244,420600096,云南云天化股份有限公司,600096.XSHG,2018-12-31,年度分红,2019-03-22,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
