,id,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,shareholders_plan_pub_date,shareholders_plan_bonusnote,distributed_share_base_shareholders,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,dividend_ratio,transfer_ratio,bonus_ratio_rmb,at_bonus_ratio_rmb,dividend_number,transfer_number,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,a_increment_listing_date,total_capital_before_transfer,total_capital_after_transfer,float_capital_before_transfer,float_capital_after_transfer,plan_progress_code,plan_progress
601633,22557,410002333,长城汽车股份有限公司,601633.XSHG,2015-06-30,中期分红,2015-08-29,10送10转增10股派2.5元(含税),304242.3,2015-09-23,10送10转增10股派2.5元(含税),304242.3,2015-09-30,10送10转增10股派2.5元(含税),304242.3,10.0,10.0,2.5,2.5,304242.3,304242.3,76060.575,2015-10-12,2015-10-13,2015-10-13,2015-10-14,304242.3,912726.9,304242.3,912726.9,313002,实施方案
