,id,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,shareholders_plan_pub_date,shareholders_plan_bonusnote,distributed_share_base_shareholders,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,bonus_ratio_rmb,bonus_ratio_hkd,exchange_rate,bonus_amount_rmb,a_registration_date,b_registration_date,a_xr_date,b_xr_baseday,b_final_trade_date,a_bonus_date,b_bonus_date,total_capital_before_transfer,plan_progress_code,plan_progress
000581,149967,430000581,无锡威孚高科技集团股份有限公司,000581.XSHE,2010-12-31,年度分红,2011-03-19,10派4.35元(含税),56727.5995,2011-07-01,10派4.35元(含税),56727.5995,2011-08-09,10派4.35元(含税),56727.5995,4.35,5.234,0.8311,24676.5058,2011-08-16,2011-08-19,2011-08-17,2011-08-17,2011-08-16,2011-08-17,2011-08-19,56727.5995,313002,实施方案
