,id,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,shareholders_plan_pub_date,shareholders_plan_bonusnote,distributed_share_base_shareholders,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,bonus_ratio_rmb,at_bonus_ratio_rmb,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,total_capital_before_transfer,plan_progress_code,plan_progress
000776,155977,430000776,广发证券股份有限公司,000776.XSHE,2015-12-31,年度分红,2016-03-19,10派8元(含税),591929.1464,2016-06-29,10派8元(含税),591929.1464,2016-08-16,10派8元(含税),591929.1464,8.0,8.0,473543.3171,2016-08-23,2016-08-24,2016-08-24,591929.1464,313002,实施方案
600031,23399,420600031,三一重工股份有限公司,600031.XSHG,2015-12-31,年度分红,2016-04-29,10派0.1元(含税),761650.4037,2016-06-29,10派0.1元(含税),761650.4037,2016-08-17,10派0.1元(含税),761085.7309999999,0.1,0.1,7610.8573,2016-08-23,2016-08-24,2016-08-24,761085.7309999999,313002,实施方案
