,id,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,shareholders_plan_pub_date,shareholders_plan_bonusnote,distributed_share_base_shareholders,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,dividend_ratio,transfer_ratio,bonus_ratio_rmb,bonus_ratio_usd,bonus_ratio_hkd,at_bonus_ratio_rmb,exchange_rate,dividend_number,transfer_number,bonus_amount_rmb,a_registration_date,b_registration_date,a_xr_date,b_xr_baseday,b_final_trade_date,a_bonus_date,b_bonus_date,dividend_arrival_date,a_increment_listing_date,b_increment_listing_date,total_capital_before_transfer,total_capital_after_transfer,float_capital_before_transfer,float_capital_after_transfer,note,a_transfer_arrival_date,b_transfer_arrival_date,b_dividend_arrival_date,note_of_no_dividend,plan_progress_code,plan_progress,bonus_cancel_pub_date
0,2635,300003281,宁波银行股份有限公司,002142.XSHE,2010-06-30,中期分红,2010-08-28,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
1,2636,300003281,宁波银行股份有限公司,002142.XSHE,2010-12-31,年度分红,2011-04-27,10派2元(含税),288382.0529,2011-05-19,10派2元(含税),288382.0529,2011-06-03,10派2元(含税),288382.0529,,,2.0,,,,,,,57676.4106,2011-06-09,,2011-06-10,,,2011-06-10,,,,,288382.0529,,,,,,,,,313002,实施方案,
2,2637,300003281,宁波银行股份有限公司,002142.XSHE,2011-06-30,中期分红,2011-08-30,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
3,2638,300003281,宁波银行股份有限公司,002142.XSHE,2011-12-31,年度分红,2012-04-26,10派2元(含税),288382.0529,2012-05-19,10派2元(含税),288382.0529,2012-06-01,10派2元(含税),288382.0529,,,2.0,,,,,,,57676.4106,2012-06-07,,2012-06-08,,,2012-06-08,,,,,288382.0529,,,,,,,,,313002,实施方案,
4,2639,300003281,宁波银行股份有限公司,002142.XSHE,2012-06-30,中期分红,2012-08-29,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
5,2640,300003281,宁波银行股份有限公司,002142.XSHE,2012-12-31,年度分红,2013-04-24,10派2.5元(含税),288382.0529,2013-05-17,10派2.5元(含税),288382.0529,2013-07-05,10派2.5元(含税),288382.0529,,,2.5,,,2.375,,,,72095.5132,2013-07-11,,2013-07-12,,,2013-07-12,,,,,288382.0529,,,,,,,,,313002,实施方案,
6,2641,300003281,宁波银行股份有限公司,002142.XSHE,2013-06-30,中期分红,2013-08-29,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
7,2642,300003281,宁波银行股份有限公司,002142.XSHE,2013-12-31,年度分红,2014-04-26,10派4元(含税),288382.0529,2014-05-19,10派4元(含税),288382.0529,2014-07-05,10派4元(含税),288382.0529,,,4.0,,,3.8,,,,115352.8212,2014-07-10,,2014-07-11,,,2014-07-11,,,,,288382.0529,,,,,,,,,313002,实施方案,
8,2643,300003281,宁波银行股份有限公司,002142.XSHE,2014-06-30,中期分红,2014-08-25,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
9,2644,300003281,宁波银行股份有限公司,002142.XSHE,2014-12-31,年度分红,2015-04-28,10转增2股派4.5元(含税),324982.8401,2015-05-19,10转增2股派4.5元(含税),324982.8401,2015-07-08,10转增2股派4.5元(含税),324982.8401,,2.0,4.5,,,4.275,,,64996.568,146242.278,2015-07-14,,2015-07-15,,,2015-07-15,,,2015-07-15,,324982.8401,389979.4081,287251.659,344701.9908,,2015-07-15,,,,313002,实施方案,
