,id,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,shareholders_plan_pub_date,shareholders_plan_bonusnote,distributed_share_base_shareholders,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,dividend_ratio,transfer_ratio,bonus_ratio_rmb,bonus_ratio_usd,bonus_ratio_hkd,at_bonus_ratio_rmb,exchange_rate,dividend_number,transfer_number,bonus_amount_rmb,a_registration_date,b_registration_date,a_xr_date,b_xr_baseday,b_final_trade_date,a_bonus_date,b_bonus_date,dividend_arrival_date,a_increment_listing_date,b_increment_listing_date,total_capital_before_transfer,total_capital_after_transfer,float_capital_before_transfer,float_capital_after_transfer,note,a_transfer_arrival_date,b_transfer_arrival_date,b_dividend_arrival_date,note_of_no_dividend,plan_progress_code,plan_progress,bonus_cancel_pub_date
0,4152,300003947,新疆金风科技股份有限公司,002202.XSHE,2010-05-28,特别分红,2010-05-28,10派3.5元（含税）,224000.0,2010-06-18,10派3.5元（含税）,224000.0,2010-07-23,10派3.5元（含税）,224000.0,,,3.5,,,,,,,78400.0,2010-07-29,,2010-07-30,,,2010-07-30,,,,,224000.0,,,,2010-05-28:公司在H 股上市前对部分利润实施特别股利分配.,,,,,313002,实施方案,
1,4153,300003947,新疆金风科技股份有限公司,002202.XSHE,2010-06-30,,2010-08-17,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
2,4154,300003947,新疆金风科技股份有限公司,002202.XSHE,2010-12-31,年度分红,2011-03-26,10派3.4元(含税),269458.8,2011-06-27,10派3.4元(含税),269458.8,2011-08-17,10派3.4元(含税),269458.8,,,3.4,,,,,,,91615.992,2011-08-22,,2011-08-23,,,2011-08-23,,,,,269458.8,,,,,,,,,313002,实施方案,
3,4155,300003947,新疆金风科技股份有限公司,002202.XSHE,2011-06-30,中期分红,2011-08-27,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
4,4156,300003947,新疆金风科技股份有限公司,002202.XSHE,2011-12-31,年度分红,2012-03-24,10派0.5元(含税),269458.8,2012-06-21,10派0.5元(含税),269458.8,2012-08-09,10派0.5元(含税),269458.8,,,0.5,,,,,,,13472.94,2012-08-15,,2012-08-16,,,2012-08-16,,,,,269458.8,,,,,,,,,313002,实施方案,
5,4157,300003947,新疆金风科技股份有限公司,002202.XSHE,2012-06-30,中期分红,2012-08-25,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
6,4158,300003947,新疆金风科技股份有限公司,002202.XSHE,2012-12-31,年度分红,2013-03-23,10派0.55元(含税),269458.8,2013-06-26,10派0.55元(含税),269458.8,2013-08-15,10派0.55元(含税),269458.8,,,0.55,,,0.5225,,,,14820.234,2013-08-21,,2013-08-22,,,2013-08-22,,,,,269458.8,,,,,,,,,313002,实施方案,
7,4159,300003947,新疆金风科技股份有限公司,002202.XSHE,2013-06-30,中期分红,2013-08-24,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
8,4160,300003947,新疆金风科技股份有限公司,002202.XSHE,2013-12-31,年度分红,2014-03-22,10派0.8元(含税),269458.8,2014-05-21,10派0.8元(含税),269458.8,2014-07-12,10派0.8元(含税),269458.8,,,0.8,,,0.76,,,,21556.704,2014-07-17,,2014-07-18,,,2014-07-18,,,,,269458.8,,,,,,,,,313002,实施方案,
9,4161,300003947,新疆金风科技股份有限公司,002202.XSHE,2014-06-30,中期分红,2014-08-23,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
