,id,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,shareholders_plan_pub_date,shareholders_plan_bonusnote,distributed_share_base_shareholders,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,bonus_ratio_rmb,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,total_capital_before_transfer,plan_progress_code,plan_progress
600010,22952,420600010,内蒙古包钢钢联股份有限公司,600010.XSHG,2010-12-31,年度分红,2011-03-26,10派0.12元(含税),642364.3659,2011-05-03,10派0.12元(含税),642364.3659,2011-06-23,10派0.12元(含税),642364.3659,0.12,7708.3724,2011-06-28,2011-06-29,2011-07-04,642364.3659,313002,实施方案
600170,28063,420600170,上海建工集团股份有限公司,600170.XSHG,2010-12-31,年度分红,2011-03-25,10派1.5元(含税),104205.9557,2011-06-22,10派1.5元(含税),104205.9557,2011-06-23,10派1.5元(含税),104205.9557,1.5,15630.8934,2011-06-28,2011-06-29,2011-07-04,104205.9557,313002,实施方案
601139,7664,300009513,深圳市燃气集团股份有限公司,601139.XSHG,2010-12-31,年度分红,2011-04-26,10派1.3元(含税),123000.0,2011-05-27,10派1.3元(含税),123000.0,2011-06-23,10派1.3元(含税),123000.0,1.3,15990.0,2011-06-28,2011-06-29,2011-07-04,123000.0,313002,实施方案
601872,1076,300001441,招商局能源运输股份有限公司,601872.XSHG,2010-12-31,年度分红,2011-04-20,10派0.44元(含税),343339.7679,2011-05-26,10派0.44元(含税),343339.7679,2011-06-21,10派0.44元(含税),343339.7679,0.44,15106.9498,2011-06-24,2011-06-27,2011-07-04,343339.7679,313002,实施方案
