,id,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,shareholders_plan_pub_date,shareholders_plan_bonusnote,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,bonus_ratio_rmb,at_bonus_ratio_rmb,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,total_capital_before_transfer,plan_progress_code,plan_progress
002422,10539,300012788,四川科伦药业股份有限公司,002422.XSHE,2017-12-31,年度分红,2018-04-26,10派2.09元(含税),2018-06-01,10派2.09元(含税),2018-07-20,10派2.09008100元(含税),143994.405,2.0901,2.0901,30095.997000000003,2018-07-27,2018-07-30,2018-07-30,144000.0,313002,实施方案
600863,43884,420600863,内蒙古蒙电华能热电股份有限公司,600863.XSHG,2017-12-31,年度分红,2018-04-27,10派0.3元(含税),2018-06-29,10派0.3元(含税),2018-07-20,10派0.3元(含税),580780.2566,0.3,0.3,17423.4077,2018-07-27,2018-07-30,2018-07-30,580780.2566,313002,实施方案
600873,43894,420600873,梅花生物科技集团股份有限公司,600873.XSHG,2017-12-31,年度分红,2018-05-31,10派3.3元(含税),2018-06-21,10派3.3元(含税),2018-07-24,10派3.3元(含税),310817.5038,3.3,3.3,102569.7763,2018-07-27,2018-07-30,2018-07-30,310817.5038,313002,实施方案
600977,20897,300024673,中国电影股份有限公司,600977.XSHG,2017-12-31,年度分红,2018-04-27,10派3.26元(含税),2018-06-13,10派3.26元(含税),2018-07-24,10派3.26元(含税),186700.0,3.26,3.26,60864.2,2018-07-27,2018-07-30,2018-07-30,186700.0,313002,实施方案
603000,18089,300022477,人民网股份有限公司,603000.XSHG,2017-12-31,年度分红,2018-04-17,10派0.45元(含税),2018-06-30,10派0.45元(含税),2018-07-24,10派0.45元(含税),110569.1056,0.45,0.45,4975.6098,2018-07-27,2018-07-30,2018-07-30,110569.1056,313002,实施方案
