,id,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,shareholders_plan_pub_date,shareholders_plan_bonusnote,distributed_share_base_shareholders,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,dividend_ratio,transfer_ratio,bonus_ratio_rmb,bonus_ratio_usd,bonus_ratio_hkd,at_bonus_ratio_rmb,exchange_rate,dividend_number,transfer_number,bonus_amount_rmb,a_registration_date,b_registration_date,a_xr_date,b_xr_baseday,b_final_trade_date,a_bonus_date,b_bonus_date,dividend_arrival_date,a_increment_listing_date,b_increment_listing_date,total_capital_before_transfer,total_capital_after_transfer,float_capital_before_transfer,float_capital_after_transfer,note,a_transfer_arrival_date,b_transfer_arrival_date,b_dividend_arrival_date,note_of_no_dividend,plan_progress_code,plan_progress,bonus_cancel_pub_date
0,11723,300014188,广州海格通信集团股份有限公司,002465.XSHE,2010-12-31,年度分红,2011-04-18,10派6元(含税),33250.651,2011-05-10,10派6元(含税),33250.651,2011-05-20,10派6元(含税),33250.651,,,6.0,,,,,,,19950.3906,2011-05-25,,2011-05-26,,,2011-05-26,,,,,33250.651,,,,,,,,,313002,实施方案,
1,11724,300014188,广州海格通信集团股份有限公司,002465.XSHE,2011-06-30,中期分红,2011-08-25,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
2,11725,300014188,广州海格通信集团股份有限公司,002465.XSHE,2011-12-31,年度分红,2012-03-31,10派6元(含税),33250.651,2012-04-24,10派6元(含税),33250.651,2012-04-25,10派6元(含税),33250.651,,,6.0,,,,,,,19950.3906,2012-05-03,,2012-05-04,,,2012-05-04,,,,,33250.651,,,,,,,,,313002,实施方案,
3,11726,300014188,广州海格通信集团股份有限公司,002465.XSHE,2012-06-30,中期分红,2012-08-24,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
4,11727,300014188,广州海格通信集团股份有限公司,002465.XSHE,2012-12-31,年度分红,2013-03-28,10派3元(含税),33250.651,2013-04-24,10派3元(含税),33250.651,2013-04-27,10派3元(含税),33250.651,,,3.0,,,2.85,,,,9975.1953,2013-05-07,,2013-05-08,,,2013-05-08,,,,,33250.651,,,,,,,,,313002,实施方案,
5,11728,300014188,广州海格通信集团股份有限公司,002465.XSHE,2013-06-30,中期分红,2013-08-29,10转增10股,33250.651,2013-09-18,10转增10股,33250.651,2013-09-24,10转增10股,33250.651,,10.0,,,,,,,33250.651,,2013-09-27,,2013-09-30,,,,,,2013-09-30,,33250.651,66501.302,29026.0965,58052.193,,2013-09-30,,,,313002,实施方案,
6,11729,300014188,广州海格通信集团股份有限公司,002465.XSHE,2013-12-31,年度分红,2014-03-26,10转增5股派1元(含税),66501.302,2014-04-17,10转增5股派1元(含税),66501.302,2014-04-23,10转增5股派1元(含税),66501.302,,5.0,1.0,,,0.95,,,33250.651,6650.1302,2014-04-29,,2014-04-30,,,2014-04-30,,,2014-04-30,,66501.302,99751.953,60286.2215,90429.3323,,2014-04-30,,,,313002,实施方案,
7,11730,300014188,广州海格通信集团股份有限公司,002465.XSHE,2014-06-30,中期分红,2014-08-21,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
8,11731,300014188,广州海格通信集团股份有限公司,002465.XSHE,2014-12-31,年度分红,2015-03-27,10派2元(含税),99751.953,2015-04-18,10派2元(含税),99751.953,2015-05-06,10派2元(含税),99751.953,,,2.0,,,1.9,,,,19950.3906,2015-05-11,,2015-05-12,,,2015-05-12,,,,,99751.953,,,,,,,,,313002,实施方案,
9,11732,300014188,广州海格通信集团股份有限公司,002465.XSHE,2015-06-30,中期分红,2015-08-27,10转增10股,107287.5827,2015-09-17,10转增10股,107287.5827,2015-09-18,10转增10股,107287.5827,,10.0,,,,,,,107287.5827,,2015-09-24,,2015-09-25,,,,,,2015-09-25,,107287.5827,214575.1654,91622.4405,183244.881,,2015-09-25,,,,313002,实施方案,
10,11733,300014188,广州海格通信集团股份有限公司,002465.XSHE,2015-12-31,年度分红,2016-04-25,10派1.5元(含税),214575.1654,2016-05-17,10派1.5元(含税),214575.1654,2016-05-23,10派1.5元(含税),214575.1654,,,1.5,,,1.5,,,,32186.2748,2016-05-27,,2016-05-30,,,2016-05-30,,,,,214575.1654,,,,,,,,,313002,实施方案,
11,11734,300014188,广州海格通信集团股份有限公司,002465.XSHE,2016-06-30,中期分红,2016-08-22,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
12,11735,300014188,广州海格通信集团股份有限公司,002465.XSHE,2016-12-31,年度分红,2017-03-31,10派1元(含税),214575.1654,2017-04-27,10派1元(含税),214575.1654,2017-05-17,10派1元(含税),214575.1654,,,1.0,,,1.0,,,,21457.5165,2017-05-24,,2017-05-25,,,2017-05-25,,,,,214575.1654,,,,,,,,,313002,实施方案,
13,11736,300014188,广州海格通信集团股份有限公司,002465.XSHE,2017-06-30,中期分红,2017-08-28,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
14,11737,300014188,广州海格通信集团股份有限公司,002465.XSHE,2017-12-31,年度分红,2018-03-28,10派0.8元(含税),230739.5829,2018-04-21,10派0.8元(含税),230739.5829,2018-05-04,10派0.8元(含税),230739.5829,,,0.8,,,0.8,,,,18459.1666,2018-05-09,,2018-05-10,,,2018-05-10,,,,,230739.5829,,,,,,,,,313002,实施方案,
15,166377,300014188,广州海格通信集团股份有限公司,002465.XSHE,2018-06-30,中期分红,2018-08-24,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
