,id,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,shareholders_plan_pub_date,shareholders_plan_bonusnote,distributed_share_base_shareholders,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,bonus_ratio_rmb,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,total_capital_before_transfer,plan_progress_code,plan_progress
002128,2239,300002704,内蒙古霍林河露天煤业股份有限公司,002128.XSHE,2011-12-31,年度分红,2012-04-23,10派5元(含税),132668.6166,2012-05-15,10派5元(含税),132668.6166,2012-07-04,10派5元(含税),132668.6166,5.0,66334.3083,2012-07-11,2012-07-12,2012-07-12,132668.6166,313002,实施方案
601398,164278,450000019,中国工商银行股份有限公司,601398.XSHG,2011-12-31,年度分红,2012-03-30,10派2.03元(含税),34908325.2791,2012-06-01,10派2.03元(含税),34908325.2791,2012-06-07,10派2.03元(含税),34932115.4229,2.03,7091219.4308,2012-06-13,2012-06-14,2012-07-12,34932115.4229,313002,实施方案
601857,3613,300003825,中国石油天然气股份有限公司,601857.XSHG,2011-12-31,年度分红,2012-03-30,10派1.6462元（含税）,18302097.7818,2012-05-24,10派1.6462元（含税）,18302097.7818,2012-06-01,10派1.6462元（含税）,18302097.7818,1.6462,3012891.3368,2012-06-06,2012-06-07,2012-07-12,18302097.7818,313002,实施方案
601899,4467,300004143,紫金矿业集团股份有限公司,601899.XSHG,2011-12-31,年度分红,2012-03-29,10派1元(含税),2181196.365,2012-05-29,10派1元(含税),2181196.365,2012-06-29,10派1元(含税),2181196.365,1.0,218119.6365,2012-07-05,2012-07-06,2012-07-12,2181196.365,313002,实施方案
