,id,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,shareholders_plan_pub_date,shareholders_plan_bonusnote,distributed_share_base_shareholders,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,bonus_ratio_rmb,at_bonus_ratio_rmb,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,total_capital_before_transfer,plan_progress_code,plan_progress
000527,147938,430000527,广东美的电器股份有限公司,000527.XSHE,2012-12-31,年度分红,2013-04-01,10派6元(含税),338434.765,2013-04-23,10派6元(含税),338434.765,2013-05-31,10派6元(含税),338434.765,6.0,5.7,203060.859,2013-06-05,2013-06-06,2013-06-06,338434.765,313002,实施方案
000723,154686,430000723,山西美锦能源股份有限公司,000723.XSHE,2012-12-31,年度分红,2013-04-23,10送10股派2元(含税),13959.9195,2013-05-16,10送10股派2元(含税),13959.9195,2013-05-31,10送10股派2元(含税),13959.9195,2.0,1.4,2791.9839,2013-06-05,2013-06-06,2013-06-06,13959.9195,313002,实施方案
000728,154849,430000728,国元证券股份有限公司,000728.XSHE,2012-12-31,年度分红,2013-03-27,10派1元(含税),196410.0,2013-04-17,10派1元(含税),196410.0,2013-05-31,10派1元(含税),196410.0,1.0,0.95,19641.0,2013-06-05,2013-06-06,2013-06-06,196410.0,313002,实施方案
000780,156134,430000780,内蒙古平庄能源股份有限公司,000780.XSHE,2012-12-31,年度分红,2013-04-20,10派0.5元(含税),101430.6324,2013-05-18,10派0.5元(含税),101430.6324,2013-05-30,10派0.5元(含税),101430.6324,0.5,0.475,5071.5316,2013-06-05,2013-06-06,2013-06-06,101430.6324,313002,实施方案
000933,160541,430000933,河南神火煤电股份有限公司,000933.XSHE,2012-12-31,年度分红,2013-03-26,10派0.3元(含税),190050.0,2013-04-17,10派0.3元(含税),190050.0,2013-05-31,10派0.3元(含税),190050.0,0.3,0.285,5701.5,2013-06-05,2013-06-06,2013-06-06,190050.0,313002,实施方案
002065,319,300000405,东华软件股份公司,002065.XSHE,2012-12-31,年度分红,2013-04-10,10派2元(含税),68996.72,2013-05-06,10派2元(含税),68996.72,2013-05-29,10派2元(含税),68996.72,2.0,1.9,13799.344,2013-06-05,2013-06-06,2013-06-06,68996.72,313002,实施方案
002106,1518,300001921,深圳莱宝高科技股份有限公司,002106.XSHE,2012-12-31,年度分红,2013-03-22,10派1.5元(含税),70581.616,2013-04-18,10派1.5元(含税),70581.616,2013-05-31,10派1.5元(含税),70581.616,1.5,1.425,10587.2424,2013-06-05,2013-06-06,2013-06-06,70581.616,313002,实施方案
002122,2038,300002421,天马轴承集团股份有限公司,002122.XSHE,2012-12-31,年度分红,2013-04-23,10派1元(含税),118800.0,2013-05-16,10派1元(含税),118800.0,2013-05-30,10派1元(含税),118800.0,1.0,0.95,11880.0,2013-06-05,2013-06-06,2013-06-06,118800.0,313002,实施方案
002410,10325,300012609,广联达科技股份有限公司,002410.XSHE,2012-12-31,年度分红,2013-03-28,10转增3股派5元(含税),41310.0,2013-04-19,10转增3股派5元(含税),41310.0,2013-05-31,10转增3股派5元(含税),41310.0,5.0,4.75,20655.0,2013-06-05,2013-06-06,2013-06-06,41310.0,313002,实施方案
002555,14382,300018279,芜湖顺荣三七互娱网络科技股份有限公司,002555.XSHE,2012-12-31,年度分红,2013-04-24,10派3元(含税),13400.0,2013-05-21,10派3元(含税),13400.0,2013-05-31,10派3元(含税),13400.0,3.0,2.85,4020.0,2013-06-05,2013-06-06,2013-06-06,13400.0,313002,实施方案
002602,15931,300021007,浙江世纪华通集团股份有限公司,002602.XSHE,2012-12-31,年度分红,2013-04-23,10派1元(含税),26250.0,2013-05-16,10派1元(含税),26250.0,2013-05-31,10派1元(含税),26250.0,1.0,0.95,2625.0,2013-06-05,2013-06-06,2013-06-06,26250.0,313002,实施方案
300015,6732,300008390,爱尔眼科医院集团股份有限公司,300015.XSHE,2012-12-31,年度分红,2013-04-22,10派1元(含税),42720.0,2013-05-25,10派1元(含税),42720.0,2013-05-30,10派0.987411元(含税),43264.65,0.9874,0.938,4271.9991,2013-06-05,2013-06-06,2013-06-06,43264.65,313002,实施方案
600089,25199,420600089,特变电工股份有限公司,600089.XSHG,2012-12-31,年度分红,2013-03-27,10派1.2元(含税),263555.984,2013-04-17,10派1.2元(含税),263555.984,2013-05-27,10派1.2元(含税),263555.984,1.2,1.14,31626.7181,2013-05-30,2013-05-31,2013-06-06,263555.984,313002,实施方案
600633,130384,420600633,浙报数字文化集团股份有限公司,600633.XSHG,2012-12-31,年度分红,2013-04-27,10派2.5元(含税),59414.3795,2013-05-18,10派2.5元(含税),59414.3795,2013-05-27,10派2.5元(含税),59414.3795,2.5,2.375,14853.5949,2013-05-30,2013-05-31,2013-06-06,59414.3795,313002,实施方案
600887,140823,420600887,内蒙古伊利实业集团股份有限公司,600887.XSHG,2012-12-31,年度分红,2013-04-27,10派2.8元(含税),187085.8,2013-05-21,10派2.8元(含税),187085.8,2013-05-27,10派2.8元(含税),187085.8,2.8,2.66,52384.024000000005,2013-05-30,2013-05-31,2013-06-06,187085.8,313002,实施方案
