,id,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,shareholders_plan_pub_date,shareholders_plan_bonusnote,distributed_share_base_shareholders,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,bonus_ratio_rmb,at_bonus_ratio_rmb,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,total_capital_before_transfer,note,plan_progress_code,plan_progress
600588,39823,420600588,用友网络科技股份有限公司,600588.XSHG,2016-12-31,年度分红,2017-03-18,10派1.3元(含税),146421.7811,2017-04-08,10派1.3元(含税),146421.7811,2017-04-19,10派1.3元(含税),146421.7811,1.3,1.3,19034.8315,2017-04-25,2017-04-26,2017-04-26,146421.7811,以股权登记日总股本为基数,313002,实施方案
