,id,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,shareholders_plan_pub_date,shareholders_plan_bonusnote,distributed_share_base_shareholders,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,dividend_ratio,transfer_ratio,bonus_ratio_rmb,bonus_ratio_usd,bonus_ratio_hkd,at_bonus_ratio_rmb,exchange_rate,dividend_number,transfer_number,bonus_amount_rmb,a_registration_date,b_registration_date,a_xr_date,b_xr_baseday,b_final_trade_date,a_bonus_date,b_bonus_date,dividend_arrival_date,a_increment_listing_date,b_increment_listing_date,total_capital_before_transfer,total_capital_after_transfer,float_capital_before_transfer,float_capital_after_transfer,note,a_transfer_arrival_date,b_transfer_arrival_date,b_dividend_arrival_date,note_of_no_dividend,plan_progress_code,plan_progress,bonus_cancel_pub_date
0,152261,430000652,天津泰达股份有限公司,000652.XSHE,2010-06-30,,2010-08-10,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
1,152262,430000652,天津泰达股份有限公司,000652.XSHE,2010-12-31,年度分红,2011-03-10,10派1元(含税),147557.3852,2011-04-02,10派1元(含税),147557.3852,2011-05-24,10派1元(含税),147557.3852,,,1.0,,,,,,,14755.7385,2011-05-30,,2011-05-31,,,2011-05-31,,,,,147557.3852,,,,,,,,,313002,实施方案,
2,152263,430000652,天津泰达股份有限公司,000652.XSHE,2011-06-30,中期分红,2011-08-31,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
3,152264,430000652,天津泰达股份有限公司,000652.XSHE,2011-12-31,年度分红,2012-03-31,不分配不转增,,2012-04-27,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313003,股东大会预案,
4,152265,430000652,天津泰达股份有限公司,000652.XSHE,2012-06-30,中期分红,2012-08-28,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
5,152266,430000652,天津泰达股份有限公司,000652.XSHE,2012-12-31,年度分红,2013-03-28,不分配不转增,,2013-04-27,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313003,股东大会预案,
6,152267,430000652,天津泰达股份有限公司,000652.XSHE,2013-06-30,中期分红,2013-08-26,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
7,152268,430000652,天津泰达股份有限公司,000652.XSHE,2013-12-31,年度分红,2014-04-16,10派0.1元(含税),147557.3852,2014-05-31,10派0.1元(含税),147557.3852,2014-07-23,10派0.1元(含税),147557.3852,,,0.1,,,0.095,,,,1475.5739,2014-07-29,,2014-07-30,,,2014-07-30,,,,,147557.3852,,,,,,,,,313002,实施方案,
8,152269,430000652,天津泰达股份有限公司,000652.XSHE,2014-06-30,中期分红,2014-08-30,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
9,152270,430000652,天津泰达股份有限公司,000652.XSHE,2014-12-31,年度分红,2015-03-20,10派0.1元(含税),147557.3852,2015-05-06,10派0.1元(含税),147557.3852,2015-06-26,10派0.1元(含税),147557.3852,,,0.1,,,0.095,,,,1475.5739,2015-07-02,,2015-07-03,,,2015-07-03,,,,,147557.3852,,,,,,,,,313002,实施方案,
10,152271,430000652,天津泰达股份有限公司,000652.XSHE,2015-06-30,中期分红,2015-08-31,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
11,152272,430000652,天津泰达股份有限公司,000652.XSHE,2015-12-31,年度分红,2016-03-31,10派0.1元(含税),147557.3852,2016-06-29,10派0.1元(含税),147557.3852,2016-08-24,10派0.1元(含税),147557.3852,,,0.1,,,0.1,,,,1475.5739,2016-08-29,,2016-08-30,,,2016-08-30,,,,,147557.3852,,,,,,,,,313002,实施方案,
12,152273,430000652,天津泰达股份有限公司,000652.XSHE,2016-06-30,中期分红,2016-08-31,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
13,152274,430000652,天津泰达股份有限公司,000652.XSHE,2016-12-31,年度分红,2017-04-12,10派0.15元(含税),147557.3852,2017-05-16,10派0.15元(含税),147557.3852,2017-06-29,10派0.15元(含税),147557.3852,,,0.15,,,0.15,,,,2213.3608,2017-07-05,,2017-07-06,,,2017-07-06,,,,,147557.3852,,,,,,,,,313002,实施方案,
14,152275,430000652,天津泰达股份有限公司,000652.XSHE,2017-06-30,中期分红,2017-08-31,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
15,44334,430000652,天津泰达股份有限公司,000652.XSHE,2017-12-31,年度分红,2018-03-15,10派0.35元（含税）,,2018-04-10,10派0.35元（含税）,,2018-05-31,10派0.35元（含税）,147557.3852,,,0.35,,,0.35,,,,5164.5085,2018-06-06,,2018-06-07,,,2018-06-07,,,,,147557.3852,,,,以2017年12月31日的公司总股本为基数。,,,,,313002,实施方案,
16,168301,430000652,天津泰达股份有限公司,000652.XSHE,2018-06-30,中期分红,2018-08-31,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
17,169164,430000652,天津泰达股份有限公司,000652.XSHE,2018-12-31,年度分红,2019-03-20,10派0.4元(含税),,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,以2018年12月28日的公司总股本为基数,,,,,313001,董事会预案,
