,id,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,shareholders_plan_pub_date,shareholders_plan_bonusnote,distributed_share_base_shareholders,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,dividend_ratio,transfer_ratio,bonus_ratio_rmb,bonus_ratio_usd,bonus_ratio_hkd,at_bonus_ratio_rmb,exchange_rate,dividend_number,transfer_number,bonus_amount_rmb,a_registration_date,b_registration_date,a_xr_date,b_xr_baseday,b_final_trade_date,a_bonus_date,b_bonus_date,dividend_arrival_date,a_increment_listing_date,b_increment_listing_date,total_capital_before_transfer,total_capital_after_transfer,float_capital_before_transfer,float_capital_after_transfer,note,a_transfer_arrival_date,b_transfer_arrival_date,b_dividend_arrival_date,note_of_no_dividend,plan_progress_code,plan_progress,bonus_cancel_pub_date
0,2909,300003424,北京中长石基信息技术股份有限公司,002153.XSHE,2010-06-30,,2010-08-23,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
1,2910,300003424,北京中长石基信息技术股份有限公司,002153.XSHE,2010-12-31,年度分红,2011-03-09,10转增3.8股派1元(含税),22400.0,2011-04-13,10转增3.8股派1元(含税),22400.0,2011-04-15,10转增3.8股派1元(含税),22400.0,,3.8,1.0,,,,,,8512.0,2240.0,2011-04-21,,2011-04-22,,,2011-04-22,,,2011-04-22,,22400.0,30912.0,11586.6466,15989.5723,,2011-04-22,,,,313002,实施方案,
2,2911,300003424,北京中长石基信息技术股份有限公司,002153.XSHE,2011-06-30,中期分红,2011-08-20,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
3,2912,300003424,北京中长石基信息技术股份有限公司,002153.XSHE,2011-12-31,年度分红,2012-03-19,10派3元(含税),30912.0,2012-04-17,10派3元(含税),30912.0,2012-05-08,10派3元(含税),30912.0,,,3.0,,,,,,,9273.6,2012-05-11,,2012-05-14,,,2012-05-14,,,,,30912.0,,,,,,,,,313002,实施方案,
4,2913,300003424,北京中长石基信息技术股份有限公司,002153.XSHE,2012-06-30,中期分红,2012-08-21,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
5,2914,300003424,北京中长石基信息技术股份有限公司,002153.XSHE,2012-12-31,年度分红,2013-03-30,10派1元(含税),30912.0,2013-05-08,10派1元(含税),30912.0,2013-06-01,10派1元(含税),30912.0,,,1.0,,,0.95,,,,3091.2,2013-06-06,,2013-06-07,,,2013-06-07,,,,,30912.0,,,,,,,,,313002,实施方案,
6,2915,300003424,北京中长石基信息技术股份有限公司,002153.XSHE,2013-06-30,中期分红,2013-08-24,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
7,2916,300003424,北京中长石基信息技术股份有限公司,002153.XSHE,2013-12-31,年度分红,2014-04-16,10派1.2元(含税),30912.0,2014-05-08,10派1.2元(含税),30912.0,2014-06-09,10派1.2元(含税),30912.0,,,1.2,,,1.14,,,,3709.44,2014-06-12,,2014-06-13,,,2014-06-13,,,,,30912.0,,,,,,,,,313002,实施方案,
8,2917,300003424,北京中长石基信息技术股份有限公司,002153.XSHE,2014-06-30,中期分红,2014-08-26,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
9,2918,300003424,北京中长石基信息技术股份有限公司,002153.XSHE,2014-12-31,年度分红,2015-03-31,10派1.2元(含税),30912.0,2015-04-29,10派1.2元(含税),30912.0,2015-05-09,10派1.2元(含税),30912.0,,,1.2,,,1.14,,,,3709.44,2015-05-14,,2015-05-15,,,2015-05-15,,,,,30912.0,,,,,,,,,313002,实施方案,
