,id,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,shareholders_plan_pub_date,shareholders_plan_bonusnote,distributed_share_base_shareholders,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,dividend_ratio,transfer_ratio,bonus_ratio_rmb,bonus_ratio_usd,bonus_ratio_hkd,at_bonus_ratio_rmb,exchange_rate,dividend_number,transfer_number,bonus_amount_rmb,a_registration_date,b_registration_date,a_xr_date,b_xr_baseday,b_final_trade_date,a_bonus_date,b_bonus_date,dividend_arrival_date,a_increment_listing_date,b_increment_listing_date,total_capital_before_transfer,total_capital_after_transfer,float_capital_before_transfer,float_capital_after_transfer,note,a_transfer_arrival_date,b_transfer_arrival_date,b_dividend_arrival_date,note_of_no_dividend,plan_progress_code,plan_progress,bonus_cancel_pub_date
0,5020,300004625,浙江大华技术股份有限公司,002236.XSHE,2010-06-30,,2010-08-20,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
1,5021,300004625,浙江大华技术股份有限公司,002236.XSHE,2010-12-31,年度分红,2011-04-26,10送5转增5股派5元(含税),13954.02,2011-05-18,10送5转增5股派5元(含税),13954.02,2011-06-01,10送5转增5股派5元(含税),13954.02,5.0,5.0,5.0,,,,,6977.01,6977.01,6977.01,2011-06-07,,2011-06-08,,,2011-06-08,,2011-06-08,2011-06-08,,13954.02,27908.04,7195.1285,14390.257,2011-04-23：10送5转增5股派5元(含税),2011-06-08,,,,313002,实施方案,
2,5022,300004625,浙江大华技术股份有限公司,002236.XSHE,2011-06-30,中期分红,2011-07-27,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
3,5023,300004625,浙江大华技术股份有限公司,002236.XSHE,2011-12-31,年度分红,2012-02-24,10转增10股派2.5元(含税),27908.04,2012-04-11,10转增10股派2.5元(含税),27908.04,2012-05-22,10转增10股派2.5元(含税),27908.04,,10.0,2.5,,,,,,27908.04,6977.01,2012-05-28,,2012-05-29,,,2012-05-29,,,2012-05-29,,27908.04,55816.08,14848.5642,29697.1284,,2012-05-29,,,,313002,实施方案,
4,5024,300004625,浙江大华技术股份有限公司,002236.XSHE,2012-06-30,中期分红,2012-07-30,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
5,5025,300004625,浙江大华技术股份有限公司,002236.XSHE,2012-12-31,年度分红,2013-03-18,10送10股派1.6元(含税),55812.328,2013-04-09,10送10股派1.6元(含税),55812.328,2013-04-10,10送10股派1.6元(含税),55812.328,10.0,,1.6,,,1.02,,55812.328,,8929.9725,2013-04-15,,2013-04-16,,,2013-04-16,,2013-04-16,2013-04-16,,55812.328,111624.656,30527.0964,61054.1928,,,,,,313002,实施方案,
6,5026,300004625,浙江大华技术股份有限公司,002236.XSHE,2013-06-30,中期分红,2013-07-30,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
7,5027,300004625,浙江大华技术股份有限公司,002236.XSHE,2013-12-31,年度分红,2014-03-17,10派1元(含税),114613.3167,2014-05-05,10派1元(含税),114613.3167,2014-05-16,10派0.9791元(含税),117059.825,,,0.9791,,,0.9301,,,,11461.3275,2014-05-21,,2014-05-22,,,2014-05-22,,,,,117059.825,,,,2014-05-16：因限制性股票方案实施，分配股本基数和分红比例有调整。,,,,,313002,实施方案,
8,5028,300004625,浙江大华技术股份有限公司,002236.XSHE,2014-06-30,中期分红,2014-08-28,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
9,5029,300004625,浙江大华技术股份有限公司,002236.XSHE,2014-12-31,年度分红,2015-03-20,10派1元(含税),117027.075,2015-04-16,10派1元(含税),117027.075,2015-05-15,10派1元(含税),117027.075,,,1.0,,,0.95,,,,11702.7075,2015-05-21,,2015-05-22,,,2015-05-22,,,,,117027.075,,,,,,,,,313002,实施方案,
