,id,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,shareholders_plan_pub_date,shareholders_plan_bonusnote,distributed_share_base_shareholders,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,dividend_ratio,transfer_ratio,bonus_ratio_rmb,bonus_ratio_usd,bonus_ratio_hkd,at_bonus_ratio_rmb,exchange_rate,dividend_number,transfer_number,bonus_amount_rmb,a_registration_date,b_registration_date,a_xr_date,b_xr_baseday,b_final_trade_date,a_bonus_date,b_bonus_date,dividend_arrival_date,a_increment_listing_date,b_increment_listing_date,total_capital_before_transfer,total_capital_after_transfer,float_capital_before_transfer,float_capital_after_transfer,note,a_transfer_arrival_date,b_transfer_arrival_date,b_dividend_arrival_date,note_of_no_dividend,plan_progress_code,plan_progress,bonus_cancel_pub_date
0,152725,430000667,美好置业集团股份有限公司,000667.XSHE,2010-06-30,,2010-08-17,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
1,152726,430000667,美好置业集团股份有限公司,000667.XSHE,2010-12-31,年度分红,2011-04-19,不分配不转增,,2011-05-11,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313003,股东大会预案,
2,152727,430000667,美好置业集团股份有限公司,000667.XSHE,2011-06-30,中期分红,2011-08-16,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
3,152728,430000667,美好置业集团股份有限公司,000667.XSHE,2011-12-31,年度分红,2012-04-17,不分配不转增,,2012-05-10,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313003,股东大会预案,
4,152729,430000667,美好置业集团股份有限公司,000667.XSHE,2012-06-30,中期分红,2012-08-14,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
5,152730,430000667,美好置业集团股份有限公司,000667.XSHE,2012-12-31,年度分红,2013-04-16,10派0.25元(含税),257988.2332,2013-05-11,10派0.25元(含税),257988.2332,2013-06-26,10派0.25元(含税),257988.2332,,,0.25,,,0.2375,,,,6449.7058,2013-07-03,,2013-07-04,,,2013-07-04,,,,,257988.2332,,,,,,,,,313002,实施方案,
6,152731,430000667,美好置业集团股份有限公司,000667.XSHE,2013-06-30,中期分红,2013-08-13,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
7,152732,430000667,美好置业集团股份有限公司,000667.XSHE,2013-12-31,年度分红,2014-04-15,不分配不转增,,2014-05-10,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313003,股东大会预案,
8,152733,430000667,美好置业集团股份有限公司,000667.XSHE,2014-06-30,中期分红,2014-08-12,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
9,152734,430000667,美好置业集团股份有限公司,000667.XSHE,2014-12-31,年度分红,2015-02-17,不分配不转增,,2015-03-11,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313003,股东大会预案,
10,152735,430000667,美好置业集团股份有限公司,000667.XSHE,2015-06-30,中期分红,2015-07-11,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
11,152736,430000667,美好置业集团股份有限公司,000667.XSHE,2015-12-31,年度分红,2016-01-16,10派0.25元(含税),255959.2332,2016-02-06,10派0.25元(含税),255959.2332,2016-03-29,10派0.25元(含税),255959.2332,,,0.25,,,0.25,,,,6398.9808,2016-04-01,,2016-04-05,,,2016-04-05,,,,,255959.2332,,,,,,,,,313002,实施方案,
12,152737,430000667,美好置业集团股份有限公司,000667.XSHE,2016-06-30,中期分红,2016-07-20,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
13,152738,430000667,美好置业集团股份有限公司,000667.XSHE,2016-12-31,年度分红,2017-02-18,10派0.25元(含税),255959.2332,2017-03-11,10派0.25元(含税),255959.2332,2017-04-21,10派0.25元(含税),255959.2332,,,0.25,,,0.25,,,,6398.9808,2017-04-26,,2017-04-27,,,2017-04-27,,,,,255959.2332,,,,,,,,,313002,实施方案,
14,152739,430000667,美好置业集团股份有限公司,000667.XSHE,2017-06-30,中期分红,2017-08-10,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
15,44352,430000667,美好置业集团股份有限公司,000667.XSHE,2017-12-31,年度分红,2018-04-21,10派0.25元(含税),255959.2332,2018-05-15,10派0.25元(含税),255959.2332,2018-06-29,10派0.25元(含税),255959.2332,,,0.25,,,0.25,,,,6398.9808,2018-07-06,,2018-07-09,,,2018-07-09,,,,,255959.2332,,,,,,,,,313002,实施方案,
16,165096,430000667,美好置业集团股份有限公司,000667.XSHE,2018-06-30,中期分红,2018-08-10,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
17,168833,430000667,美好置业集团股份有限公司,000667.XSHE,2018-12-31,年度分红,2019-02-28,不分配不转增,,2019-03-29,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313003,股东大会预案,
