,id,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,shareholders_plan_pub_date,shareholders_plan_bonusnote,distributed_share_base_shareholders,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,dividend_ratio,transfer_ratio,bonus_ratio_rmb,bonus_ratio_usd,bonus_ratio_hkd,at_bonus_ratio_rmb,exchange_rate,dividend_number,transfer_number,bonus_amount_rmb,a_registration_date,b_registration_date,a_xr_date,b_xr_baseday,b_final_trade_date,a_bonus_date,b_bonus_date,dividend_arrival_date,a_increment_listing_date,b_increment_listing_date,total_capital_before_transfer,total_capital_after_transfer,float_capital_before_transfer,float_capital_after_transfer,note,a_transfer_arrival_date,b_transfer_arrival_date,b_dividend_arrival_date,note_of_no_dividend,plan_progress_code,plan_progress,bonus_cancel_pub_date
0,10729,300012875,棕榈生态城镇发展股份有限公司,002431.XSHE,2010-06-30,中期分红,2010-08-27,10转增6股派4元（含税）,12000.0,2010-09-14,10转增6股派4元（含税）,12000.0,2010-10-14,10转增6股派4元（含税）,12000.0,,6.0,4.0,,,,,,7200.0,4800.0,2010-10-20,,2010-10-21,,,2010-10-21,,,2010-10-21,,12000.0,19200.0,3000.0,4800.0,,2010-10-21,,,,313002,实施方案,
1,10730,300012875,棕榈生态城镇发展股份有限公司,002431.XSHE,2010-12-31,年度分红,2011-03-08,10转增10股派1元(含税),19200.0,2011-03-30,10转增10股派1元(含税),19200.0,2011-04-08,10转增10股派1元(含税),19200.0,,10.0,1.0,,,,,,19200.0,1920.0,2011-04-15,,2011-04-18,,,2011-04-18,,,2011-04-18,,19200.0,38400.0,4800.0,9600.0,2011-02-22:10转增10股派1元(含税),2011-04-18,,,,313002,实施方案,
2,10731,300012875,棕榈生态城镇发展股份有限公司,002431.XSHE,2011-06-30,中期分红,2011-08-16,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
3,10732,300012875,棕榈生态城镇发展股份有限公司,002431.XSHE,2011-12-31,年度分红,2012-03-31,10派0.5元(含税),38400.0,2012-04-24,10派0.5元(含税),38400.0,2012-05-11,10派0.5元(含税),38400.0,,,0.5,,,,,,,1920.0,2012-05-17,,2012-05-18,,,2012-05-18,,,,,38400.0,,,,,,,,,313002,实施方案,
4,10733,300012875,棕榈生态城镇发展股份有限公司,002431.XSHE,2012-06-30,中期分红,2012-08-17,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
5,10734,300012875,棕榈生态城镇发展股份有限公司,002431.XSHE,2012-12-31,年度分红,2013-03-27,10转增2股派0.5元(含税),38400.0,2013-04-18,10转增2股派0.5元(含税),38400.0,2013-05-15,10转增2股派0.5元(含税),38400.0,,2.0,0.5,,,0.475,,,7680.0,1920.0,2013-05-21,,2013-05-22,,,2013-05-22,,,2013-05-22,,38400.0,46080.0,18134.0621,21760.8745,,2013-05-22,,,,313002,实施方案,
6,10735,300012875,棕榈生态城镇发展股份有限公司,002431.XSHE,2013-06-30,中期分红,2013-07-31,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
7,10736,300012875,棕榈生态城镇发展股份有限公司,002431.XSHE,2013-12-31,年度分红,2014-03-28,10派1.3元(含税),46080.0,2014-04-23,10派1.3元(含税),46080.0,2014-05-08,10派1.3元(含税),46080.0,,,1.3,,,1.235,,,,5990.4,2014-05-14,,2014-05-15,,,2014-05-15,,,,,46080.0,,,,,,,,,313002,实施方案,
8,10737,300012875,棕榈生态城镇发展股份有限公司,002431.XSHE,2014-06-30,中期分红,2014-07-31,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
9,10738,300012875,棕榈生态城镇发展股份有限公司,002431.XSHE,2014-12-31,年度分红,2015-04-15,10派0.7元(含税),55089.3,2015-05-12,10派0.7元(含税),55089.3,2015-06-25,10派0.7元(含税),55079.86,,,0.7,,,0.665,,,,3855.5902,2015-06-30,,2015-07-01,,,2015-07-01,,,,,55079.86,,,,2015-6-25：分配股本基数变更为55079.86万股。,,,,,313002,实施方案,
10,10739,300012875,棕榈生态城镇发展股份有限公司,002431.XSHE,2015-06-30,中期分红,2015-08-31,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
11,10740,300012875,棕榈生态城镇发展股份有限公司,002431.XSHE,2015-12-31,年度分红,2016-03-31,10转增15股,55079.86,2016-04-22,10转增15股,55079.86,2016-04-28,10转增15股,55079.86,,15.0,,,,,,,82619.79,,2016-05-05,,2016-05-06,,,,,,,,55079.86,137699.65,35513.5096,88783.774,,2016-05-06,,,,313002,实施方案,
12,10741,300012875,棕榈生态城镇发展股份有限公司,002431.XSHE,2016-06-30,中期分红,2016-08-23,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
13,10742,300012875,棕榈生态城镇发展股份有限公司,002431.XSHE,2016-12-31,年度分红,2017-04-20,10派0.2元(含税),137699.65,2017-05-12,10派0.2元(含税),137699.65,2017-05-16,10派0.2元(含税),137699.65,,,0.2,,,0.2,,,,2753.993,2017-05-19,,2017-05-22,,,2017-05-22,,,,,137699.65,,,,,,,,,313002,实施方案,
