,id,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,shareholders_plan_pub_date,shareholders_plan_bonusnote,distributed_share_base_shareholders,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,bonus_ratio_rmb,at_bonus_ratio_rmb,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,total_capital_before_transfer,plan_progress_code,plan_progress
002044,163543,430002044,美年大健康产业控股股份有限公司,002044.XSHE,2016-12-31,年度分红,2017-03-21,10派0.15元(含税),242148.2706,2017-04-12,10派0.15元(含税),242148.2706,2017-04-19,10派0.15元(含税),242148.2706,0.15,0.15,3632.2241,2017-04-24,2017-04-25,2017-04-25,242148.2706,313002,实施方案
300017,6706,300008387,网宿科技股份有限公司,300017.XSHE,2016-12-31,年度分红,2017-03-14,10转增20股派2.5元(含税),80154.3597,2017-04-07,10转增20股派2.5元(含税),80154.3597,2017-04-19,10转增19.95476000股派2.49434500元(含税),80336.058,2.4943,2.4943,20038.5845,2017-04-24,2017-04-25,2017-04-25,80336.058,313002,实施方案
603288,19459,300023228,佛山市海天调味食品股份有限公司,603288.XSHG,2016-12-31,年度分红,2017-03-23,10派6.8元(含税),270495.07,2017-04-13,10派6.8元(含税),270495.07,2017-04-19,10派6.8元(含税),270495.07,6.8,6.8,183936.6476,2017-04-24,2017-04-25,2017-04-25,270495.07,313002,实施方案
