,id,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,shareholders_plan_pub_date,shareholders_plan_bonusnote,distributed_share_base_shareholders,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,dividend_ratio,transfer_ratio,bonus_ratio_rmb,bonus_ratio_usd,bonus_ratio_hkd,at_bonus_ratio_rmb,exchange_rate,dividend_number,transfer_number,bonus_amount_rmb,a_registration_date,b_registration_date,a_xr_date,b_xr_baseday,b_final_trade_date,a_bonus_date,b_bonus_date,dividend_arrival_date,a_increment_listing_date,b_increment_listing_date,total_capital_before_transfer,total_capital_after_transfer,float_capital_before_transfer,float_capital_after_transfer,note,a_transfer_arrival_date,b_transfer_arrival_date,b_dividend_arrival_date,note_of_no_dividend,plan_progress_code,plan_progress,bonus_cancel_pub_date
0,132110,420600675,中华企业股份有限公司,600675.XSHG,2010-06-30,,2010-08-18,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
1,132111,420600675,中华企业股份有限公司,600675.XSHG,2010-12-31,年度分红,2011-02-01,10派1元(含税),141443.8938,2011-03-01,10派1元(含税),141443.8938,2011-04-12,10派1元(含税),141443.8938,,,1.0,,,,,,,14144.3894,2011-04-15,,2011-04-18,,,2011-04-21,,,,,141443.8938,,,,,,,,,313002,实施方案,
2,132112,420600675,中华企业股份有限公司,600675.XSHG,2011-06-30,中期分红,2011-08-31,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
3,132113,420600675,中华企业股份有限公司,600675.XSHG,2011-12-31,年度分红,2012-03-16,10送1股派0.15元(含税),141443.8938,2012-04-11,10送1股派0.15元(含税),141443.8938,2012-05-15,10送1股派0.15元(含税),141443.8938,1.0,,0.15,,,,,14144.3894,,2121.6584,2012-05-18,,2012-05-21,,,2012-05-25,,2012-05-22,2012-05-22,,141443.8938,155588.2832,141443.8938,155588.2832,,,,,,313002,实施方案,
4,132114,420600675,中华企业股份有限公司,600675.XSHG,2012-06-30,中期分红,2012-08-17,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
5,132115,420600675,中华企业股份有限公司,600675.XSHG,2012-12-31,年度分红,2013-03-15,10派1.2元(含税),155588.2832,2013-06-19,10派1.2元(含税),155588.2832,2013-07-10,10派1.2元(含税),155588.2832,,,1.2,,,1.14,,,,18670.594,2013-07-15,,2013-07-16,,,2013-07-19,,,,,155588.2832,,,,,,,,,313002,实施方案,
6,132116,420600675,中华企业股份有限公司,600675.XSHG,2013-06-30,中期分红,2013-08-16,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
7,132117,420600675,中华企业股份有限公司,600675.XSHG,2013-12-31,年度分红,2014-03-12,10送2股派1元(含税),155588.2832,2014-04-24,10送2股派1元(含税),155588.2832,2014-06-11,10送2股派1元(含税),155588.2832,2.0,,1.0,,,0.85,,31117.6566,,15558.8283,2014-06-16,,2014-06-17,,,2014-06-17,,2014-06-18,2014-06-18,,155588.2832,186705.9398,155588.2832,186705.9398,,,,,,313002,实施方案,
8,132118,420600675,中华企业股份有限公司,600675.XSHG,2014-06-30,中期分红,2014-08-09,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
9,132119,420600675,中华企业股份有限公司,600675.XSHG,2014-12-31,年度分红,2015-03-20,不分配不转增,,2015-06-30,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313003,股东大会预案,
10,132120,420600675,中华企业股份有限公司,600675.XSHG,2015-06-30,中期分红,2015-08-29,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
11,132121,420600675,中华企业股份有限公司,600675.XSHG,2015-12-31,年度分红,2016-03-19,不分配不转增,,2016-04-13,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313003,股东大会预案,
12,132122,420600675,中华企业股份有限公司,600675.XSHG,2016-06-30,中期分红,2016-08-19,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
13,132123,420600675,中华企业股份有限公司,600675.XSHG,2016-12-31,年度分红,2017-02-22,不分配不转增,,2017-06-22,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313003,股东大会预案,
14,132124,420600675,中华企业股份有限公司,600675.XSHG,2017-06-30,中期分红,2017-08-09,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
15,43744,420600675,中华企业股份有限公司,600675.XSHG,2017-12-31,年度分红,2018-02-14,不分配不转增,,2018-06-30,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313003,股东大会预案,
16,165957,420600675,中华企业股份有限公司,600675.XSHG,2018-06-30,中期分红,2018-08-22,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
17,168862,420600675,中华企业股份有限公司,600675.XSHG,2018-12-31,年度分红,2019-03-06,10转增2股派1.8元(含税),,,,,,,,,2.0,1.8,,,,,,,,,,,,,,,,,,,,,,以2018年末总股本为基数,,,,,313001,董事会预案,
