,id,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,shareholders_plan_pub_date,shareholders_plan_bonusnote,distributed_share_base_shareholders,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,bonus_ratio_rmb,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,total_capital_before_transfer,plan_progress_code,plan_progress
000069,145028,430000069,深圳华侨城股份有限公司,000069.XSHE,2011-12-31,年度分红,2012-03-17,10送3股派0.6元(含税),559346.0436,2012-04-27,10送3股派0.6元(含税),559346.0436,2012-05-22,10送3股派0.6元(含税),559346.0436,0.6,33560.7626,2012-05-25,2012-05-28,2012-05-28,559346.0436,313002,实施方案
600339,33574,420600339,中国石油集团工程股份有限公司,600339.XSHG,2011-12-31,年度分红,2012-03-30,10派0.45元(含税),57815.4688,2012-04-27,10派0.45元(含税),57815.4688,2012-05-17,10派0.45元(含税),57815.4688,0.45,2601.6961,2012-05-22,2012-05-23,2012-05-28,57815.4688,313002,实施方案
600674,132069,420600674,四川川投能源股份有限公司,600674.XSHG,2011-12-31,年度分红,2012-03-28,10转增8股派0.4元(含税),109592.3973,2012-04-19,10转增8股派0.4元(含税),109592.3973,2012-05-16,10转增8股派0.4元(含税),109592.3973,0.4,4383.6959,2012-05-21,2012-05-22,2012-05-28,109592.3973,313002,实施方案
