,id,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,shareholders_plan_pub_date,shareholders_plan_bonusnote,distributed_share_base_shareholders,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,bonus_ratio_rmb,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,total_capital_before_transfer,plan_progress_code,plan_progress
000783,156212,430000783,长江证券股份有限公司,000783.XSHE,2010-12-31,年度分红,2011-04-28,10派3元(含税),237123.3839,2011-05-27,10派3元(含税),237123.3839,2011-06-30,10派3元(含税),237123.3839,3.0,71137.0152,2011-07-05,2011-07-06,2011-07-06,237123.3839,313002,实施方案
600050,23622,420600050,中国联合网络通信股份有限公司,600050.XSHG,2010-12-31,年度分红,2011-03-30,10派0.26元(含税),2119659.6395,2011-05-25,10派0.26元(含税),2119659.6395,2011-06-24,10派0.26元(含税),2119659.6395,0.26,55111.1506,2011-06-30,2011-07-01,2011-07-06,2119659.6395,313002,实施方案
600104,25772,420600104,上海汽车集团股份有限公司,600104.XSHG,2010-12-31,年度分红,2011-03-31,10派2元(含税),924242.1691,2011-05-28,10派2元(含税),924242.1691,2011-06-24,10派2元(含税),924242.1691,2.0,184848.4338,2011-06-30,2011-07-01,2011-07-06,924242.1691,313002,实施方案
600783,136563,420600783,鲁信创业投资集团股份有限公司,600783.XSHG,2010-12-31,年度分红,2011-04-30,10转增10股派0.9元(含税),37217.9647,2011-05-24,10转增10股派0.9元(含税),37217.9647,2011-06-23,10转增10股派0.9元(含税),37217.9647,0.9,3349.6168,2011-06-28,2011-06-29,2011-07-06,37217.9647,313002,实施方案
