,id,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,shareholders_plan_pub_date,shareholders_plan_bonusnote,distributed_share_base_shareholders,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,dividend_ratio,transfer_ratio,bonus_ratio_rmb,bonus_ratio_usd,bonus_ratio_hkd,at_bonus_ratio_rmb,exchange_rate,dividend_number,transfer_number,bonus_amount_rmb,a_registration_date,b_registration_date,a_xr_date,b_xr_baseday,b_final_trade_date,a_bonus_date,b_bonus_date,dividend_arrival_date,a_increment_listing_date,b_increment_listing_date,total_capital_before_transfer,total_capital_after_transfer,float_capital_before_transfer,float_capital_after_transfer,note,a_transfer_arrival_date,b_transfer_arrival_date,b_dividend_arrival_date,note_of_no_dividend,plan_progress_code,plan_progress,bonus_cancel_pub_date
0,138841,420600839,四川长虹电器股份有限公司,600839.XSHG,2010-06-30,中期分红,2010-08-28,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
1,138842,420600839,四川长虹电器股份有限公司,600839.XSHG,2010-12-31,年度分红,2011-04-08,10转增2.5股,284731.7127,2011-06-09,10转增2.5股,284731.7127,2011-06-20,10转增2.5股,284731.7127,,2.5,,,,,,,71182.9282,,2011-06-23,,2011-06-24,,,,,,2011-06-27,,284731.7127,355914.6409,284174.063,355217.5788,2011-05-25:董事会提出新的分预案10转增2.5股，原分配预案为10送1转增1股。,2011-06-27,,,,313002,实施方案,
2,138843,420600839,四川长虹电器股份有限公司,600839.XSHG,2011-06-30,中期分红,2011-08-24,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
3,138844,420600839,四川长虹电器股份有限公司,600839.XSHG,2011-12-31,年度分红,2012-04-18,不分配不转增,,2012-06-19,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313003,股东大会预案,
4,138845,420600839,四川长虹电器股份有限公司,600839.XSHG,2012-06-30,中期分红,2012-08-28,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
5,138846,420600839,四川长虹电器股份有限公司,600839.XSHG,2012-12-31,年度分红,2013-04-19,10派0.1元(含税),461624.4222,2013-06-29,10派0.1元(含税),461624.4222,2013-08-07,10派0.1元(含税),461624.4222,,,0.1,,,0.095,,,,4616.2442,2013-08-12,,2013-08-13,,,2013-08-20,,,,,461624.4222,,,,,,,,,313002,实施方案,
6,138847,420600839,四川长虹电器股份有限公司,600839.XSHG,2013-06-30,中期分红,2013-08-22,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
7,138848,420600839,四川长虹电器股份有限公司,600839.XSHG,2013-12-31,年度分红,2014-04-10,10派0.2元(含税),461624.4222,2014-05-30,10派0.2元(含税),461624.4222,2014-07-15,10派0.2元(含税),461624.4222,,,0.2,,,0.19,,,,9232.4884,2014-07-21,,2014-07-22,,,2014-07-22,,,,,461624.4222,,,,,,,,,313002,实施方案,
8,138849,420600839,四川长虹电器股份有限公司,600839.XSHG,2014-06-30,中期分红,2014-08-19,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
9,138850,420600839,四川长虹电器股份有限公司,600839.XSHG,2014-12-31,年度分红,2015-03-31,不分配不转增,,2015-07-01,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313003,股东大会预案,
10,138851,420600839,四川长虹电器股份有限公司,600839.XSHG,2015-06-30,中期分红,2015-08-18,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
11,138852,420600839,四川长虹电器股份有限公司,600839.XSHG,2015-12-31,年度分红,2016-04-09,不分配不转增,,2016-07-05,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313003,股东大会预案,
12,138853,420600839,四川长虹电器股份有限公司,600839.XSHG,2016-06-30,中期分红,2016-07-30,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
13,138854,420600839,四川长虹电器股份有限公司,600839.XSHG,2016-12-31,年度分红,2017-04-28,10派0.4元(含税),461624.4222,2017-06-29,10派0.4元(含税),461624.4222,2017-07-15,10派0.4元(含税),461624.4222,,,0.4,,,0.4,,,,18464.9769,2017-07-20,,2017-07-21,,,2017-07-21,,,,,461624.4222,,,,,,,,,313002,实施方案,
14,138855,420600839,四川长虹电器股份有限公司,600839.XSHG,2017-06-30,中期分红,2017-08-18,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
15,43866,420600839,四川长虹电器股份有限公司,600839.XSHG,2017-12-31,年度分红,2018-04-18,10派0.12元(含税),461624.4222,2018-06-29,10派0.12元(含税),461624.4222,2018-07-31,10派0.12元(含税),461624.4222,,,0.12,,,0.12,,,,5539.4931,2018-08-06,,2018-08-07,,,2018-08-07,,,,,461624.4222,,,,,,,,,313002,实施方案,
16,166313,420600839,四川长虹电器股份有限公司,600839.XSHG,2018-06-30,中期分红,2018-08-24,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
