,id,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,shareholders_plan_pub_date,shareholders_plan_bonusnote,distributed_share_base_shareholders,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,bonus_ratio_rmb,at_bonus_ratio_rmb,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,total_capital_before_transfer,plan_progress_code,plan_progress
000977,161675,430000977,浪潮电子信息产业股份有限公司,000977.XSHE,2013-12-31,年度分红,2014-03-29,10转增10股派0.8元(含税),23993.1438,2014-04-19,10转增10股派0.8元(含税),23993.1438,2014-05-07,10转增10股派0.8元(含税),23993.1438,0.8,0.76,1919.4515,2014-05-12,2014-05-13,2014-05-13,23993.1438,313002,实施方案
002292,6275,300007988,奥飞娱乐股份有限公司,002292.XSHE,2013-12-31,年度分红,2014-04-09,10派1元(含税),61440.0,2014-05-05,10派1元(含税),61440.0,2014-05-06,10派1元(含税),61440.0,1.0,0.95,6144.0,2014-05-12,2014-05-13,2014-05-13,61440.0,313002,实施方案
300124,10233,300012527,深圳市汇川技术股份有限公司,300124.XSHE,2013-12-31,年度分红,2014-03-13,10转增10股派10元(含税),38880.0,2014-04-08,10转增10股派10元(含税),38880.0,2014-05-06,10转增9.937340股派9.937340元(含税),39125.155,9.9373,9.4405,38879.9968,2014-05-12,2014-05-13,2014-05-13,39125.155,313002,实施方案
