,id,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,shareholders_plan_pub_date,shareholders_plan_bonusnote,distributed_share_base_shareholders,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,bonus_ratio_rmb,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,total_capital_before_transfer,plan_progress_code,plan_progress
002460,11545,300013787,江西赣锋锂业股份有限公司,002460.XSHE,2011-12-31,年度分红,2012-03-13,10派2元(含税),15000.0,2012-04-12,10派2元(含税),15000.0,2012-05-10,10派2元(含税),15000.0,2.0,3000.0,2012-05-16,2012-05-17,2012-05-17,15000.0,313002,实施方案
300033,6866,300008416,浙江核新同花顺网络信息股份有限公司,300033.XSHE,2011-12-31,年度分红,2012-04-17,10派1.4元(含税),13440.0,2012-05-09,10派1.4元(含税),13440.0,2012-05-11,10派1.4元(含税),13440.0,1.4,1881.6,2012-05-16,2012-05-17,2012-05-17,13440.0,313002,实施方案
300058,8162,300010147,北京蓝色光标数据科技股份有限公司,300058.XSHE,2011-12-31,年度分红,2012-03-01,10转增10股派2元(含税),18000.0,2012-03-23,10转增10股派2元(含税),18000.0,2012-05-11,10转增10股派2元(含税),18000.0,2.0,3600.0,2012-05-16,2012-05-17,2012-05-17,18000.0,313002,实施方案
300124,10229,300012527,深圳市汇川技术股份有限公司,300124.XSHE,2011-12-31,年度分红,2012-03-27,10转增8股派6元(含税),21600.0,2012-04-21,10转增8股派6元(含税),21600.0,2012-05-10,10转增8股派6元(含税),21600.0,6.0,12960.0,2012-05-16,2012-05-17,2012-05-17,21600.0,313002,实施方案
