day,market_cap
2010-10-18,438.1544
2010-10-19,434.4254
2010-10-20,403.9721
2010-10-21,407.3904
2010-10-22,400.2432
2010-10-25,406.7689
2010-10-26,409.8764
2010-10-27,411.1193
2010-10-28,408.3226
2010-10-29,401.7969
2010-11-01,404.5936
2010-11-02,406.4581
2010-11-03,413.6053
2010-11-04,411.7408
2010-11-05,417.645
2010-11-08,431.3179
2010-11-09,418.88800000000003
2010-11-10,403.3506
2010-11-11,404.2829
2010-11-12,371.0329
2010-11-15,377.2478
2010-11-16,362.3319
2010-11-17,364.1964
2010-11-18,373.5189
2010-11-19,373.8296
2010-11-22,368.8576
2010-11-23,361.0889
2010-11-24,364.8179
2010-11-25,374.7618
2010-11-26,367.3039
2010-11-29,364.8179
2010-11-30,360.1567
2010-12-01,365.4394
2010-12-02,364.1964
2010-12-03,372.2759
2010-12-06,368.5469
2010-12-07,372.2759
2010-12-08,365.7502
2010-12-09,362.6427
2010-12-10,366.9932
2010-12-13,366.9932
2010-12-14,376.6263
2010-12-15,372.5866
2010-12-16,378.1801
2010-12-17,375.0726
2010-12-20,380.3553
2010-12-21,410.1871
2010-12-22,407.0796
2010-12-23,409.2549
2010-12-24,410.1871
2010-12-27,397.7572
2010-12-28,380.6661
2010-12-29,381.5983
2010-12-30,374.7618
2010-12-31,377.5586
2011-01-04,399.3109
2011-01-05,395.2712
2011-01-06,397.4464
2011-01-07,400.8647
2011-01-10,395.582
2011-01-11,403.3506
2011-01-12,416.4021
2011-01-13,412.0516
2011-01-14,412.3623
2011-01-17,381.5983
2011-01-18,389.0562
2011-01-19,397.7572
2011-01-20,377.2478
2011-01-21,390.9207
2011-01-24,396.5142
2011-01-25,396.8249
2011-01-26,396.2034
2011-01-27,380.3553
2011-01-28,372.5866
2011-01-31,377.5586
2011-02-01,376.0048
2011-02-09,371.6544
2011-02-10,378.4908
2011-02-11,393.7175
2011-02-14,404.5936
2011-02-15,402.1077
2011-02-16,400.5539
2011-02-17,397.4464
2011-02-18,399.0002
2011-02-21,405.5259
2011-02-22,381.909
2011-02-23,381.5983
2011-02-24,383.152
2011-02-25,382.8413
2011-02-28,396.8249
2011-03-01,436.6007
2011-03-02,436.2899
2011-03-03,439.3974
2011-03-04,443.7479
2011-03-07,450.8951
2011-03-08,453.6918
2011-03-09,466.1217
2011-03-10,461.4605
2011-03-11,453.6918
2011-03-14,460.839
2011-03-15,456.1778
2011-03-16,453.0703
2011-03-17,450.5843
2011-03-18,456.1778
2011-03-21,462.082
2011-03-22,463.0142
2011-03-23,480.7268
2011-03-24,477.9301
2011-03-25,477.9301
2011-03-28,476.6871
2011-03-29,467.9862
2011-03-30,465.811
2011-03-31,459.596
2011-04-01,467.6754
2011-04-06,468.2969
2011-04-07,467.3647
2011-04-08,467.9862
2011-04-11,448.7198
2011-04-12,454.0025
2011-04-13,463.325
2011-04-14,450.2736
2011-04-15,469.8507
2011-04-18,502.8521
2011-04-19,484.3937
2011-04-20,478.8002
2011-04-21,485.5124
2011-04-22,485.5124
2011-04-25,470.41
2011-04-26,461.4605
2011-04-27,450.8329
2011-04-28,447.4768
2011-04-29,456.4264
2011-05-03,445.7988
2011-05-04,430.1371
2011-05-05,435.7306
2011-05-06,437.4086
2011-05-09,431.8151
2011-05-10,445.2395
2011-05-11,449.1549
2011-05-12,441.8834
2011-05-13,447.4768
2011-05-16,447.4768
2011-05-17,456.4264
2011-05-18,455.86699999999996
2011-05-19,447.4768
2011-05-20,443.0021
2011-05-23,425.103
2011-05-24,425.6623
2011-05-25,410.0006
2011-05-26,403.2885
2011-05-27,402.1698
2011-05-30,401.0511
2011-05-31,411.6787
2011-06-01,411.6787
2011-06-02,406.0852
2011-06-03,413.3567
2011-06-07,419.5095
2011-06-08,427.3404
2011-06-09,416.7128
2011-06-10,421.1876
2011-06-13,422.3063
2011-06-14,436.2899
2011-06-15,428.4591
2011-06-16,418.9502
2011-06-17,416.7128
2011-06-20,413.3567
2011-06-21,416.1535
2011-06-22,422.3063
2011-06-23,427.8997
2011-06-24,436.2899
2011-06-27,435.1712
2011-06-28,432.9338
2011-06-29,428.4591
2011-06-30,442.4427
2011-07-01,455.86699999999996
2011-07-04,459.2231
2011-07-05,462.0198
2011-07-06,461.4605
2011-07-07,460.9011
2011-07-08,464.8166
2011-07-11,462.5792
2011-07-12,451.3923
2011-07-13,457.5451
2011-07-14,454.7483
2011-07-15,445.7988
2011-07-18,446.9175
2011-07-19,450.8329
2011-07-20,445.7988
2011-07-21,436.2899
2011-07-22,435.7306
2011-07-25,418.3908
2011-07-26,426.781
2011-07-27,430.6965
2011-07-28,437.4086
2011-07-29,430.6965
2011-08-01,433.4932
2011-08-02,437.968
2011-08-03,438.5273
2011-08-04,432.9338
2011-08-05,423.9843
2011-08-08,411.1193
2011-08-09,420.6282
2011-08-10,433.4932
2011-08-11,443.5614
2011-08-12,437.968
2011-08-15,441.8834
2011-08-16,434.6119
2011-08-17,423.9843
2011-08-18,418.3908
2011-08-19,415.0348
2011-08-22,412.23800000000006
2011-08-23,419.5095
2011-08-24,416.1535
2011-08-25,427.8997
2011-08-26,429.5778
2011-08-29,419.5095
2011-08-30,418.9502
2011-08-31,412.23800000000006
2011-09-01,410.56
2011-09-02,407.2039
2011-09-05,408.88199999999995
2011-09-06,403.8478
2011-09-07,414.4754
2011-09-08,415.0348
2011-09-09,415.0348
2011-09-13,410.56
2011-09-14,413.3567
2011-09-15,412.23800000000006
2011-09-16,412.23800000000006
2011-09-19,407.2039
2011-09-20,404.4072
2011-09-21,412.7974
2011-09-22,397.1357
2011-09-23,391.5422
2011-09-26,374.7618
2011-09-27,368.60900000000004
2011-09-28,359.6595
2011-09-29,357.9815
2011-09-30,357.4221
2011-10-10,341.2011
2011-10-11,334.4889
2011-10-12,349.5913
2011-10-13,354.066
2011-10-14,359.1002
