day,market_cap
2010-10-18,235.6157
2010-10-19,240.9568
2010-10-20,236.1196
2010-10-21,259.7013
2010-10-22,271.7945
2010-10-25,299.0042
2010-10-26,299.1049
2010-10-27,291.4459
2010-10-28,291.4459
2010-10-29,289.0273
2010-11-01,317.8494
2010-11-02,313.6168
2010-11-03,292.3529
2010-11-04,299.6088
2010-11-05,302.4306
2010-11-08,296.6863
2010-11-09,298.5003
2010-11-10,304.4461
2010-11-11,304.3453
2010-11-12,273.9108
2010-11-15,264.8409
2010-11-16,241.8638
2010-11-17,234.8095
2010-11-18,245.6933
2010-11-19,246.6003
2010-11-22,250.5306
2010-11-23,237.8328
2010-11-24,243.577
2010-11-25,249.2205
2010-11-26,242.7708
2010-11-29,237.2281
2010-11-30,237.4297
2010-12-01,241.6623
2010-12-02,245.391
2010-12-03,243.6778
2010-12-06,243.7786
2010-12-07,247.5073
2010-12-08,245.5926
2010-12-09,240.6545
2010-12-10,245.8949
2010-12-13,264.0347
2010-12-14,264.0347
2010-12-15,260.3059
2010-12-16,254.864
2010-12-17,256.4764
2010-12-20,251.0345
2010-12-21,260.4067
2010-12-22,257.9881
2010-12-23,253.957
2010-12-24,251.1353
2010-12-27,243.8794
2010-12-28,238.8405
2010-12-29,242.7708
2010-12-30,245.8949
2010-12-31,258.8951
2011-01-04,281.5698
2011-01-05,283.5853
2011-01-06,280.562
2011-01-07,269.6782
2011-01-10,263.3292
2011-01-11,271.996
2011-01-12,270.2828
2011-01-13,265.7479
2011-01-14,255.4687
2011-01-17,269.7789
2011-01-18,274.1123
2011-01-19,291.9498
2011-01-20,286.4071
2011-01-21,288.7249
2011-01-24,264.7401
2011-01-25,254.0578
2011-01-26,253.05
2011-01-27,260.8098
2011-01-28,263.7324
2011-01-31,263.43
2011-02-01,279.7558
2011-02-09,269.2751
2011-02-10,277.9419
2011-02-11,281.5698
2011-02-14,292.0506
2011-02-15,290.4381
2011-02-16,302.6321
2011-02-17,296.384
2011-02-18,288.2211
2011-02-21,296.9886
2011-02-22,282.4768
2011-02-23,284.3916
2011-02-24,287.0117
2011-02-25,292.0506
2011-02-28,292.756
