day,market_cap
2010-10-18,163.213
2010-10-19,168.66099999999997
2010-10-20,168.7518
2010-10-21,172.2022
2010-10-22,179.3981
2010-10-25,181.0098
2010-10-26,175.1759
2010-10-27,173.6323
2010-10-28,170.25
2010-10-29,171.612
2010-11-01,174.4041
2010-11-02,171.0445
2010-11-03,166.9585
2010-11-04,169.3193
2010-11-05,170.477
2010-11-08,177.8318
2010-11-09,178.6263
2010-11-10,183.2571
2010-11-11,178.195
2010-11-12,167.9573
2010-11-15,172.97400000000002
2010-11-16,174.9035
2010-11-17,167.7984
2010-11-18,169.342
2010-11-19,173.3826
2010-11-22,174.9035
2010-11-23,177.4913
2010-11-24,180.3061
2010-11-25,179.5797
2010-11-26,176.37900000000002
2010-11-29,182.6896
2010-11-30,177.0373
2010-12-01,173.428
2010-12-02,173.2691
2010-12-03,171.0899
2010-12-06,169.0242
2010-12-07,169.4782
2010-12-08,168.207
2010-12-09,164.8247
2010-12-10,165.9143
2010-12-13,169.2966
2010-12-14,169.5236
2010-12-15,167.1855
2010-12-16,168.4794
2010-12-17,169.115
2010-12-20,165.0517
2010-12-21,165.7554
2010-12-22,164.6658
2010-12-23,161.2835
2010-12-24,158.446
2010-12-27,157.99200000000002
2010-12-28,159.6718
2010-12-29,161.7375
2010-12-30,161.1473
2010-12-31,163.8713
2011-01-04,163.8259
2011-01-05,160.6025
2011-01-06,158.8092
2011-01-07,159.6718
2011-01-10,156.857
2011-01-11,151.4771
2011-01-12,152.4532
2011-01-13,154.6324
2011-01-14,152.3851
2011-01-17,144.826
2011-01-18,143.918
2011-01-19,146.4377
2011-01-20,140.967
2011-01-21,141.421
2011-01-24,136.6086
2011-01-25,136.9718
2011-01-26,138.9467
2011-01-27,142.556
2011-01-28,142.556
2011-01-31,145.053
2011-02-01,144.0315
2011-02-09,142.1701
2011-02-10,145.3935
2011-02-11,149.3887
2011-02-14,151.3182
2011-02-15,148.7304
2011-02-16,149.7973
2011-02-17,150.8415
2011-02-18,149.0028
2011-02-21,149.139
2011-02-22,143.1235
2011-02-23,146.0745
2011-02-24,147.5954
2011-02-25,146.0064
