day,market_cap
2010-10-18,148.6958
2010-10-19,151.4878
2010-10-20,153.0953
2010-10-21,153.6452
2010-10-22,154.2798
2010-10-25,155.0413
2010-10-26,149.4572
2010-10-27,151.3186
2010-10-28,149.9226
2010-10-29,149.28799999999998
2010-11-01,153.1799
2010-11-02,148.7381
2010-11-03,148.9073
2010-11-04,150.9378
2010-11-05,152.3761
2010-11-08,158.1294
2010-11-09,160.8368
2010-11-10,161.7675
2010-11-11,160.8791
2010-11-12,151.5724
2010-11-15,157.0718
2010-11-16,152.2492
2010-11-17,148.442
2010-11-18,149.3726
2010-11-19,153.4337
2010-11-22,158.2563
2010-11-23,157.2833
2010-11-24,160.2022
2010-11-25,159.8638
2010-11-26,157.9602
2010-11-29,160.0753
2010-11-30,154.7874
2010-12-01,154.6182
2010-12-02,156.4796
2010-12-03,157.0718
2010-12-06,157.0718
2010-12-07,157.0718
2010-12-08,157.0718
2010-12-09,157.0718
2010-12-10,157.0718
2010-12-13,157.0718
2010-12-14,157.0718
2010-12-15,157.0718
2010-12-16,157.0718
2010-12-17,157.0718
2010-12-20,157.0718
2010-12-21,157.0718
2010-12-22,157.0718
2010-12-23,157.0718
2010-12-24,157.0718
2010-12-27,157.0718
2010-12-28,157.0718
2010-12-29,157.0718
2010-12-30,157.0718
2010-12-31,157.0718
2011-01-04,157.0718
2011-01-05,157.0718
2011-01-06,157.0718
2011-01-07,157.0718
2011-01-10,157.0718
2011-01-11,157.0718
2011-01-12,157.0718
2011-01-13,157.0718
2011-01-14,157.0718
2011-01-17,157.0718
2011-01-18,157.0718
2011-01-19,157.0718
2011-01-20,157.0718
2011-01-21,157.0718
2011-01-24,157.0718
2011-01-25,157.0718
2011-01-26,157.0718
2011-01-27,157.0718
2011-01-28,157.0718
2011-01-31,157.0718
2011-02-01,157.0718
2011-02-09,157.0718
2011-02-10,157.0718
2011-02-11,157.0718
2011-02-14,157.0718
2011-02-15,157.0718
2011-02-16,157.0718
2011-02-17,157.0718
2011-02-18,157.0718
2011-02-21,157.0718
2011-02-22,157.0718
2011-02-23,157.0718
2011-02-24,157.0718
2011-02-25,157.0718
2011-02-28,157.0718
2011-03-01,157.0718
2011-03-02,157.0718
2011-03-03,157.0718
2011-03-04,157.0718
2011-03-07,157.0718
2011-03-08,157.0718
2011-03-09,157.0718
2011-03-10,157.0718
2011-03-11,157.0718
2011-03-14,157.0718
2011-03-15,157.0718
2011-03-16,157.0718
2011-03-17,157.0718
2011-03-18,157.0718
2011-03-21,157.0718
2011-03-22,157.0718
2011-03-23,157.0718
2011-03-24,157.0718
2011-03-25,157.0718
2011-03-28,157.0718
2011-03-29,157.0718
2011-03-30,157.0718
2011-03-31,157.0718
2011-04-01,157.0718
2011-04-06,157.0718
2011-04-07,157.0718
2011-04-08,157.0718
2011-04-11,157.0718
2011-04-12,157.0718
2011-04-13,157.0718
2011-04-14,157.0718
2011-04-15,157.0718
2011-04-18,157.0718
2011-04-19,157.0718
2011-04-20,157.0718
2011-04-21,157.0718
2011-04-22,157.0718
2011-04-25,157.0718
2011-04-26,157.0718
2011-04-27,157.0718
2011-04-28,157.0718
2011-04-29,157.0718
2011-05-03,157.0718
2011-05-04,157.0718
2011-05-05,157.0718
2011-05-06,157.0718
2011-05-09,157.0718
2011-05-10,157.0718
2011-05-11,157.0718
2011-05-12,157.0718
2011-05-13,157.0718
2011-05-16,157.0718
2011-05-17,157.0718
2011-05-18,157.0718
2011-05-19,157.0718
2011-05-20,157.0718
2011-05-23,157.0718
2011-05-24,157.0718
2011-05-25,157.0718
2011-05-26,157.0718
2011-05-27,157.0718
2011-05-30,157.0718
2011-05-31,157.0718
2011-06-01,157.0718
2011-06-02,157.0718
2011-06-03,157.0718
2011-06-07,157.0718
2011-06-08,157.0718
2011-06-09,157.0718
2011-06-10,157.0718
2011-06-13,157.0718
2011-06-14,157.0718
2011-06-15,157.0718
2011-06-16,157.0718
2011-06-17,157.0718
2011-06-20,157.0718
2011-06-21,157.064
2011-06-22,157.064
2011-06-23,157.064
2011-06-24,157.064
2011-06-27,157.064
2011-06-28,157.064
2011-06-29,157.064
2011-06-30,157.064
2011-07-01,157.064
2011-07-04,157.064
2011-07-05,157.064
2011-07-06,157.064
2011-07-07,157.064
2011-07-08,157.064
2011-07-11,157.064
2011-07-12,157.064
2011-07-13,157.064
2011-07-14,157.064
2011-07-15,157.064
2011-07-18,157.064
2011-07-19,157.064
2011-07-20,157.064
2011-07-21,157.064
2011-07-22,157.064
2011-07-25,157.064
2011-07-26,157.064
2011-07-27,157.064
2011-07-28,157.064
2011-07-29,157.064
2011-08-01,157.064
2011-08-02,157.064
2011-08-03,157.064
2011-08-04,157.064
2011-08-05,157.064
2011-08-08,157.064
2011-08-09,157.064
2011-08-10,157.064
2011-08-11,157.064
2011-08-12,157.064
2011-08-15,157.064
2011-08-16,157.064
2011-08-17,157.064
2011-08-18,157.064
2011-08-19,157.064
2011-08-22,157.064
2011-08-23,157.064
2011-08-24,157.064
2011-08-25,157.064
2011-08-26,157.064
2011-08-29,157.064
2011-08-30,157.064
2011-08-31,157.064
2011-09-01,157.064
2011-09-02,157.064
2011-09-05,157.064
2011-09-06,157.064
2011-09-07,144.6698
2011-09-08,144.1198
2011-09-09,146.6579
2011-09-13,140.905
2011-09-14,141.1588
2011-09-15,139.6359
2011-09-16,139.1283
2011-09-19,137.7747
2011-09-20,137.2248
2011-09-21,140.5666
2011-09-22,137.6055
2011-09-23,134.4329
2011-09-26,134.4752
2011-09-27,133.037
2011-09-28,132.8678
2011-09-29,128.5107
2011-09-30,128.7645
2011-10-10,129.9913
2011-10-11,129.9913
2011-10-12,135.3212
2011-10-13,137.8593
2011-10-14,135.5327
2011-10-17,138.5361
2011-10-18,138.0708
2011-10-19,138.24
2011-10-20,137.4363
2011-10-21,135.7865
2011-10-24,140.4397
2011-10-25,141.7087
2011-10-26,142.1317
2011-10-27,142.0894
2011-10-28,144.839
2011-10-31,145.9388
2011-11-01,148.0539
2011-11-02,149.619
2011-11-03,149.2383
2011-11-04,148.6038
2011-11-07,148.6038
